SA2 - Residence,SA2 - Work place,Count
Springwood - Winmalee,Potts Point - Woolloomooloo,15
Cambridge Park,Potts Point - Woolloomooloo,8
Castlereagh - Cranebrook,Potts Point - Woolloomooloo,13
Emu Plains - Leonay,Potts Point - Woolloomooloo,6
Glenmore Park - Regentville,Potts Point - Woolloomooloo,27
Jamisontown - South Penrith,Potts Point - Woolloomooloo,8
Kingswood - Werrington,Potts Point - Woolloomooloo,6
Mulgoa - Luddenham - Orchard Hills,Potts Point - Woolloomooloo,10
Penrith,Potts Point - Woolloomooloo,17
Warragamba - Silverdale,Potts Point - Woolloomooloo,4
Richmond - Clarendon,Potts Point - Woolloomooloo,4
Windsor - Bligh Park,Potts Point - Woolloomooloo,9
Erskine Park,Potts Point - Woolloomooloo,6
St Clair,Potts Point - Woolloomooloo,12
Colyton - Oxley Park,Potts Point - Woolloomooloo,7
St Marys - North St Marys,Potts Point - Woolloomooloo,21
Homebush Bay - Silverwater,Potts Point - Woolloomooloo,41
Auburn - Central,Potts Point - Woolloomooloo,21
Auburn - North,Potts Point - Woolloomooloo,30
Auburn - South,Potts Point - Woolloomooloo,8
Berala,Potts Point - Woolloomooloo,16
Lidcombe,Potts Point - Woolloomooloo,38
Regents Park,Potts Point - Woolloomooloo,5
Carlingford,Potts Point - Woolloomooloo,50
Ermington - Rydalmere,Potts Point - Woolloomooloo,136
Oatlands - Dundas Valley,Potts Point - Woolloomooloo,23
Chester Hill - Sefton,Potts Point - Woolloomooloo,12
Fairfield - East,Potts Point - Woolloomooloo,5
Granville - Clyde,Potts Point - Woolloomooloo,41
Greystanes - Pemulwuy,Potts Point - Woolloomooloo,24
Guildford - South Granville,Potts Point - Woolloomooloo,13
Guildford West - Merrylands West,Potts Point - Woolloomooloo,18
Merrylands - Holroyd,Potts Point - Woolloomooloo,29
North Parramatta,Potts Point - Woolloomooloo,35
North Rocks,Potts Point - Woolloomooloo,12
Northmead,Potts Point - Woolloomooloo,18
