SA2 - Residence,SA2 - Work place,Count
Wollongong - West,Kensington (NSW),7
Toronto - Awaba,Kensington (NSW),5
Maryland - Fletcher - Minmi,Kensington (NSW),3
Berry - Kangaroo Valley,Kensington (NSW),3
Bowral,Kensington (NSW),3
Baulkham Hills (East),Kensington (NSW),19
Baulkham Hills (West) - Bella Vista,Kensington (NSW),15
West Pennant Hills,Kensington (NSW),8
Castle Hill - North,Kensington (NSW),4
Castle Hill - South,Kensington (NSW),16
Cherrybrook,Kensington (NSW),16
Kellyville,Kensington (NSW),9
Dural - Kenthurst - Wisemans Ferry,Kensington (NSW),11
Kurrajong Heights - Ebenezer,Kensington (NSW),4
Rouse Hill - Beaumont Hills,Kensington (NSW),11
Blacktown (East) - Kings Park,Kensington (NSW),6
Blacktown (North) - Marayong,Kensington (NSW),13
Doonside - Woodcroft,Kensington (NSW),10
Lalor Park - Kings Langley,Kensington (NSW),9
Seven Hills - Toongabbie,Kensington (NSW),21
Blacktown (South),Kensington (NSW),8
Blacktown (West),Kensington (NSW),7
Glenwood,Kensington (NSW),7
Parklea - Kellyville Ridge,Kensington (NSW),14
Riverstone - Marsden Park,Kensington (NSW),6
Acacia Gardens,Kensington (NSW),3
Quakers Hill,Kensington (NSW),4
Bidwill - Hebersham - Emerton,Kensington (NSW),3
Hassall Grove - Plumpton,Kensington (NSW),8
Mount Druitt - Whalan,Kensington (NSW),8
Rooty Hill - Minchinbury,Kensington (NSW),7
Botany,Kensington (NSW),110
Mascot - Eastlakes,Kensington (NSW),221
Pagewood - Hillsdale - Daceyville,Kensington (NSW),115
Marrickville,Kensington (NSW),109
Petersham - Stanmore,Kensington (NSW),90
Sydenham - Tempe - St Peters,Kensington (NSW),54
Darlinghurst,Kensington (NSW),50
Erskineville - Alexandria,Kensington (NSW),114
Glebe - Forest Lodge,Kensington (NSW),73
Newtown - Camperdown - Darlington,Kensington (NSW),108
Potts Point - Woolloomooloo,Kensington (NSW),82
Pyrmont - Ultimo,Kensington (NSW),43
Redfern - Chippendale,Kensington (NSW),102
Surry Hills,Kensington (NSW),79
Sydney - Haymarket - The Rocks,Kensington (NSW),78
Waterloo - Beaconsfield,Kensington (NSW),276
Bondi - Tamarama - Bronte,Kensington (NSW),94
Bondi Beach - North Bondi,Kensington (NSW),76
Bondi Junction - Waverly,Kensington (NSW),100
Double Bay - Bellevue Hill,Kensington (NSW),86
Dover Heights,Kensington (NSW),50
Paddington - Moore Park,Kensington (NSW),67
Rose Bay - Vaucluse - Watsons Bay,Kensington (NSW),35
Woollahra,Kensington (NSW),43
Coogee - Clovelly,Kensington (NSW),373
Malabar - La Perouse - Chifley,Kensington (NSW),306
Kensington (NSW),Kensington (NSW),1001
Kingsford,Kensington (NSW),438
Maroubra - North,Kensington (NSW),148
Maroubra - South,Kensington (NSW),133
Maroubra - West,Kensington (NSW),143
Randwick - North,Kensington (NSW),268
Randwick - South,Kensington (NSW),328
Bass Hill - Georges Hall,Kensington (NSW),8
Chullora,Kensington (NSW),5
Condell Park,Kensington (NSW),8
Greenacre - Mount Lewis,Kensington (NSW),14
Padstow,Kensington (NSW),17
Panania - Milperra - Picnic Point,Kensington (NSW),22
Revesby,Kensington (NSW),15
Yagoona - Birrong,Kensington (NSW),28
Bankstown - North,Kensington (NSW),5
Bankstown - South,Kensington (NSW),8
Belmore - Belfield,Kensington (NSW),16
Canterbury (South) - Campsie,Kensington (NSW),56
Kingsgrove (North) - Earlwood,Kensington (NSW),44
Punchbowl,Kensington (NSW),21
Roselands,Kensington (NSW),32
Lakemba,Kensington (NSW),19
Wiley Park,Kensington (NSW),15
Hurstville,Kensington (NSW),46
Mortdale - Penshurst,Kensington (NSW),50
Narwee - Beverly Hills,Kensington (NSW),22
Oatley - Hurstville Grove,Kensington (NSW),31
Peakhurst - Lugarno,Kensington (NSW),27
Riverwood,Kensington (NSW),24
South Hurstville - Blakehurst,Kensington (NSW),41
Arncliffe - Bardwell Valley,Kensington (NSW),83
Bexley,Kensington (NSW),75
Kingsgrove (South) - Bardwell Park,Kensington (NSW),31
Kogarah,Kensington (NSW),27
Kogarah Bay - Carlton - Allawah,Kensington (NSW),39
Monterey - Brighton-le-Sands - Kyeemagh,Kensington (NSW),61
Rockdale - Banksia,Kensington (NSW),57
Sans Souci - Ramsgate,Kensington (NSW),31
Concord - Mortlake - Cabarita,Kensington (NSW),19
Concord West - North Strathfield,Kensington (NSW),24
Drummoyne - Rodd Point,Kensington (NSW),30
Five Dock - Abbotsford,Kensington (NSW),15
Balmain,Kensington (NSW),31
Leichhardt - Annandale,Kensington (NSW),99
Lilyfield - Rozelle,Kensington (NSW),32
Ashfield,Kensington (NSW),70
Burwood - Croydon,Kensington (NSW),43
Canterbury (North) - Ashbury,Kensington (NSW),22
Croydon Park - Enfield,Kensington (NSW),24
Dulwich Hill - Lewisham,Kensington (NSW),64
Haberfield - Summer Hill,Kensington (NSW),37
Homebush,Kensington (NSW),27
Strathfield,Kensington (NSW),25
Chatswood (East) - Artarmon,Kensington (NSW),44
Chatswood (West) - Lane Cove North,Kensington (NSW),42
Lane Cove - Greenwich,Kensington (NSW),34
St Leonards - Naremburn,Kensington (NSW),24
Willoughby - Castle Cove - Northbridge,Kensington (NSW),36
Asquith - Mount Colah,Kensington (NSW),15
Berowra - Brooklyn - Cowan,Kensington (NSW),9
Normanhurst - Thornleigh - Westleigh,Kensington (NSW),26
Hornsby - East,Kensington (NSW),21
Hornsby - West,Kensington (NSW),14
Waitara - Wahroonga (West),Kensington (NSW),13
Gordon - Killara,Kensington (NSW),46
Lindfield - Roseville,Kensington (NSW),31
Pymble,Kensington (NSW),32
St Ives,Kensington (NSW),25
Turramurra,Kensington (NSW),17
Wahroonga (East) - Warrawee,Kensington (NSW),21
Cremorne - Cammeray,Kensington (NSW),36
Crows Nest - Waverton,Kensington (NSW),33
Mosman,Kensington (NSW),44
Neutral Bay - Kirribilli,Kensington (NSW),33
North Sydney - Lavender Bay,Kensington (NSW),25
Balgowlah - Clontarf - Seaforth,Kensington (NSW),19
Manly - Fairlight,Kensington (NSW),20
Avalon - Palm Beach,Kensington (NSW),8
Bayview - Elanora Heights,Kensington (NSW),4
Newport - Bilgola,Kensington (NSW),9
Warriewood - Mona Vale,Kensington (NSW),8
Beacon Hill - Narraweena,Kensington (NSW),3
Dee Why - North Curl Curl,Kensington (NSW),11
Forestville - Killarney Heights,Kensington (NSW),18
Frenchs Forest - Belrose,Kensington (NSW),17
Freshwater - Brookvale,Kensington (NSW),15
Manly Vale - Allambie Heights,Kensington (NSW),11
Narrabeen - Collaroy,Kensington (NSW),9
Elderslie - Harrington Park,Kensington (NSW),11
Mount Annan - Currans Hill,Kensington (NSW),3
Campbelltown - Woodbine,Kensington (NSW),7
Claymore - Eagle Vale - Raby,Kensington (NSW),6
Ingleburn - Denham Court,Kensington (NSW),20
Leumeah - Minto Heights,Kensington (NSW),6
Macquarie Fields - Glenfield,Kensington (NSW),20
Minto - St Andrews,Kensington (NSW),19
Rosemeadow - Glen Alpine,Kensington (NSW),7
Picton - Tahmoor - Buxton,Kensington (NSW),4
Blackheath - Megalong Valley,Kensington (NSW),7
Blaxland - Warrimoo - Lapstone,Kensington (NSW),8
Katoomba - Leura,Kensington (NSW),11
Lawson - Hazelbrook - Linden,Kensington (NSW),4
Springwood - Winmalee,Kensington (NSW),7
Wentworth Falls,Kensington (NSW),5
Castlereagh - Cranebrook,Kensington (NSW),6
Emu Plains - Leonay,Kensington (NSW),3
Glenmore Park - Regentville,Kensington (NSW),6
Kingswood - Werrington,Kensington (NSW),5
Penrith,Kensington (NSW),3
Richmond - Clarendon,Kensington (NSW),3
Erskine Park,Kensington (NSW),3
St Marys - North St Marys,Kensington (NSW),8
Homebush Bay - Silverwater,Kensington (NSW),13
Auburn - Central,Kensington (NSW),8
Auburn - North,Kensington (NSW),16
Berala,Kensington (NSW),10
Lidcombe,Kensington (NSW),21
Regents Park,Kensington (NSW),3
Carlingford,Kensington (NSW),27
Ermington - Rydalmere,Kensington (NSW),17
Oatlands - Dundas Valley,Kensington (NSW),13
Chester Hill - Sefton,Kensington (NSW),6
Fairfield - East,Kensington (NSW),8
Granville - Clyde,Kensington (NSW),13
Greystanes - Pemulwuy,Kensington (NSW),12
Guildford - South Granville,Kensington (NSW),6
Merrylands - Holroyd,Kensington (NSW),7
North Parramatta,Kensington (NSW),13
Northmead,Kensington (NSW),13
Parramatta - Rosehill,Kensington (NSW),31
Toongabbie - Constitution Hill,Kensington (NSW),12
Winston Hills,Kensington (NSW),8
Pendle Hill - Girraween,Kensington (NSW),7
Wentworthville - Westmead,Kensington (NSW),19
Epping - North Epping,Kensington (NSW),44
Pennant Hills - Cheltenham,Kensington (NSW),16
Eastwood - Denistone,Kensington (NSW),23
Gladesville - Huntleys Point,Kensington (NSW),25
Hunters Hill - Woolwich,Kensington (NSW),4
Macquarie Park - Marsfield,Kensington (NSW),20
North Ryde - East Ryde,Kensington (NSW),13
West Ryde - Meadowbank,Kensington (NSW),38
Ryde,Kensington (NSW),28
Cobbitty - Leppington,Kensington (NSW),8
Green Valley,Kensington (NSW),3
Hinchinbrook,Kensington (NSW),12
Cabramatta - Lansvale,Kensington (NSW),9
Cabramatta West - Mount Pritchard,Kensington (NSW),7
Canley Vale - Canley Heights,Kensington (NSW),3
Fairfield,Kensington (NSW),3
Fairfield - West,Kensington (NSW),4
Greenfield Park - Prairiewood,Kensington (NSW),9
Smithfield - Wetherill Park,Kensington (NSW),4
Casula,Kensington (NSW),9
Chipping Norton - Moorebank,Kensington (NSW),9
Holsworthy - Wattle Grove,Kensington (NSW),12
Liverpool,Kensington (NSW),11
Prestons - Edmondson Park,Kensington (NSW),14
Gymea - Grays Point,Kensington (NSW),32
Miranda - Yowie Bay,Kensington (NSW),8
Sylvania - Taren Point,Kensington (NSW),27
Caringbah South,Kensington (NSW),18
Cronulla - Kurnell - Bundeena,Kensington (NSW),32
Woolaware - Burraneer,Kensington (NSW),3
Heathcote - Waterfall,Kensington (NSW),5
Illawong - Alfords Point,Kensington (NSW),8
Menai - Lucas Heights - Woronora,Kensington (NSW),22
Oyster Bay - Como - Jannali,Kensington (NSW),31
Sutherland - Kirrawee,Kensington (NSW),29
Engadine,Kensington (NSW),12
Loftus - Yarrawarrah,Kensington (NSW),8
Woronora Heights,Kensington (NSW),6
No Usual Address (NSW),Kensington (NSW),6
Box Head - MacMasters Beach,Kingsford,5
Morisset - Cooranbong,Kingsford,3
Baulkham Hills (East),Kingsford,8
Botany,Kingsford,40
Mascot - Eastlakes,Kingsford,98
Pagewood - Hillsdale - Daceyville,Kingsford,88
Marrickville,Kingsford,6
Petersham - Stanmore,Kingsford,13
Sydenham - Tempe - St Peters,Kingsford,11
Darlinghurst,Kingsford,7
Erskineville - Alexandria,Kingsford,10
Newtown - Camperdown - Darlington,Kingsford,8
Potts Point - Woolloomooloo,Kingsford,10
Pyrmont - Ultimo,Kingsford,10
Redfern - Chippendale,Kingsford,11
Surry Hills,Kingsford,13
Sydney - Haymarket - The Rocks,Kingsford,21
Waterloo - Beaconsfield,Kingsford,46
Bondi - Tamarama - Bronte,Kingsford,14
Bondi Beach - North Bondi,Kingsford,13
Bondi Junction - Waverly,Kingsford,6
Double Bay - Bellevue Hill,Kingsford,8
Dover Heights,Kingsford,11
Paddington - Moore Park,Kingsford,5
Rose Bay - Vaucluse - Watsons Bay,Kingsford,6
Woollahra,Kingsford,7
Coogee - Clovelly,Kingsford,74
Malabar - La Perouse - Chifley,Kingsford,129
Kensington (NSW),Kingsford,77
Kingsford,Kingsford,622
Maroubra - North,Kingsford,50
Maroubra - South,Kingsford,30
Maroubra - West,Kingsford,42
Randwick - North,Kingsford,27
Randwick - South,Kingsford,37
Padstow,Kingsford,3
Panania - Milperra - Picnic Point,Kingsford,9
Bankstown - South,Kingsford,6
Belmore - Belfield,Kingsford,4
Canterbury (South) - Campsie,Kingsford,18
Kingsgrove (North) - Earlwood,Kingsford,9
Punchbowl,Kingsford,4
Roselands,Kingsford,5
Wiley Park,Kingsford,3
Hurstville,Kingsford,25
Mortdale - Penshurst,Kingsford,9
Narwee - Beverly Hills,Kingsford,8
Oatley - Hurstville Grove,Kingsford,8
Peakhurst - Lugarno,Kingsford,11
South Hurstville - Blakehurst,Kingsford,21
Arncliffe - Bardwell Valley,Kingsford,17
Bexley,Kingsford,21
Kingsgrove (South) - Bardwell Park,Kingsford,5
Kogarah,Kingsford,8
Kogarah Bay - Carlton - Allawah,Kingsford,8
Monterey - Brighton-le-Sands - Kyeemagh,Kingsford,17
Rockdale - Banksia,Kingsford,24
Sans Souci - Ramsgate,Kingsford,8
Concord - Mortlake - Cabarita,Kingsford,3
Concord West - North Strathfield,Kingsford,3
Leichhardt - Annandale,Kingsford,14
Lilyfield - Rozelle,Kingsford,5
Ashfield,Kingsford,7
Burwood - Croydon,Kingsford,3
Canterbury (North) - Ashbury,Kingsford,3
Dulwich Hill - Lewisham,Kingsford,5
Haberfield - Summer Hill,Kingsford,4
Homebush,Kingsford,6
Strathfield,Kingsford,10
Chatswood (East) - Artarmon,Kingsford,4
Chatswood (West) - Lane Cove North,Kingsford,3
Lane Cove - Greenwich,Kingsford,8
Willoughby - Castle Cove - Northbridge,Kingsford,3
Turramurra,Kingsford,4
Crows Nest - Waverton,Kingsford,4
Freshwater - Brookvale,Kingsford,3
Narrabeen - Collaroy,Kingsford,4
Campbelltown - Woodbine,Kingsford,6
Leumeah - Minto Heights,Kingsford,3
Glenmore Park - Regentville,Kingsford,6
Homebush Bay - Silverwater,Kingsford,8
Auburn - Central,Kingsford,8
Auburn - North,Kingsford,6
Oatlands - Dundas Valley,Kingsford,4
Guildford - South Granville,Kingsford,4
Parramatta - Rosehill,Kingsford,7
Epping - North Epping,Kingsford,4
Eastwood - Denistone,Kingsford,3
West Ryde - Meadowbank,Kingsford,3
Ryde,Kingsford,10
Hoxton Park - Carnes Hill - Horningsea Park,Kingsford,3
Canley Vale - Canley Heights,Kingsford,3
Fairfield,Kingsford,4
Chipping Norton - Moorebank,Kingsford,4
Holsworthy - Wattle Grove,Kingsford,3
Lurnea - Cartwright,Kingsford,3
Gymea - Grays Point,Kingsford,4
Miranda - Yowie Bay,Kingsford,3
Sylvania - Taren Point,Kingsford,5
Caringbah,Kingsford,3
Illawong - Alfords Point,Kingsford,3
Menai - Lucas Heights - Woronora,Kingsford,6
Sutherland - Kirrawee,Kingsford,3
Gosford - Springfield,Maroubra - North,4
Armidale,Maroubra - North,3
Botany,Maroubra - North,54
Mascot - Eastlakes,Maroubra - North,69
Pagewood - Hillsdale - Daceyville,Maroubra - North,74
Marrickville,Maroubra - North,8
Petersham - Stanmore,Maroubra - North,7
Sydenham - Tempe - St Peters,Maroubra - North,4
Darlinghurst,Maroubra - North,4
Erskineville - Alexandria,Maroubra - North,12
Glebe - Forest Lodge,Maroubra - North,5
Newtown - Camperdown - Darlington,Maroubra - North,5
Potts Point - Woolloomooloo,Maroubra - North,7
Pyrmont - Ultimo,Maroubra - North,5
Redfern - Chippendale,Maroubra - North,4
Surry Hills,Maroubra - North,3
Sydney - Haymarket - The Rocks,Maroubra - North,12
Waterloo - Beaconsfield,Maroubra - North,25
Bondi - Tamarama - Bronte,Maroubra - North,18
Bondi Beach - North Bondi,Maroubra - North,10
Bondi Junction - Waverly,Maroubra - North,13
Double Bay - Bellevue Hill,Maroubra - North,11
Dover Heights,Maroubra - North,11
Paddington - Moore Park,Maroubra - North,10
Rose Bay - Vaucluse - Watsons Bay,Maroubra - North,7
Woollahra,Maroubra - North,10
Coogee - Clovelly,Maroubra - North,64
Malabar - La Perouse - Chifley,Maroubra - North,147
Kensington (NSW),Maroubra - North,27
Kingsford,Maroubra - North,43
Maroubra - North,Maroubra - North,476
Maroubra - South,Maroubra - North,96
Maroubra - West,Maroubra - North,88
Randwick - North,Maroubra - North,48
Randwick - South,Maroubra - North,26
Padstow,Maroubra - North,9
Panania - Milperra - Picnic Point,Maroubra - North,8
Bankstown - North,Maroubra - North,5
Belmore - Belfield,Maroubra - North,11
Canterbury (South) - Campsie,Maroubra - North,10
Kingsgrove (North) - Earlwood,Maroubra - North,13
Punchbowl,Maroubra - North,4
Roselands,Maroubra - North,3
Lakemba,Maroubra - North,8
Wiley Park,Maroubra - North,5
Hurstville,Maroubra - North,5
Mortdale - Penshurst,Maroubra - North,5
Narwee - Beverly Hills,Maroubra - North,7
Peakhurst - Lugarno,Maroubra - North,4
Riverwood,Maroubra - North,3
South Hurstville - Blakehurst,Maroubra - North,10
Arncliffe - Bardwell Valley,Maroubra - North,17
Bexley,Maroubra - North,14
Kingsgrove (South) - Bardwell Park,Maroubra - North,3
Kogarah,Maroubra - North,15
Kogarah Bay - Carlton - Allawah,Maroubra - North,5
Monterey - Brighton-le-Sands - Kyeemagh,Maroubra - North,20
Rockdale - Banksia,Maroubra - North,26
Sans Souci - Ramsgate,Maroubra - North,21
Concord - Mortlake - Cabarita,Maroubra - North,6
Concord West - North Strathfield,Maroubra - North,5
Leichhardt - Annandale,Maroubra - North,5
Ashfield,Maroubra - North,3
Canterbury (North) - Ashbury,Maroubra - North,7
Croydon Park - Enfield,Maroubra - North,6
Dulwich Hill - Lewisham,Maroubra - North,4
Haberfield - Summer Hill,Maroubra - North,4
Strathfield,Maroubra - North,3
St Leonards - Naremburn,Maroubra - North,3
Normanhurst - Thornleigh - Westleigh,Maroubra - North,6
Hornsby - West,Maroubra - North,4
Neutral Bay - Kirribilli,Maroubra - North,5
Dee Why - North Curl Curl,Maroubra - North,3
Narrabeen - Collaroy,Maroubra - North,3
Windsor - Bligh Park,Maroubra - North,4
St Marys - North St Marys,Maroubra - North,4
Homebush Bay - Silverwater,Maroubra - North,5
Auburn - Central,Maroubra - North,6
Lidcombe,Maroubra - North,3
Oatlands - Dundas Valley,Maroubra - North,6
Chester Hill - Sefton,Maroubra - North,3
Granville - Clyde,Maroubra - North,5
Guildford - South Granville,Maroubra - North,4
Guildford West - Merrylands West,Maroubra - North,5
Merrylands - Holroyd,Maroubra - North,4
Toongabbie - Constitution Hill,Maroubra - North,3
Epping - North Epping,Maroubra - North,4
Pennant Hills - Cheltenham,Maroubra - North,5
Gladesville - Huntleys Point,Maroubra - North,3
Ryde,Maroubra - North,5
Hoxton Park - Carnes Hill - Horningsea Park,Maroubra - North,3
West Hoxton - Middleton Grange,Maroubra - North,3
Cabramatta - Lansvale,Maroubra - North,4
Cabramatta West - Mount Pritchard,Maroubra - North,5
Fairfield,Maroubra - North,3
Prestons - Edmondson Park,Maroubra - North,5
Gymea - Grays Point,Maroubra - North,6
Miranda - Yowie Bay,Maroubra - North,5
Sylvania - Taren Point,Maroubra - North,6
Caringbah South,Maroubra - North,3
Cronulla - Kurnell - Bundeena,Maroubra - North,13
Lilli Pilli - Port Hacking - Dolans Bay,Maroubra - North,3
Menai - Lucas Heights - Woronora,Maroubra - North,7
Oyster Bay - Como - Jannali,Maroubra - North,5
Sutherland - Kirrawee,Maroubra - North,9
Loftus - Yarrawarrah,Maroubra - North,3
Tweed Heads South,Maroubra - South,3
Baulkham Hills (West) - Bella Vista,Maroubra - South,4
Cherrybrook,Maroubra - South,4
Botany,Maroubra - South,25
Mascot - Eastlakes,Maroubra - South,35
Pagewood - Hillsdale - Daceyville,Maroubra - South,35
Marrickville,Maroubra - South,4
Petersham - Stanmore,Maroubra - South,3
Sydenham - Tempe - St Peters,Maroubra - South,4
Glebe - Forest Lodge,Maroubra - South,3
Newtown - Camperdown - Darlington,Maroubra - South,4
Potts Point - Woolloomooloo,Maroubra - South,4
Redfern - Chippendale,Maroubra - South,3
Sydney - Haymarket - The Rocks,Maroubra - South,14
Waterloo - Beaconsfield,Maroubra - South,15
Bondi - Tamarama - Bronte,Maroubra - South,21
Bondi Beach - North Bondi,Maroubra - South,8
Bondi Junction - Waverly,Maroubra - South,16
Double Bay - Bellevue Hill,Maroubra - South,11
Paddington - Moore Park,Maroubra - South,4
Coogee - Clovelly,Maroubra - South,33
Malabar - La Perouse - Chifley,Maroubra - South,90
Kensington (NSW),Maroubra - South,14
Kingsford,Maroubra - South,31
Maroubra - North,Maroubra - South,49
Maroubra - South,Maroubra - South,462
Maroubra - West,Maroubra - South,38
Randwick - North,Maroubra - South,15
Randwick - South,Maroubra - South,11
Condell Park,Maroubra - South,10
Panania - Milperra - Picnic Point,Maroubra - South,5
Canterbury (South) - Campsie,Maroubra - South,3
Kingsgrove (North) - Earlwood,Maroubra - South,7
Punchbowl,Maroubra - South,4
Roselands,Maroubra - South,5
Hurstville,Maroubra - South,4
Narwee - Beverly Hills,Maroubra - South,3
South Hurstville - Blakehurst,Maroubra - South,10
Arncliffe - Bardwell Valley,Maroubra - South,12
Bexley,Maroubra - South,10
Kingsgrove (South) - Bardwell Park,Maroubra - South,4
Kogarah,Maroubra - South,5
Kogarah Bay - Carlton - Allawah,Maroubra - South,10
Monterey - Brighton-le-Sands - Kyeemagh,Maroubra - South,17
Rockdale - Banksia,Maroubra - South,3
Sans Souci - Ramsgate,Maroubra - South,12
Concord West - North Strathfield,Maroubra - South,4
Leichhardt - Annandale,Maroubra - South,4
Burwood - Croydon,Maroubra - South,4
Dulwich Hill - Lewisham,Maroubra - South,3
Strathfield,Maroubra - South,3
Willoughby - Castle Cove - Northbridge,Maroubra - South,4
Cremorne - Cammeray,Maroubra - South,3
Mosman,Maroubra - South,6
Neutral Bay - Kirribilli,Maroubra - South,5
Frenchs Forest - Belrose,Maroubra - South,4
Minto - St Andrews,Maroubra - South,7
Auburn - North,Maroubra - South,3
Lidcombe,Maroubra - South,7
Ermington - Rydalmere,Maroubra - South,5
Granville - Clyde,Maroubra - South,7
Northmead,Maroubra - South,5
Parramatta - Rosehill,Maroubra - South,3
Macquarie Park - Marsfield,Maroubra - South,5
West Ryde - Meadowbank,Maroubra - South,5
Ashcroft - Busby - Miller,Maroubra - South,3
Canley Vale - Canley Heights,Maroubra - South,3
Gymea - Grays Point,Maroubra - South,3
Miranda - Yowie Bay,Maroubra - South,3
Sylvania - Taren Point,Maroubra - South,5
Caringbah,Maroubra - South,6
Cronulla - Kurnell - Bundeena,Maroubra - South,5
Sutherland - Kirrawee,Maroubra - South,3
Shellharbour - Flinders,Maroubra - West,4
Wollongong - West,Maroubra - West,3
Kellyville,Maroubra - West,3
Dural - Kenthurst - Wisemans Ferry,Maroubra - West,4
Doonside - Woodcroft,Maroubra - West,6
Blacktown (West),Maroubra - West,3
Botany,Maroubra - West,62
Mascot - Eastlakes,Maroubra - West,82
Pagewood - Hillsdale - Daceyville,Maroubra - West,79
Marrickville,Maroubra - West,16
Petersham - Stanmore,Maroubra - West,6
Sydenham - Tempe - St Peters,Maroubra - West,4
Darlinghurst,Maroubra - West,3
Erskineville - Alexandria,Maroubra - West,17
Glebe - Forest Lodge,Maroubra - West,7
Newtown - Camperdown - Darlington,Maroubra - West,6
Potts Point - Woolloomooloo,Maroubra - West,3
Pyrmont - Ultimo,Maroubra - West,8
Redfern - Chippendale,Maroubra - West,10
Surry Hills,Maroubra - West,3
Sydney - Haymarket - The Rocks,Maroubra - West,18
Waterloo - Beaconsfield,Maroubra - West,36
Bondi - Tamarama - Bronte,Maroubra - West,11
Bondi Beach - North Bondi,Maroubra - West,17
Bondi Junction - Waverly,Maroubra - West,19
Double Bay - Bellevue Hill,Maroubra - West,24
Dover Heights,Maroubra - West,16
Rose Bay - Vaucluse - Watsons Bay,Maroubra - West,12
Woollahra,Maroubra - West,8
Coogee - Clovelly,Maroubra - West,76
Malabar - La Perouse - Chifley,Maroubra - West,163
Kensington (NSW),Maroubra - West,39
Kingsford,Maroubra - West,60
Maroubra - North,Maroubra - West,85
Maroubra - South,Maroubra - West,76
Maroubra - West,Maroubra - West,439
Randwick - North,Maroubra - West,36
Randwick - South,Maroubra - West,28
Bass Hill - Georges Hall,Maroubra - West,4
Condell Park,Maroubra - West,6
Greenacre - Mount Lewis,Maroubra - West,4
Padstow,Maroubra - West,4
Panania - Milperra - Picnic Point,Maroubra - West,8
Yagoona - Birrong,Maroubra - West,3
Bankstown - North,Maroubra - West,4
Belmore - Belfield,Maroubra - West,11
Canterbury (South) - Campsie,Maroubra - West,10
Kingsgrove (North) - Earlwood,Maroubra - West,12
Punchbowl,Maroubra - West,8
Roselands,Maroubra - West,5
Lakemba,Maroubra - West,14
Wiley Park,Maroubra - West,4
Hurstville,Maroubra - West,3
Mortdale - Penshurst,Maroubra - West,3
Narwee - Beverly Hills,Maroubra - West,4
Oatley - Hurstville Grove,Maroubra - West,6
Riverwood,Maroubra - West,6
South Hurstville - Blakehurst,Maroubra - West,10
Arncliffe - Bardwell Valley,Maroubra - West,15
Bexley,Maroubra - West,22
Kingsgrove (South) - Bardwell Park,Maroubra - West,6
Kogarah,Maroubra - West,10
Kogarah Bay - Carlton - Allawah,Maroubra - West,7
Monterey - Brighton-le-Sands - Kyeemagh,Maroubra - West,29
Rockdale - Banksia,Maroubra - West,20
Sans Souci - Ramsgate,Maroubra - West,24
Concord - Mortlake - Cabarita,Maroubra - West,4
Concord West - North Strathfield,Maroubra - West,5
Balmain,Maroubra - West,5
Leichhardt - Annandale,Maroubra - West,7
Ashfield,Maroubra - West,10
Burwood - Croydon,Maroubra - West,4
Croydon Park - Enfield,Maroubra - West,3
Dulwich Hill - Lewisham,Maroubra - West,8
Homebush,Maroubra - West,4
Willoughby - Castle Cove - Northbridge,Maroubra - West,5
Gordon - Killara,Maroubra - West,3
Cremorne - Cammeray,Maroubra - West,4
Crows Nest - Waverton,Maroubra - West,4
Neutral Bay - Kirribilli,Maroubra - West,5
Dee Why - North Curl Curl,Maroubra - West,3
Freshwater - Brookvale,Maroubra - West,3
Rosemeadow - Glen Alpine,Maroubra - West,3
Glenmore Park - Regentville,Maroubra - West,3
Windsor - Bligh Park,Maroubra - West,4
Homebush Bay - Silverwater,Maroubra - West,3
Auburn - North,Maroubra - West,3
Auburn - South,Maroubra - West,4
Granville - Clyde,Maroubra - West,6
Eastwood - Denistone,Maroubra - West,5
Cobbitty - Leppington,Maroubra - West,3
Smithfield - Wetherill Park,Maroubra - West,6
Holsworthy - Wattle Grove,Maroubra - West,4
Prestons - Edmondson Park,Maroubra - West,3
Gymea - Grays Point,Maroubra - West,9
Miranda - Yowie Bay,Maroubra - West,10
Sylvania - Taren Point,Maroubra - West,11
Caringbah,Maroubra - West,4
Caringbah South,Maroubra - West,3
Cronulla - Kurnell - Bundeena,Maroubra - West,14
Woolaware - Burraneer,Maroubra - West,6
Heathcote - Waterfall,Maroubra - West,3
Illawong - Alfords Point,Maroubra - West,3
Menai - Lucas Heights - Woronora,Maroubra - West,9
Oyster Bay - Como - Jannali,Maroubra - West,6
Sutherland - Kirrawee,Maroubra - West,4
Engadine,Maroubra - West,3
Loftus - Yarrawarrah,Maroubra - West,4
No Usual Address (NSW),Maroubra - West,6
Gosford - Springfield,Randwick - North,3
Umina - Booker Bay - Patonga,Randwick - North,3
Blue Haven - San Remo,Randwick - North,4
Gorokan - Kanwal - Charmhaven,Randwick - North,5
The Entrance,Randwick - North,3
Berkeley - Lake Heights - Cringila,Randwick - North,4
Kiama,Randwick - North,3
Shellharbour - Flinders,Randwick - North,3
Helensburgh,Randwick - North,5
Waratah - North Lambton,Randwick - North,3
Baulkham Hills (East),Randwick - North,3
West Pennant Hills,Randwick - North,3
Castle Hill - West,Randwick - North,3
Kellyville,Randwick - North,5
Blacktown (East) - Kings Park,Randwick - North,6
Doonside - Woodcroft,Randwick - North,9
Lalor Park - Kings Langley,Randwick - North,4
Blacktown (West),Randwick - North,10
Parklea - Kellyville Ridge,Randwick - North,7
Quakers Hill,Randwick - North,4
Hassall Grove - Plumpton,Randwick - North,4
