SA2 - Residence,Method of Travel to Work,Count
Springwood - Winmalee,Other,38
Wentworth Falls,Other,8
Cambridge Park,Other,31
Castlereagh - Cranebrook,Other,33
Emu Plains - Leonay,Other,21
Glenmore Park - Regentville,Other,40
Jamisontown - South Penrith,Other,34
Kingswood - Werrington,Other,30
Mulgoa - Luddenham - Orchard Hills,Other,26
Penrith,Other,25
Warragamba - Silverdale,Other,6
Richmond - Clarendon,Other,31
Windsor - Bligh Park,Other,35
Yarramundi - Londonderry,Other,28
Erskine Park,Other,14
St Clair,Other,46
Colyton - Oxley Park,Other,14
St Marys - North St Marys,Other,28
Homebush Bay - Silverwater,Other,69
Auburn - Central,Other,35
Auburn - North,Other,23
Auburn - South,Other,23
Berala,Other,15
Lidcombe,Other,40
Regents Park,Other,7
Carlingford,Other,48
Ermington - Rydalmere,Other,65
Oatlands - Dundas Valley,Other,38
Chester Hill - Sefton,Other,44
Fairfield - East,Other,25
Granville - Clyde,Other,49
Greystanes - Pemulwuy,Other,58
Guildford - South Granville,Other,38
Guildford West - Merrylands West,Other,39
Merrylands - Holroyd,Other,84
North Parramatta,Other,45
North Rocks,Other,16
Northmead,Other,37
Parramatta - Rosehill,Other,63
Toongabbie - Constitution Hill,Other,40
Winston Hills,Other,22
Pendle Hill - Girraween,Other,20
Wentworthville - Westmead,Other,38
Epping - North Epping,Other,42
Pennant Hills - Cheltenham,Other,47
Eastwood - Denistone,Other,55
Gladesville - Huntleys Point,Other,35
Hunters Hill - Woolwich,Other,18
Macquarie Park - Marsfield,Other,36
North Ryde - East Ryde,Other,26
West Ryde - Meadowbank,Other,34
Putney,Other,7
Ryde,Other,66
Ashcroft - Busby - Miller,Other,18
Austral - Greendale,Other,31
Cobbitty - Leppington,Other,46
Cecil Hills,Other,9
Green Valley,Other,17
Hinchinbrook,Other,28
Hoxton Park - Carnes Hill - Horningsea Park,Other,18
West Hoxton - Middleton Grange,Other,19
Bonnyrigg Heights - Bonnyrigg,Other,17
Bossley Park - Abbotsbury,Other,33
Cabramatta - Lansvale,Other,41
Cabramatta West - Mount Pritchard,Other,23
Canley Vale - Canley Heights,Other,35
Edensor Park,Other,21
Fairfield,Other,37
Fairfield - West,Other,27
Greenfield Park - Prairiewood,Other,17
Horsley Park - Kemps Creek,Other,22
Smithfield - Wetherill Park,Other,33
St Johns Park - Wakeley,Other,25
Casula,Other,36
Chipping Norton - Moorebank,Other,34
Holsworthy - Wattle Grove,Other,60
Liverpool,Other,37
Lurnea - Cartwright,Other,14
Prestons - Edmondson Park,Other,31
Warwick Farm,Other,7
Gymea - Grays Point,Other,29
Miranda - Yowie Bay,Other,39
Sylvania - Taren Point,Other,30
Caringbah,Other,41
Caringbah South,Other,23
Cronulla - Kurnell - Bundeena,Other,47
Lilli Pilli - Port Hacking - Dolans Bay,Other,7
Woolaware - Burraneer,Other,14
Heathcote - Waterfall,Other,12
Illawong - Alfords Point,Other,22
Menai - Lucas Heights - Woronora,Other,48
Oyster Bay - Como - Jannali,Other,38
Sutherland - Kirrawee,Other,43
Engadine,Other,26
Loftus - Yarrawarrah,Other,11
Woronora Heights,Other,8
No Usual Address (NSW),Other,104
Karabar,"Train, bus",3
Jindabyne - Berridale,"Train, bus",3
Goulburn,"Train, bus",4
Goulburn Region,"Train, bus",4
Avoca Beach - Copacabana,"Train, bus",8
Box Head - MacMasters Beach,"Train, bus",16
Calga - Kulnura,"Train, bus",7
Erina - Green Point,"Train, bus",55
Gosford - Springfield,"Train, bus",156
Kariong,"Train, bus",23
Kincumber - Picketts Valley,"Train, bus",14
Narara,"Train, bus",36
Niagara Park - Lisarow,"Train, bus",21
Point Clare - Koolewong,"Train, bus",38
Saratoga - Davistown,"Train, bus",8
Terrigal - North Avoca,"Train, bus",28
Umina - Booker Bay - Patonga,"Train, bus",268
Wamberal - Forresters Beach,"Train, bus",27
Woy Woy - Blackwall,"Train, bus",183
Wyoming,"Train, bus",80
Bateau Bay - Killarney Vale,"Train, bus",41
Blue Haven - San Remo,"Train, bus",9
Budgewoi - Buff Point - Halekulani,"Train, bus",10
Chittaway Bay - Tumbi Umbi,"Train, bus",38
Gorokan - Kanwal - Charmhaven,"Train, bus",40
Jilliby - Yarramalong,"Train, bus",4
Lake Munmorah - Mannering Park,"Train, bus",9
Ourimbah - Fountaindale,"Train, bus",11
Summerland Point - Gwandalan,"Train, bus",4
The Entrance,"Train, bus",26
Toukley - Norah Head,"Train, bus",13
Tuggerah - Kangy Angy,"Train, bus",20
Warnervale - Wadalba,"Train, bus",39
Wyong,"Train, bus",38
Bathurst,"Train, bus",6
Bathurst Region,"Train, bus",3
Lithgow,"Train, bus",9
Coffs Harbour - South,"Train, bus",3
Dubbo - South,"Train, bus",6
Wellington,"Train, bus",3
Branxton - Greta - Pokolbin,"Train, bus",3
Kurri Kurri - Abermain,"Train, bus",5
Singleton Region,"Train, bus",5
Maitland,"Train, bus",16
Maitland - East,"Train, bus",30
Maitland - West,"Train, bus",13
Thornton - Millers Forest,"Train, bus",21
Dapto - Avondale,"Train, bus",17
Unanderra - Mount Kembla,"Train, bus",11
Berkeley - Lake Heights - Cringila,"Train, bus",13
Port Kembla - Warrawong,"Train, bus",12
Windang - Primbee,"Train, bus",3
Albion Park - Macquarie Pass,"Train, bus",11
Albion Park Rail,"Train, bus",4
Kiama,"Train, bus",8
Kiama Downs - Minnamurra,"Train, bus",4
Kiama Hinterland - Gerringong,"Train, bus",9
Shellharbour - Flinders,"Train, bus",8
Shellharbour - Oak Flats,"Train, bus",9
Warilla,"Train, bus",21
Balgownie - Fairy Meadow,"Train, bus",20
Corrimal - Tarrawanna - Bellambi,"Train, bus",15
Figtree - Keiraville,"Train, bus",15
Helensburgh,"Train, bus",63
Thirroul - Austinmer - Coalcliff,"Train, bus",32
Woonona - Bulli - Russell Vale,"Train, bus",23
Wollongong - East,"Train, bus",20
Wollongong - West,"Train, bus",38
Forster,"Train, bus",6
Armidale,"Train, bus",3
Tamworth - North,"Train, bus",3
Charlestown - Dudley,"Train, bus",8
Glendale - Cardiff - Hillsborough,"Train, bus",22
Warners Bay - Boolaroo,"Train, bus",9
Bolton Point - Teralba,"Train, bus",6
Bonnells Bay - Silverwater,"Train, bus",22
Edgeworth - Cameron Park,"Train, bus",4
Morisset - Cooranbong,"Train, bus",13
Toronto - Awaba,"Train, bus",26
Wangi Wangi - Rathmines,"Train, bus",5
Adamstown - Kotara,"Train, bus",5
Beresfield - Hexham,"Train, bus",11
Hamilton - Broadmeadow,"Train, bus",12
Lambton - New Lambton,"Train, bus",11
Mayfield - Warabrook,"Train, bus",8
Merewether - The Junction,"Train, bus",5
Newcastle - Cooks Hill,"Train, bus",17
Shortland - Jesmond,"Train, bus",5
Wallsend - Elermore Vale,"Train, bus",3
Waratah - North Lambton,"Train, bus",5
Wickham - Carrington - Tighes Hill,"Train, bus",10
Tweed Heads,"Train, bus",4
Berry - Kangaroo Valley,"Train, bus",3
North Nowra - Bomaderry,"Train, bus",3
Nowra,"Train, bus",4
Bowral,"Train, bus",4
Hill Top - Colo Vale,"Train, bus",3
Mittagong,"Train, bus",5
Southern Highlands,"Train, bus",3
Baulkham Hills (East),"Train, bus",185
Baulkham Hills (West) - Bella Vista,"Train, bus",132
Glenhaven,"Train, bus",5
West Pennant Hills,"Train, bus",103
Castle Hill - Central,"Train, bus",35
Castle Hill - East,"Train, bus",28
Castle Hill - North,"Train, bus",65
Castle Hill - South,"Train, bus",67
Castle Hill - West,"Train, bus",45
Cherrybrook,"Train, bus",284
Kellyville,"Train, bus",112
Dural - Kenthurst - Wisemans Ferry,"Train, bus",39
Galston - Laughtondale,"Train, bus",12
Kurrajong Heights - Ebenezer,"Train, bus",22
Pitt Town - McGraths Hill,"Train, bus",17
Rouse Hill - Beaumont Hills,"Train, bus",113
Blacktown (East) - Kings Park,"Train, bus",313
Blacktown (North) - Marayong,"Train, bus",368
Doonside - Woodcroft,"Train, bus",378
Lalor Park - Kings Langley,"Train, bus",242
Seven Hills - Toongabbie,"Train, bus",253
Blacktown (South),"Train, bus",172
Blacktown (West),"Train, bus",271
Glenwood,"Train, bus",180
Parklea - Kellyville Ridge,"Train, bus",330
Riverstone - Marsden Park,"Train, bus",127
Acacia Gardens,"Train, bus",90
Quakers Hill,"Train, bus",217
Bidwill - Hebersham - Emerton,"Train, bus",213
Glendenning - Dean Park,"Train, bus",135
Hassall Grove - Plumpton,"Train, bus",264
Lethbridge Park - Tregear,"Train, bus",239
Mount Druitt - Whalan,"Train, bus",302
Rooty Hill - Minchinbury,"Train, bus",220
Botany,"Train, bus",250
Mascot - Eastlakes,"Train, bus",427
Pagewood - Hillsdale - Daceyville,"Train, bus",132
Marrickville,"Train, bus",634
Petersham - Stanmore,"Train, bus",417
Sydenham - Tempe - St Peters,"Train, bus",126
Darlinghurst,"Train, bus",145
Erskineville - Alexandria,"Train, bus",439
Glebe - Forest Lodge,"Train, bus",630
Newtown - Camperdown - Darlington,"Train, bus",466
Potts Point - Woolloomooloo,"Train, bus",389
Pyrmont - Ultimo,"Train, bus",274
Redfern - Chippendale,"Train, bus",478
Surry Hills,"Train, bus",264
Sydney - Haymarket - The Rocks,"Train, bus",456
Waterloo - Beaconsfield,"Train, bus",696
Bondi - Tamarama - Bronte,"Train, bus",1539
Bondi Beach - North Bondi,"Train, bus",2148
Bondi Junction - Waverly,"Train, bus",486
Double Bay - Bellevue Hill,"Train, bus",820
Dover Heights,"Train, bus",322
Paddington - Moore Park,"Train, bus",247
Rose Bay - Vaucluse - Watsons Bay,"Train, bus",174
Woollahra,"Train, bus",75
Coogee - Clovelly,"Train, bus",469
Malabar - La Perouse - Chifley,"Train, bus",115
Kensington (NSW),"Train, bus",258
Kingsford,"Train, bus",251
Maroubra - North,"Train, bus",104
Maroubra - South,"Train, bus",94
Maroubra - West,"Train, bus",132
Randwick - North,"Train, bus",554
Randwick - South,"Train, bus",271
Bass Hill - Georges Hall,"Train, bus",112
Chullora,"Train, bus",8
Condell Park,"Train, bus",93
Greenacre - Mount Lewis,"Train, bus",219
Padstow,"Train, bus",202
Panania - Milperra - Picnic Point,"Train, bus",147
Revesby,"Train, bus",145
Yagoona - Birrong,"Train, bus",137
Bankstown - North,"Train, bus",141
Bankstown - South,"Train, bus",158
Belmore - Belfield,"Train, bus",252
Canterbury (South) - Campsie,"Train, bus",613
Kingsgrove (North) - Earlwood,"Train, bus",224
Punchbowl,"Train, bus",174
Roselands,"Train, bus",90
Lakemba,"Train, bus",205
Wiley Park,"Train, bus",133
Hurstville,"Train, bus",486
Mortdale - Penshurst,"Train, bus",334
Narwee - Beverly Hills,"Train, bus",152
Oatley - Hurstville Grove,"Train, bus",145
Peakhurst - Lugarno,"Train, bus",172
Riverwood,"Train, bus",141
South Hurstville - Blakehurst,"Train, bus",551
Arncliffe - Bardwell Valley,"Train, bus",416
Bexley,"Train, bus",506
Kingsgrove (South) - Bardwell Park,"Train, bus",122
Kogarah,"Train, bus",251
Kogarah Bay - Carlton - Allawah,"Train, bus",264
Monterey - Brighton-le-Sands - Kyeemagh,"Train, bus",393
Rockdale - Banksia,"Train, bus",547
Sans Souci - Ramsgate,"Train, bus",335
Concord - Mortlake - Cabarita,"Train, bus",366
Concord West - North Strathfield,"Train, bus",320
Drummoyne - Rodd Point,"Train, bus",227
Five Dock - Abbotsford,"Train, bus",184
Balmain,"Train, bus",233
Leichhardt - Annandale,"Train, bus",434
Lilyfield - Rozelle,"Train, bus",266
Ashfield,"Train, bus",687
Burwood - Croydon,"Train, bus",483
Canterbury (North) - Ashbury,"Train, bus",174
Croydon Park - Enfield,"Train, bus",573
Dulwich Hill - Lewisham,"Train, bus",264
Haberfield - Summer Hill,"Train, bus",182
Homebush,"Train, bus",380
Strathfield,"Train, bus",822
Strathfield South,"Train, bus",219
Chatswood (East) - Artarmon,"Train, bus",424
Chatswood (West) - Lane Cove North,"Train, bus",418
Lane Cove - Greenwich,"Train, bus",375
St Leonards - Naremburn,"Train, bus",154
Willoughby - Castle Cove - Northbridge,"Train, bus",269
Asquith - Mount Colah,"Train, bus",272
Berowra - Brooklyn - Cowan,"Train, bus",102
Normanhurst - Thornleigh - Westleigh,"Train, bus",169
Hornsby - East,"Train, bus",205
Hornsby - West,"Train, bus",197
Waitara - Wahroonga (West),"Train, bus",118
Gordon - Killara,"Train, bus",171
Lindfield - Roseville,"Train, bus",254
Pymble,"Train, bus",184
St Ives,"Train, bus",317
Turramurra,"Train, bus",265
Wahroonga (East) - Warrawee,"Train, bus",163
Cremorne - Cammeray,"Train, bus",372
Crows Nest - Waverton,"Train, bus",374
Mosman,"Train, bus",288
Neutral Bay - Kirribilli,"Train, bus",318
North Sydney - Lavender Bay,"Train, bus",204
Balgowlah - Clontarf - Seaforth,"Train, bus",156
Manly - Fairlight,"Train, bus",61
Avalon - Palm Beach,"Train, bus",20
Bayview - Elanora Heights,"Train, bus",16
Newport - Bilgola,"Train, bus",34
Warriewood - Mona Vale,"Train, bus",63
Beacon Hill - Narraweena,"Train, bus",69
Cromer,"Train, bus",24
Dee Why - North Curl Curl,"Train, bus",223
Forestville - Killarney Heights,"Train, bus",122
Frenchs Forest - Belrose,"Train, bus",173
Freshwater - Brookvale,"Train, bus",161
Manly Vale - Allambie Heights,"Train, bus",149
Narrabeen - Collaroy,"Train, bus",120
Terrey Hills - Duffys Forest,"Train, bus",12
Camden - Ellis Lane,"Train, bus",29
Elderslie - Harrington Park,"Train, bus",75
Mount Annan - Currans Hill,"Train, bus",125
Bradbury - Wedderburn,"Train, bus",159
Campbelltown - Woodbine,"Train, bus",144
Claymore - Eagle Vale - Raby,"Train, bus",172
Ingleburn - Denham Court,"Train, bus",221
Leumeah - Minto Heights,"Train, bus",134
Macquarie Fields - Glenfield,"Train, bus",293
Minto - St Andrews,"Train, bus",179
Rosemeadow - Glen Alpine,"Train, bus",190
Bargo,"Train, bus",8
Douglas Park - Appin,"Train, bus",7
Picton - Tahmoor - Buxton,"Train, bus",14
The Oaks - Oakdale,"Train, bus",4
Blackheath - Megalong Valley,"Train, bus",20
Blaxland - Warrimoo - Lapstone,"Train, bus",88
Katoomba - Leura,"Train, bus",47
Lawson - Hazelbrook - Linden,"Train, bus",27
Springwood - Winmalee,"Train, bus",87
Wentworth Falls,"Train, bus",14
Cambridge Park,"Train, bus",103
Castlereagh - Cranebrook,"Train, bus",142
Emu Plains - Leonay,"Train, bus",47
Glenmore Park - Regentville,"Train, bus",126
Jamisontown - South Penrith,"Train, bus",124
Kingswood - Werrington,"Train, bus",185
Mulgoa - Luddenham - Orchard Hills,"Train, bus",20
Penrith,"Train, bus",175
Warragamba - Silverdale,"Train, bus",7
Richmond - Clarendon,"Train, bus",28
Windsor - Bligh Park,"Train, bus",43
Yarramundi - Londonderry,"Train, bus",9
Erskine Park,"Train, bus",43
St Clair,"Train, bus",144
Colyton - Oxley Park,"Train, bus",108
St Marys - North St Marys,"Train, bus",155
Homebush Bay - Silverwater,"Train, bus",508
Auburn - Central,"Train, bus",272
Auburn - North,"Train, bus",255
Auburn - South,"Train, bus",65
Berala,"Train, bus",95
Lidcombe,"Train, bus",418
Regents Park,"Train, bus",41
Carlingford,"Train, bus",485
Ermington - Rydalmere,"Train, bus",300
Oatlands - Dundas Valley,"Train, bus",285
Chester Hill - Sefton,"Train, bus",106
Fairfield - East,"Train, bus",88
Granville - Clyde,"Train, bus",369
Greystanes - Pemulwuy,"Train, bus",254
Guildford - South Granville,"Train, bus",166
Guildford West - Merrylands West,"Train, bus",242
Merrylands - Holroyd,"Train, bus",381
North Parramatta,"Train, bus",797
North Rocks,"Train, bus",73
Northmead,"Train, bus",484
Parramatta - Rosehill,"Train, bus",777
Toongabbie - Constitution Hill,"Train, bus",320
Winston Hills,"Train, bus",87
Pendle Hill - Girraween,"Train, bus",162
Wentworthville - Westmead,"Train, bus",335
Epping - North Epping,"Train, bus",533
Pennant Hills - Cheltenham,"Train, bus",202
Eastwood - Denistone,"Train, bus",309
Gladesville - Huntleys Point,"Train, bus",144
Hunters Hill - Woolwich,"Train, bus",40
Macquarie Park - Marsfield,"Train, bus",548
North Ryde - East Ryde,"Train, bus",132
West Ryde - Meadowbank,"Train, bus",335
Putney,"Train, bus",16
Ryde,"Train, bus",314
Ashcroft - Busby - Miller,"Train, bus",151
Austral - Greendale,"Train, bus",8
Cobbitty - Leppington,"Train, bus",61
Cecil Hills,"Train, bus",29
Green Valley,"Train, bus",74
Hinchinbrook,"Train, bus",79
Hoxton Park - Carnes Hill - Horningsea Park,"Train, bus",65
West Hoxton - Middleton Grange,"Train, bus",55
Bonnyrigg Heights - Bonnyrigg,"Train, bus",117
Bossley Park - Abbotsbury,"Train, bus",92
Cabramatta - Lansvale,"Train, bus",170
Cabramatta West - Mount Pritchard,"Train, bus",137
Canley Vale - Canley Heights,"Train, bus",175
Edensor Park,"Train, bus",63
Fairfield,"Train, bus",105
Fairfield - West,"Train, bus",174
Greenfield Park - Prairiewood,"Train, bus",72
Horsley Park - Kemps Creek,"Train, bus",6
Smithfield - Wetherill Park,"Train, bus",155
St Johns Park - Wakeley,"Train, bus",99
Casula,"Train, bus",111
Chipping Norton - Moorebank,"Train, bus",113
Holsworthy - Wattle Grove,"Train, bus",187
Liverpool,"Train, bus",199
Lurnea - Cartwright,"Train, bus",90
Prestons - Edmondson Park,"Train, bus",124
Warwick Farm,"Train, bus",51
Gymea - Grays Point,"Train, bus",65
Miranda - Yowie Bay,"Train, bus",74
Sylvania - Taren Point,"Train, bus",183
Caringbah,"Train, bus",37
Caringbah South,"Train, bus",33
Cronulla - Kurnell - Bundeena,"Train, bus",79
Lilli Pilli - Port Hacking - Dolans Bay,"Train, bus",10
Woolaware - Burraneer,"Train, bus",14
Heathcote - Waterfall,"Train, bus",19
Illawong - Alfords Point,"Train, bus",85
Menai - Lucas Heights - Woronora,"Train, bus",227
Oyster Bay - Como - Jannali,"Train, bus",153
Sutherland - Kirrawee,"Train, bus",142
Engadine,"Train, bus",74
Loftus - Yarrawarrah,"Train, bus",16
Woronora Heights,"Train, bus",40
No Usual Address (NSW),"Train, bus",99
Avoca Beach - Copacabana,"Train, ferry",4
Saratoga - Davistown,"Train, ferry",12
Rooty Hill - Minchinbury,"Train, ferry",3
Mascot - Eastlakes,"Train, ferry",3
Marrickville,"Train, ferry",12
Petersham - Stanmore,"Train, ferry",4
Sydenham - Tempe - St Peters,"Train, ferry",3
Darlinghurst,"Train, ferry",3
Erskineville - Alexandria,"Train, ferry",9
Newtown - Camperdown - Darlington,"Train, ferry",3
Potts Point - Woolloomooloo,"Train, ferry",3
Pyrmont - Ultimo,"Train, ferry",3
Redfern - Chippendale,"Train, ferry",3
Surry Hills,"Train, ferry",3
Sydney - Haymarket - The Rocks,"Train, ferry",17
Waterloo - Beaconsfield,"Train, ferry",6
Bondi Beach - North Bondi,"Train, ferry",4
Double Bay - Bellevue Hill,"Train, ferry",36
Dover Heights,"Train, ferry",13
Rose Bay - Vaucluse - Watsons Bay,"Train, ferry",39
Panania - Milperra - Picnic Point,"Train, ferry",3
Yagoona - Birrong,"Train, ferry",4
Canterbury (South) - Campsie,"Train, ferry",14
Punchbowl,"Train, ferry",5
Hurstville,"Train, ferry",6
Mortdale - Penshurst,"Train, ferry",3
Narwee - Beverly Hills,"Train, ferry",3
Arncliffe - Bardwell Valley,"Train, ferry",8
Kogarah Bay - Carlton - Allawah,"Train, ferry",3
Concord - Mortlake - Cabarita,"Train, ferry",22
Concord West - North Strathfield,"Train, ferry",8
Drummoyne - Rodd Point,"Train, ferry",11
Five Dock - Abbotsford,"Train, ferry",20
Balmain,"Train, ferry",75
Ashfield,"Train, ferry",13
Burwood - Croydon,"Train, ferry",3
Canterbury (North) - Ashbury,"Train, ferry",3
Dulwich Hill - Lewisham,"Train, ferry",3
Strathfield,"Train, ferry",11
Chatswood (West) - Lane Cove North,"Train, ferry",3
Lane Cove - Greenwich,"Train, ferry",17
Berowra - Brooklyn - Cowan,"Train, ferry",5
Cremorne - Cammeray,"Train, ferry",51
Crows Nest - Waverton,"Train, ferry",4
Mosman,"Train, ferry",94
Neutral Bay - Kirribilli,"Train, ferry",140
North Sydney - Lavender Bay,"Train, ferry",16
Balgowlah - Clontarf - Seaforth,"Train, ferry",14
Manly - Fairlight,"Train, ferry",624
Dee Why - North Curl Curl,"Train, ferry",6
Freshwater - Brookvale,"Train, ferry",19
Manly Vale - Allambie Heights,"Train, ferry",7
Elderslie - Harrington Park,"Train, ferry",3
Minto - St Andrews,"Train, ferry",3
Lawson - Hazelbrook - Linden,"Train, ferry",6
Homebush Bay - Silverwater,"Train, ferry",20
Auburn - Central,"Train, ferry",6
Auburn - North,"Train, ferry",3
Lidcombe,"Train, ferry",7
Ermington - Rydalmere,"Train, ferry",5
Granville - Clyde,"Train, ferry",3
Parramatta - Rosehill,"Train, ferry",4
Pennant Hills - Cheltenham,"Train, ferry",3
Gladesville - Huntleys Point,"Train, ferry",3
Hunters Hill - Woolwich,"Train, ferry",7
Macquarie Park - Marsfield,"Train, ferry",3
West Ryde - Meadowbank,"Train, ferry",16
Putney,"Train, ferry",3
Ryde,"Train, ferry",6
Liverpool,"Train, ferry",3
Cronulla - Kurnell - Bundeena,"Train, ferry",19
Gosford - Springfield,"Train, tram",3
Niagara Park - Lisarow,"Train, tram",3
Point Clare - Koolewong,"Train, tram",5
Woy Woy - Blackwall,"Train, tram",7
Wyoming,"Train, tram",3
Thirroul - Austinmer - Coalcliff,"Train, tram",4
Wollongong - East,"Train, tram",5
Blacktown (East) - Kings Park,"Train, tram",8
Blacktown (North) - Marayong,"Train, tram",7
Doonside - Woodcroft,"Train, tram",4
Seven Hills - Toongabbie,"Train, tram",8
Quakers Hill,"Train, tram",4
Bidwill - Hebersham - Emerton,"Train, tram",4
Hassall Grove - Plumpton,"Train, tram",5
Mount Druitt - Whalan,"Train, tram",6
Rooty Hill - Minchinbury,"Train, tram",5
Mascot - Eastlakes,"Train, tram",30
Marrickville,"Train, tram",27
Petersham - Stanmore,"Train, tram",21
Sydenham - Tempe - St Peters,"Train, tram",5
Darlinghurst,"Train, tram",3
Erskineville - Alexandria,"Train, tram",39
Glebe - Forest Lodge,"Train, tram",26
Newtown - Camperdown - Darlington,"Train, tram",21
Potts Point - Woolloomooloo,"Train, tram",12
Pyrmont - Ultimo,"Train, tram",111
Redfern - Chippendale,"Train, tram",14
Sydney - Haymarket - The Rocks,"Train, tram",14
Waterloo - Beaconsfield,"Train, tram",19
Double Bay - Bellevue Hill,"Train, tram",4
Woollahra,"Train, tram",4
Condell Park,"Train, tram",3
Padstow,"Train, tram",14
Panania - Milperra - Picnic Point,"Train, tram",8
Revesby,"Train, tram",13
Yagoona - Birrong,"Train, tram",9
Bankstown - North,"Train, tram",6
Belmore - Belfield,"Train, tram",10
Canterbury (South) - Campsie,"Train, tram",36
Kingsgrove (North) - Earlwood,"Train, tram",4
Punchbowl,"Train, tram",6
Roselands,"Train, tram",6
Lakemba,"Train, tram",11
Wiley Park,"Train, tram",12
Hurstville,"Train, tram",27
Mortdale - Penshurst,"Train, tram",19
Narwee - Beverly Hills,"Train, tram",14
Oatley - Hurstville Grove,"Train, tram",4
Peakhurst - Lugarno,"Train, tram",9
Riverwood,"Train, tram",8
South Hurstville - Blakehurst,"Train, tram",9
Arncliffe - Bardwell Valley,"Train, tram",34
Bexley,"Train, tram",7
Kingsgrove (South) - Bardwell Park,"Train, tram",6
Kogarah,"Train, tram",11
Kogarah Bay - Carlton - Allawah,"Train, tram",17
Monterey - Brighton-le-Sands - Kyeemagh,"Train, tram",9
Rockdale - Banksia,"Train, tram",17
Concord West - North Strathfield,"Train, tram",19
Leichhardt - Annandale,"Train, tram",71
Lilyfield - Rozelle,"Train, tram",19
Ashfield,"Train, tram",18
Burwood - Croydon,"Train, tram",22
Canterbury (North) - Ashbury,"Train, tram",4
Dulwich Hill - Lewisham,"Train, tram",80
Haberfield - Summer Hill,"Train, tram",22
Homebush,"Train, tram",19
Strathfield,"Train, tram",18
Chatswood (East) - Artarmon,"Train, tram",4
Chatswood (West) - Lane Cove North,"Train, tram",5
Normanhurst - Thornleigh - Westleigh,"Train, tram",4
Hornsby - East,"Train, tram",4
Hornsby - West,"Train, tram",4
Waitara - Wahroonga (West),"Train, tram",5
Crows Nest - Waverton,"Train, tram",5
Neutral Bay - Kirribilli,"Train, tram",5
North Sydney - Lavender Bay,"Train, tram",3
Campbelltown - Woodbine,"Train, tram",3
Claymore - Eagle Vale - Raby,"Train, tram",5
Ingleburn - Denham Court,"Train, tram",6
Leumeah - Minto Heights,"Train, tram",3
Macquarie Fields - Glenfield,"Train, tram",9
Minto - St Andrews,"Train, tram",6
Rosemeadow - Glen Alpine,"Train, tram",3
Blaxland - Warrimoo - Lapstone,"Train, tram",6
Springwood - Winmalee,"Train, tram",3
Emu Plains - Leonay,"Train, tram",4
Kingswood - Werrington,"Train, tram",6
St Marys - North St Marys,"Train, tram",5
Auburn - Central,"Train, tram",4
Auburn - North,"Train, tram",9
Berala,"Train, tram",8
Lidcombe,"Train, tram",18
Chester Hill - Sefton,"Train, tram",3
Fairfield - East,"Train, tram",7
Granville - Clyde,"Train, tram",8
Guildford West - Merrylands West,"Train, tram",3
Merrylands - Holroyd,"Train, tram",8
North Parramatta,"Train, tram",7
Northmead,"Train, tram",12
Parramatta - Rosehill,"Train, tram",46
Toongabbie - Constitution Hill,"Train, tram",8
Pendle Hill - Girraween,"Train, tram",8
Wentworthville - Westmead,"Train, tram",7
Epping - North Epping,"Train, tram",23
Pennant Hills - Cheltenham,"Train, tram",3
Eastwood - Denistone,"Train, tram",8
Macquarie Park - Marsfield,"Train, tram",5
West Ryde - Meadowbank,"Train, tram",11
Hoxton Park - Carnes Hill - Horningsea Park,"Train, tram",4
Cabramatta - Lansvale,"Train, tram",5
Fairfield,"Train, tram",9
Casula,"Train, tram",3
Holsworthy - Wattle Grove,"Train, tram",7
Miranda - Yowie Bay,"Train, tram",3
Sylvania - Taren Point,"Train, tram",3
Caringbah,"Train, tram",4
Caringbah South,"Train, tram",5
Cronulla - Kurnell - Bundeena,"Train, tram",7
Sutherland - Kirrawee,"Train, tram",6
Engadine,"Train, tram",4
Umina - Booker Bay - Patonga,"Train, taxi",4
Wyoming,"Train, taxi",5
Wyong,"Train, taxi",3
Figtree - Keiraville,"Train, taxi",3
Thirroul - Austinmer - Coalcliff,"Train, taxi",4
Woonona - Bulli - Russell Vale,"Train, taxi",3
Blacktown (East) - Kings Park,"Train, taxi",3
Doonside - Woodcroft,"Train, taxi",3
Blacktown (West),"Train, taxi",5
Parklea - Kellyville Ridge,"Train, taxi",5
Quakers Hill,"Train, taxi",6
Hassall Grove - Plumpton,"Train, taxi",4
Lethbridge Park - Tregear,"Train, taxi",4
Mascot - Eastlakes,"Train, taxi",4
Marrickville,"Train, taxi",4
Petersham - Stanmore,"Train, taxi",8
Darlinghurst,"Train, taxi",4
Erskineville - Alexandria,"Train, taxi",11
Newtown - Camperdown - Darlington,"Train, taxi",4
Potts Point - Woolloomooloo,"Train, taxi",27
Pyrmont - Ultimo,"Train, taxi",6
Redfern - Chippendale,"Train, taxi",8
Surry Hills,"Train, taxi",16
Sydney - Haymarket - The Rocks,"Train, taxi",20
Waterloo - Beaconsfield,"Train, taxi",9
Bondi Beach - North Bondi,"Train, taxi",3
Bondi Junction - Waverly,"Train, taxi",12
Double Bay - Bellevue Hill,"Train, taxi",12
Woollahra,"Train, taxi",3
Coogee - Clovelly,"Train, taxi",3
Maroubra - North,"Train, taxi",5
Randwick - North,"Train, taxi",3
Revesby,"Train, taxi",5
Yagoona - Birrong,"Train, taxi",3
Belmore - Belfield,"Train, taxi",9
Canterbury (South) - Campsie,"Train, taxi",6
