SA2 - Residence,Method of Travel to Work,Count
Granville - Clyde,"Car as driver, other",3
Greystanes - Pemulwuy,"Car as driver, other",3
Guildford - South Granville,"Car as driver, other",3
Guildford West - Merrylands West,"Car as driver, other",3
Merrylands - Holroyd,"Car as driver, other",3
North Parramatta,"Car as driver, other",4
Northmead,"Car as driver, other",8
Parramatta - Rosehill,"Car as driver, other",15
Toongabbie - Constitution Hill,"Car as driver, other",3
Winston Hills,"Car as driver, other",3
Pendle Hill - Girraween,"Car as driver, other",8
Wentworthville - Westmead,"Car as driver, other",4
Epping - North Epping,"Car as driver, other",7
Pennant Hills - Cheltenham,"Car as driver, other",8
Eastwood - Denistone,"Car as driver, other",9
Gladesville - Huntleys Point,"Car as driver, other",6
Hunters Hill - Woolwich,"Car as driver, other",3
Macquarie Park - Marsfield,"Car as driver, other",3
North Ryde - East Ryde,"Car as driver, other",3
West Ryde - Meadowbank,"Car as driver, other",8
Ryde,"Car as driver, other",6
Ashcroft - Busby - Miller,"Car as driver, other",4
Cobbitty - Leppington,"Car as driver, other",4
Hoxton Park - Carnes Hill - Horningsea Park,"Car as driver, other",5
West Hoxton - Middleton Grange,"Car as driver, other",4
Cabramatta - Lansvale,"Car as driver, other",3
Cabramatta West - Mount Pritchard,"Car as driver, other",5
Canley Vale - Canley Heights,"Car as driver, other",3
Fairfield,"Car as driver, other",3
Fairfield - West,"Car as driver, other",3
Smithfield - Wetherill Park,"Car as driver, other",5
Casula,"Car as driver, other",4
Chipping Norton - Moorebank,"Car as driver, other",3
Holsworthy - Wattle Grove,"Car as driver, other",3
Liverpool,"Car as driver, other",3
Lurnea - Cartwright,"Car as driver, other",5
Prestons - Edmondson Park,"Car as driver, other",4
Miranda - Yowie Bay,"Car as driver, other",6
Caringbah,"Car as driver, other",3
Caringbah South,"Car as driver, other",3
Cronulla - Kurnell - Bundeena,"Car as driver, other",6
Illawong - Alfords Point,"Car as driver, other",5
Menai - Lucas Heights - Woronora,"Car as driver, other",4
Sutherland - Kirrawee,"Car as driver, other",7
No Usual Address (NSW),"Car as driver, other",3
Woy Woy - Blackwall,"Car as passenger, truck",6
Blue Haven - San Remo,"Car as passenger, truck",4
Gorokan - Kanwal - Charmhaven,"Car as passenger, truck",3
Warnervale - Wadalba,"Car as passenger, truck",5
Wyong,"Car as passenger, truck",3
Bathurst - East,"Car as passenger, truck",3
Kurri Kurri - Abermain,"Car as passenger, truck",3
Lismore,"Car as passenger, truck",4
Wagga Wagga Region,"Car as passenger, truck",4
Picton - Tahmoor - Buxton,"Car as passenger, truck",5
Homebush Bay - Silverwater,"Car as passenger, truck",3
Granville - Clyde,"Car as passenger, truck",5
Bonnyrigg Heights - Bonnyrigg,"Car as passenger, truck",4
Holsworthy - Wattle Grove,"Car as passenger, truck",3
Dapto - Avondale,"Car as passenger, motorbike/scooter",4
Ballina,"Car as passenger, motorbike/scooter",5
Redfern - Chippendale,"Car as passenger, motorbike/scooter",3
Waterloo - Beaconsfield,"Car as passenger, motorbike/scooter",4
Bondi - Tamarama - Bronte,"Car as passenger, motorbike/scooter",5
Leichhardt - Annandale,"Car as passenger, motorbike/scooter",3
Queanbeyan West - Jerrabomberra,"Car as passenger, bicycle",3
Woy Woy - Blackwall,"Car as passenger, bicycle",4
Coffs Harbour - North,"Car as passenger, bicycle",6
Wollongong - West,"Car as passenger, bicycle",3
Kempsey,"Car as passenger, bicycle",5
Byron Bay,"Car as passenger, bicycle",3
Griffith (NSW),"Car as passenger, bicycle",3
Dural - Kenthurst - Wisemans Ferry,"Car as passenger, bicycle",4
Lalor Park - Kings Langley,"Car as passenger, bicycle",5
Marrickville,"Car as passenger, bicycle",3
Glebe - Forest Lodge,"Car as passenger, bicycle",3
Waterloo - Beaconsfield,"Car as passenger, bicycle",4
Greenacre - Mount Lewis,"Car as passenger, bicycle",6
Burwood - Croydon,"Car as passenger, bicycle",3
Lane Cove - Greenwich,"Car as passenger, bicycle",3
Holsworthy - Wattle Grove,"Car as passenger, bicycle",4
Karabar,"Car as passenger, other",4
Woy Woy - Blackwall,"Car as passenger, other",4
Warnervale - Wadalba,"Car as passenger, other",3
Orange,"Car as passenger, other",4
Coffs Harbour - North,"Car as passenger, other",6
Coffs Harbour - South,"Car as passenger, other",5
Woolgoolga - Arrawarra,"Car as passenger, other",3
Kurri Kurri - Abermain,"Car as passenger, other",3
Dapto - Avondale,"Car as passenger, other",6
Kiama,"Car as passenger, other",3
Shellharbour - Flinders,"Car as passenger, other",3
Wollongong - East,"Car as passenger, other",3
Kempsey,"Car as passenger, other",4
Albury - South,"Car as passenger, other",3
Tamworth - North,"Car as passenger, other",4
Adamstown - Kotara,"Car as passenger, other",6
Shortland - Jesmond,"Car as passenger, other",3
North Nowra - Bomaderry,"Car as passenger, other",3
Mittagong,"Car as passenger, other",5
Baulkham Hills (East),"Car as passenger, other",4
Seven Hills - Toongabbie,"Car as passenger, other",4
Parklea - Kellyville Ridge,"Car as passenger, other",4
Quakers Hill,"Car as passenger, other",6
Rooty Hill - Minchinbury,"Car as passenger, other",3
Mascot - Eastlakes,"Car as passenger, other",3
Marrickville,"Car as passenger, other",5
Petersham - Stanmore,"Car as passenger, other",5
Erskineville - Alexandria,"Car as passenger, other",4
Newtown - Camperdown - Darlington,"Car as passenger, other",3
Potts Point - Woolloomooloo,"Car as passenger, other",4
Pyrmont - Ultimo,"Car as passenger, other",3
Surry Hills,"Car as passenger, other",4
Sydney - Haymarket - The Rocks,"Car as passenger, other",10
Waterloo - Beaconsfield,"Car as passenger, other",3
Double Bay - Bellevue Hill,"Car as passenger, other",8
Maroubra - North,"Car as passenger, other",3
Bass Hill - Georges Hall,"Car as passenger, other",6
Revesby,"Car as passenger, other",4
Yagoona - Birrong,"Car as passenger, other",4
Canterbury (South) - Campsie,"Car as passenger, other",3
Roselands,"Car as passenger, other",4
Mortdale - Penshurst,"Car as passenger, other",4
Drummoyne - Rodd Point,"Car as passenger, other",4
Lane Cove - Greenwich,"Car as passenger, other",3
Willoughby - Castle Cove - Northbridge,"Car as passenger, other",3
Wahroonga (East) - Warrawee,"Car as passenger, other",3
Crows Nest - Waverton,"Car as passenger, other",4
Mosman,"Car as passenger, other",5
Newport - Bilgola,"Car as passenger, other",5
Frenchs Forest - Belrose,"Car as passenger, other",3
Freshwater - Brookvale,"Car as passenger, other",4
Manly Vale - Allambie Heights,"Car as passenger, other",4
Mount Annan - Currans Hill,"Car as passenger, other",4
Penrith,"Car as passenger, other",3
Auburn - Central,"Car as passenger, other",4
Parramatta - Rosehill,"Car as passenger, other",3
Macquarie Park - Marsfield,"Car as passenger, other",4
Cabramatta - Lansvale,"Car as passenger, other",5
Fairfield,"Car as passenger, other",5
Miranda - Yowie Bay,"Car as passenger, other",3
Woronora Heights,"Car as passenger, other",3
Jindabyne - Berridale,"Truck, motorbike/scooter",6
Bega-Eden Hinterland,"Truck, motorbike/scooter",4
Yass Region,"Truck, motorbike/scooter",9
Parkes Region,"Truck, motorbike/scooter",4
Mudgee Region - West,"Truck, motorbike/scooter",4
Cobar,"Truck, motorbike/scooter",3
Wellington,"Truck, motorbike/scooter",5
Glen Innes,"Truck, motorbike/scooter",3
Inverell Region - West,"Truck, motorbike/scooter",3
Tamworth Region,"Truck, motorbike/scooter",4
Griffith Region,"Truck, motorbike/scooter",3
Tumut Region,"Truck, motorbike/scooter",3
Erina - Green Point,"Truck, other",5
Albury Region,"Truck, other",5
Newcastle - Cooks Hill,"Truck, other",3
Gundagai,"Truck, other",4
Wagga Wagga Region,"Truck, other",4
Bexley,"Truck, other",3
Avalon - Palm Beach,"Truck, other",5
Narrabeen - Collaroy,"Truck, other",5
Glenmore Park - Regentville,"Truck, other",4
Wickham - Carrington - Tighes Hill,"Motorbike/scooter, bicycle",4
Redfern - Chippendale,"Motorbike/scooter, bicycle",7
Waterloo - Beaconsfield,"Motorbike/scooter, bicycle",3
Bondi - Tamarama - Bronte,"Motorbike/scooter, bicycle",3
Coogee - Clovelly,"Motorbike/scooter, bicycle",3
Kingsford,"Motorbike/scooter, bicycle",4
Maroubra - North,"Motorbike/scooter, bicycle",5
Willoughby - Castle Cove - Northbridge,"Motorbike/scooter, bicycle",3
Balgowlah - Clontarf - Seaforth,"Motorbike/scooter, bicycle",3
Freshwater - Brookvale,"Motorbike/scooter, bicycle",3
North Parramatta,"Motorbike/scooter, bicycle",4
Singleton Region,"Motorbike/scooter, other",6
Erskineville - Alexandria,"Motorbike/scooter, other",5
Glebe - Forest Lodge,"Motorbike/scooter, other",3
Willoughby - Castle Cove - Northbridge,"Motorbike/scooter, other",4
Newcastle - Cooks Hill,"Bicycle, other",4
Erskineville - Alexandria,"Bicycle, other",3
Waterloo - Beaconsfield,"Bicycle, other",3
Freshwater - Brookvale,"Bicycle, other",6
Cronulla - Kurnell - Bundeena,"Bicycle, other",3
Saratoga - Davistown,"Train, bus, ferry",9
Umina - Booker Bay - Patonga,"Train, bus, ferry",3
Woy Woy - Blackwall,"Train, bus, ferry",4
Thornton - Millers Forest,"Train, bus, ferry",3
Lambton - New Lambton,"Train, bus, ferry",4
Newcastle - Cooks Hill,"Train, bus, ferry",5
Castle Hill - South,"Train, bus, ferry",4
Blacktown (East) - Kings Park,"Train, bus, ferry",5
Blacktown (North) - Marayong,"Train, bus, ferry",3
Riverstone - Marsden Park,"Train, bus, ferry",5
Quakers Hill,"Train, bus, ferry",3
Mount Druitt - Whalan,"Train, bus, ferry",3
Botany,"Train, bus, ferry",5
Mascot - Eastlakes,"Train, bus, ferry",4
Marrickville,"Train, bus, ferry",4
Petersham - Stanmore,"Train, bus, ferry",8
Sydenham - Tempe - St Peters,"Train, bus, ferry",3
Erskineville - Alexandria,"Train, bus, ferry",3
Glebe - Forest Lodge,"Train, bus, ferry",10
Newtown - Camperdown - Darlington,"Train, bus, ferry",13
Potts Point - Woolloomooloo,"Train, bus, ferry",8
Pyrmont - Ultimo,"Train, bus, ferry",8
Redfern - Chippendale,"Train, bus, ferry",7
Surry Hills,"Train, bus, ferry",5
Sydney - Haymarket - The Rocks,"Train, bus, ferry",11
Waterloo - Beaconsfield,"Train, bus, ferry",8
Bondi - Tamarama - Bronte,"Train, bus, ferry",3
Bondi Beach - North Bondi,"Train, bus, ferry",35
Bondi Junction - Waverly,"Train, bus, ferry",4
Double Bay - Bellevue Hill,"Train, bus, ferry",34
Dover Heights,"Train, bus, ferry",14
Rose Bay - Vaucluse - Watsons Bay,"Train, bus, ferry",27
Maroubra - South,"Train, bus, ferry",3
Randwick - North,"Train, bus, ferry",5
Panania - Milperra - Picnic Point,"Train, bus, ferry",5
Canterbury (South) - Campsie,"Train, bus, ferry",8
Kingsgrove (North) - Earlwood,"Train, bus, ferry",5
Roselands,"Train, bus, ferry",6
Hurstville,"Train, bus, ferry",4
Arncliffe - Bardwell Valley,"Train, bus, ferry",4
Bexley,"Train, bus, ferry",3
Kingsgrove (South) - Bardwell Park,"Train, bus, ferry",3
Kogarah,"Train, bus, ferry",5
Rockdale - Banksia,"Train, bus, ferry",14
Concord - Mortlake - Cabarita,"Train, bus, ferry",28
Concord West - North Strathfield,"Train, bus, ferry",5
Drummoyne - Rodd Point,"Train, bus, ferry",10
Five Dock - Abbotsford,"Train, bus, ferry",16
Balmain,"Train, bus, ferry",34
Leichhardt - Annandale,"Train, bus, ferry",10
Lilyfield - Rozelle,"Train, bus, ferry",9
Ashfield,"Train, bus, ferry",6
Burwood - Croydon,"Train, bus, ferry",9
Homebush,"Train, bus, ferry",4
Strathfield,"Train, bus, ferry",10
Chatswood (East) - Artarmon,"Train, bus, ferry",3
Chatswood (West) - Lane Cove North,"Train, bus, ferry",5
Lane Cove - Greenwich,"Train, bus, ferry",10
Gordon - Killara,"Train, bus, ferry",3
Lindfield - Roseville,"Train, bus, ferry",3
Cremorne - Cammeray,"Train, bus, ferry",42
Crows Nest - Waverton,"Train, bus, ferry",4
Mosman,"Train, bus, ferry",80
Neutral Bay - Kirribilli,"Train, bus, ferry",45
North Sydney - Lavender Bay,"Train, bus, ferry",6
Balgowlah - Clontarf - Seaforth,"Train, bus, ferry",33
Manly - Fairlight,"Train, bus, ferry",145
Bayview - Elanora Heights,"Train, bus, ferry",4
Cromer,"Train, bus, ferry",3
Dee Why - North Curl Curl,"Train, bus, ferry",19
Forestville - Killarney Heights,"Train, bus, ferry",4
Frenchs Forest - Belrose,"Train, bus, ferry",6
Freshwater - Brookvale,"Train, bus, ferry",130
Manly Vale - Allambie Heights,"Train, bus, ferry",15
Narrabeen - Collaroy,"Train, bus, ferry",12
Mount Annan - Currans Hill,"Train, bus, ferry",9
Ingleburn - Denham Court,"Train, bus, ferry",6
Leumeah - Minto Heights,"Train, bus, ferry",4
Picton - Tahmoor - Buxton,"Train, bus, ferry",3
Castlereagh - Cranebrook,"Train, bus, ferry",3
Penrith,"Train, bus, ferry",5
St Clair,"Train, bus, ferry",4
Homebush Bay - Silverwater,"Train, bus, ferry",43
Auburn - North,"Train, bus, ferry",3
Lidcombe,"Train, bus, ferry",5
Carlingford,"Train, bus, ferry",4
Chester Hill - Sefton,"Train, bus, ferry",3
Fairfield - East,"Train, bus, ferry",3
Granville - Clyde,"Train, bus, ferry",10
Merrylands - Holroyd,"Train, bus, ferry",5
Parramatta - Rosehill,"Train, bus, ferry",12
Wentworthville - Westmead,"Train, bus, ferry",4
Epping - North Epping,"Train, bus, ferry",3
Eastwood - Denistone,"Train, bus, ferry",5
Gladesville - Huntleys Point,"Train, bus, ferry",5
Hunters Hill - Woolwich,"Train, bus, ferry",3
Macquarie Park - Marsfield,"Train, bus, ferry",4
North Ryde - East Ryde,"Train, bus, ferry",3
West Ryde - Meadowbank,"Train, bus, ferry",7
Putney,"Train, bus, ferry",4
Ryde,"Train, bus, ferry",9
West Hoxton - Middleton Grange,"Train, bus, ferry",4
Cabramatta - Lansvale,"Train, bus, ferry",8
Cabramatta West - Mount Pritchard,"Train, bus, ferry",3
Canley Vale - Canley Heights,"Train, bus, ferry",6
Fairfield - West,"Train, bus, ferry",3
Prestons - Edmondson Park,"Train, bus, ferry",4
Cronulla - Kurnell - Bundeena,"Train, bus, ferry",3
Sutherland - Kirrawee,"Train, bus, ferry",8
Gosford - Springfield,"Train, bus, tram",3
Umina - Booker Bay - Patonga,"Train, bus, tram",6
Woy Woy - Blackwall,"Train, bus, tram",3
Baulkham Hills (East),"Train, bus, tram",4
Blacktown (East) - Kings Park,"Train, bus, tram",6
Doonside - Woodcroft,"Train, bus, tram",3
Lalor Park - Kings Langley,"Train, bus, tram",3
Seven Hills - Toongabbie,"Train, bus, tram",6
Blacktown (West),"Train, bus, tram",3
Parklea - Kellyville Ridge,"Train, bus, tram",3
Riverstone - Marsden Park,"Train, bus, tram",4
Quakers Hill,"Train, bus, tram",9
Hassall Grove - Plumpton,"Train, bus, tram",10
Lethbridge Park - Tregear,"Train, bus, tram",3
Rooty Hill - Minchinbury,"Train, bus, tram",7
Mascot - Eastlakes,"Train, bus, tram",10
Marrickville,"Train, bus, tram",10
Petersham - Stanmore,"Train, bus, tram",7
Erskineville - Alexandria,"Train, bus, tram",3
Glebe - Forest Lodge,"Train, bus, tram",16
Newtown - Camperdown - Darlington,"Train, bus, tram",8
Pyrmont - Ultimo,"Train, bus, tram",44
Redfern - Chippendale,"Train, bus, tram",3
Surry Hills,"Train, bus, tram",6
Sydney - Haymarket - The Rocks,"Train, bus, tram",5
Waterloo - Beaconsfield,"Train, bus, tram",8
Bondi Beach - North Bondi,"Train, bus, tram",4
Bass Hill - Georges Hall,"Train, bus, tram",3
Condell Park,"Train, bus, tram",3
Padstow,"Train, bus, tram",3
Panania - Milperra - Picnic Point,"Train, bus, tram",3
Belmore - Belfield,"Train, bus, tram",5
Canterbury (South) - Campsie,"Train, bus, tram",5
Roselands,"Train, bus, tram",3
Hurstville,"Train, bus, tram",5
Mortdale - Penshurst,"Train, bus, tram",8
Peakhurst - Lugarno,"Train, bus, tram",3
Riverwood,"Train, bus, tram",7
South Hurstville - Blakehurst,"Train, bus, tram",9
Arncliffe - Bardwell Valley,"Train, bus, tram",5
Bexley,"Train, bus, tram",7
Kogarah,"Train, bus, tram",3
Kogarah Bay - Carlton - Allawah,"Train, bus, tram",4
Rockdale - Banksia,"Train, bus, tram",5
Concord - Mortlake - Cabarita,"Train, bus, tram",5
Concord West - North Strathfield,"Train, bus, tram",6
Leichhardt - Annandale,"Train, bus, tram",20
Lilyfield - Rozelle,"Train, bus, tram",4
Ashfield,"Train, bus, tram",5
Burwood - Croydon,"Train, bus, tram",10
Croydon Park - Enfield,"Train, bus, tram",9
Dulwich Hill - Lewisham,"Train, bus, tram",27
Haberfield - Summer Hill,"Train, bus, tram",7
Homebush,"Train, bus, tram",5
Strathfield,"Train, bus, tram",4
Chatswood (East) - Artarmon,"Train, bus, tram",3
Lane Cove - Greenwich,"Train, bus, tram",3
Asquith - Mount Colah,"Train, bus, tram",3
Neutral Bay - Kirribilli,"Train, bus, tram",3
Campbelltown - Woodbine,"Train, bus, tram",6
Leumeah - Minto Heights,"Train, bus, tram",5
Minto - St Andrews,"Train, bus, tram",3
Castlereagh - Cranebrook,"Train, bus, tram",3
Glenmore Park - Regentville,"Train, bus, tram",3
Jamisontown - South Penrith,"Train, bus, tram",7
Homebush Bay - Silverwater,"Train, bus, tram",4
Auburn - North,"Train, bus, tram",9
Lidcombe,"Train, bus, tram",9
Carlingford,"Train, bus, tram",7
Ermington - Rydalmere,"Train, bus, tram",6
Oatlands - Dundas Valley,"Train, bus, tram",8
Chester Hill - Sefton,"Train, bus, tram",9
Greystanes - Pemulwuy,"Train, bus, tram",4
Guildford West - Merrylands West,"Train, bus, tram",3
North Parramatta,"Train, bus, tram",18
Northmead,"Train, bus, tram",6
Parramatta - Rosehill,"Train, bus, tram",3
Pendle Hill - Girraween,"Train, bus, tram",4
Wentworthville - Westmead,"Train, bus, tram",4
Epping - North Epping,"Train, bus, tram",10
Eastwood - Denistone,"Train, bus, tram",3
Bossley Park - Abbotsbury,"Train, bus, tram",4
Canley Vale - Canley Heights,"Train, bus, tram",6
Fairfield - West,"Train, bus, tram",3
Prestons - Edmondson Park,"Train, bus, tram",6
Miranda - Yowie Bay,"Train, bus, tram",4
