SA2 - Residence,SA2 - Work place,Count
Armidale,Burwood (NSW),4
Armidale,Gordon - Killara,4
Armidale,Pymble,3
Armidale,North Sydney - Lavender Bay,4
Armidale,Lidcombe,3
Armidale,Ermington - Rydalmere,3
Armidale,Parramatta - North,4
Armidale,POW No Fixed Address (NSW),333
Armidale Surrounds - North,Dorrigo,4
Armidale Surrounds - North,Armidale,576
Armidale Surrounds - North,Armidale Surrounds - North,1239
Armidale Surrounds - North,Armidale Surrounds - South,13
Armidale Surrounds - North,Glen Innes,21
Armidale Surrounds - North,Inverell,13
Armidale Surrounds - North,Inverell Surrounds - East,9
Armidale Surrounds - North,Inverell Surrounds - West,7
Armidale Surrounds - North,Tamworth - North,3
Armidale Surrounds - North,Tamworth - West,10
Armidale Surrounds - North,Tamworth Surrounds,4
Armidale Surrounds - North,Rosebery - Beaconsfield,5
Armidale Surrounds - North,POW No Fixed Address (NSW),113
Armidale Surrounds - South,Yass,6
Armidale Surrounds - South,Dorrigo,5
Armidale Surrounds - South,Coonamble,4
Armidale Surrounds - South,Taree,3
Armidale Surrounds - South,Albury - East,5
Armidale Surrounds - South,Armidale,1379
Armidale Surrounds - South,Armidale Surrounds - North,39
Armidale Surrounds - South,Armidale Surrounds - South,1002
Armidale Surrounds - South,Walcha,50
Armidale Surrounds - South,Inverell,5
Armidale Surrounds - South,Inverell Surrounds - East,18
Armidale Surrounds - South,Gunnedah,3
Armidale Surrounds - South,Tamworth - East,10
Armidale Surrounds - South,Tamworth - North,20
Armidale Surrounds - South,Tamworth - West,13
Armidale Surrounds - South,Tamworth Surrounds,5
Armidale Surrounds - South,Rosebery - Beaconsfield,4
Armidale Surrounds - South,Sydney (North) - Millers Point,5
Armidale Surrounds - South,Kingsgrove - North,4
Armidale Surrounds - South,POW No Fixed Address (NSW),144
Walcha,Singleton Surrounds,4
Walcha,Muswellbrook,3
Walcha,Scone Surrounds,5
Walcha,Forster,4
Walcha,Armidale,60
Walcha,Armidale Surrounds - North,3
Walcha,Armidale Surrounds - South,14
Walcha,Walcha,1178
Walcha,Gunnedah Surrounds,4
Walcha,Tamworth - East,8
Walcha,Tamworth - North,26
Walcha,Tamworth - West,5
Walcha,Sydney (North) - Millers Point,3
Walcha,POW No Fixed Address (NSW),87
Glen Innes,Bourke - Brewarrina,3
Glen Innes,Armidale,24
Glen Innes,Armidale Surrounds - North,36
Glen Innes,Glen Innes,2913
Glen Innes,Inverell,57
Glen Innes,Inverell Surrounds - East,10
Glen Innes,Tenterfield,25
Glen Innes,Gunnedah Surrounds,5
Glen Innes,Quirindi,3
Glen Innes,Tamworth - North,5
Glen Innes,Tamworth - West,3
Glen Innes,Sydney (North) - Millers Point,3
Glen Innes,Woollahra,4
Glen Innes,POW No Fixed Address (NSW),171
Inverell,Narromine,3
Inverell,Armidale,21
Inverell,Armidale Surrounds - North,5
Inverell,Glen Innes,58
Inverell,Inverell,4217
Inverell,Inverell Surrounds - East,128
Inverell,Inverell Surrounds - West,70
Inverell,Moree,11
Inverell,Narrabri,3
Inverell,Narrabri Surrounds,3
Inverell,Gunnedah,6
Inverell,Gunnedah Surrounds,8
Inverell,Tamworth - East,3
Inverell,Tamworth - North,4
Inverell,Tamworth Surrounds,4
Inverell,Ultimo,6
Inverell,POW No Fixed Address (NSW),184
Inverell Surrounds - East,Walgett - Lightning Ridge,5
Inverell Surrounds - East,Armidale,30
Inverell Surrounds - East,Armidale Surrounds - North,30
Inverell Surrounds - East,Armidale Surrounds - South,7
Inverell Surrounds - East,Walcha,3
Inverell Surrounds - East,Glen Innes,28
Inverell Surrounds - East,Inverell,739
Inverell Surrounds - East,Inverell Surrounds - East,868
Inverell Surrounds - East,Inverell Surrounds - West,29
Inverell Surrounds - East,Moree Surrounds,6
Inverell Surrounds - East,Gunnedah Surrounds,7
Inverell Surrounds - East,Tamworth Surrounds,3
Inverell Surrounds - East,Sydney (North) - Millers Point,6
Inverell Surrounds - East,POW No Fixed Address (NSW),75
Inverell Surrounds - West,Orange Surrounds,4
Inverell Surrounds - West,Grafton,6
Inverell Surrounds - West,Glen Innes,4
Inverell Surrounds - West,Inverell,328
Inverell Surrounds - West,Inverell Surrounds - East,30
Inverell Surrounds - West,Inverell Surrounds - West,1562
Inverell Surrounds - West,Tenterfield,5
Inverell Surrounds - West,Moree,78
Inverell Surrounds - West,Moree Surrounds,39
Inverell Surrounds - West,Narrabri,7
Inverell Surrounds - West,Narrabri Surrounds,6
Inverell Surrounds - West,Gunnedah,4
Inverell Surrounds - West,Gunnedah Surrounds,6
Inverell Surrounds - West,Tamworth - North,3
Inverell Surrounds - West,Tamworth Surrounds,45
Inverell Surrounds - West,Sydney (North) - Millers Point,3
Inverell Surrounds - West,POW No Fixed Address (NSW),116
Tenterfield,Grafton,5
Tenterfield,Grafton Surrounds,4
Tenterfield,Walgett - Lightning Ridge,3
Tenterfield,Glen Innes,40
Tenterfield,Inverell,3
Tenterfield,Inverell Surrounds - East,10
Tenterfield,Tenterfield,1810
Tenterfield,Casino,15
Tenterfield,Casino Surrounds,46
Tenterfield,Goonellabah,3
Tenterfield,Kyogle,33
Tenterfield,Lismore,14
Tenterfield,Greenwich - Riverview,4
Tenterfield,Migratory - Offshore - Shipping (NSW),4
Tenterfield,POW No Fixed Address (NSW),119
Moree,Grafton,5
Moree,Walgett - Lightning Ridge,15
Moree,Armidale,4
Moree,Inverell,7
Moree,Moree,2734
Moree,Moree Surrounds,248
Moree,Narrabri,14
Moree,Narrabri Surrounds,17
Moree,Gunnedah Surrounds,7
Moree,Quirindi,3
Moree,Shortland - Jesmond,3
Moree,Lismore,3
Moree,Sydney (North) - Millers Point,5
Moree,POW No Fixed Address (NSW),113
Moree Surrounds,Nyngan - Warren,4
Moree Surrounds,Walgett - Lightning Ridge,9
Moree Surrounds,Armidale,5
Moree Surrounds,Inverell,7
Moree Surrounds,Inverell Surrounds - East,6
Moree Surrounds,Inverell Surrounds - West,13
Moree Surrounds,Moree,568
Moree Surrounds,Moree Surrounds,1335
Moree Surrounds,Narrabri,5
Moree Surrounds,Narrabri Surrounds,6
Moree Surrounds,Griffith Surrounds,3
Moree Surrounds,Sydney (North) - Millers Point,3
Moree Surrounds,POW No Fixed Address (NSW),50
Narrabri,Mudgee,3
Narrabri,Walgett - Lightning Ridge,7
Narrabri,Narromine,6
Narrabri,Moree,16
Narrabri,Moree Surrounds,3
Narrabri,Narrabri,2416
Narrabri,Narrabri Surrounds,453
Narrabri,Gunnedah,37
Narrabri,Gunnedah Surrounds,111
Narrabri,Tamworth - East,5
Narrabri,Ballina Surrounds,3
Narrabri,Tumut,3
Narrabri,Wagga Wagga - East,4
Narrabri,Sydney (North) - Millers Point,4
Narrabri,POW No Fixed Address (NSW),133
Narrabri Surrounds,Jindabyne - Berridale,3
Narrabri Surrounds,Young Surrounds,5
Narrabri Surrounds,Mudgee Surrounds - West,3
Narrabri Surrounds,Coonamble,4
Narrabri Surrounds,Walgett - Lightning Ridge,22
Narrabri Surrounds,Coonabarabran,4
Narrabri Surrounds,Dubbo - South,5
Narrabri Surrounds,Armidale Surrounds - North,3
Narrabri Surrounds,Moree,26
Narrabri Surrounds,Moree Surrounds,9
Narrabri Surrounds,Narrabri,433
Narrabri Surrounds,Narrabri Surrounds,1361
Narrabri Surrounds,Gunnedah,15
Narrabri Surrounds,Gunnedah Surrounds,43
Narrabri Surrounds,Sydney (North) - Millers Point,3
Narrabri Surrounds,North Parramatta,3
Narrabri Surrounds,POW No Fixed Address (NSW),81
Gunnedah,Calga - Kulnura,3
Gunnedah,Mudgee Surrounds - West,4
Gunnedah,Coonabarabran,14
Gunnedah,Singleton,3
Gunnedah,Singleton Surrounds,8
Gunnedah,Rutherford (South) - Telarah,4
Gunnedah,Muswellbrook,5
Gunnedah,Scone,4
Gunnedah,Inverell,3
Gunnedah,Moree,3
Gunnedah,Narrabri,21
Gunnedah,Narrabri Surrounds,134
Gunnedah,Gunnedah,3008
Gunnedah,Gunnedah Surrounds,662
Gunnedah,Quirindi,22
Gunnedah,Tamworth - East,31
Gunnedah,Tamworth - North,54
Gunnedah,Tamworth - West,23
Gunnedah,Tamworth Surrounds,16
Gunnedah,Belmont - Bennetts Green,5
Gunnedah,Newcastle - Cooks Hill,3
Gunnedah,Sydney (North) - Millers Point,3
Gunnedah,Rhodes,3
Gunnedah,Greenwich - Riverview,3
Gunnedah,Silverwater - Newington,5
Gunnedah,POW No Fixed Address (NSW),163
Gunnedah Surrounds,Coffs Harbour - South,4
Gunnedah Surrounds,Coonabarabran,18
Gunnedah Surrounds,Singleton,3
Gunnedah Surrounds,Armidale,9
Gunnedah Surrounds,Moree,5
Gunnedah Surrounds,Moree Surrounds,7
Gunnedah Surrounds,Narrabri,32
Gunnedah Surrounds,Narrabri Surrounds,54
Gunnedah Surrounds,Gunnedah,680
Gunnedah Surrounds,Gunnedah Surrounds,1053
Gunnedah Surrounds,Quirindi,32
Gunnedah Surrounds,Tamworth - East,7
Gunnedah Surrounds,Tamworth - North,40
Gunnedah Surrounds,Tamworth - West,13
Gunnedah Surrounds,Tamworth Surrounds,17
Gunnedah Surrounds,POW No Fixed Address (NSW),82
Quirindi,Goulburn Surrounds,3
Quirindi,Cobar,3
Quirindi,Walgett - Lightning Ridge,5
Quirindi,Coonabarabran,13
Quirindi,Singleton,4
Quirindi,Singleton Surrounds,5
Quirindi,Muswellbrook,13
Quirindi,Muswellbrook Surrounds,8
Quirindi,Scone,24
Quirindi,Scone Surrounds,28
Quirindi,Taree,3
Quirindi,Armidale Surrounds - North,4
Quirindi,Walcha,3
Quirindi,Narrabri,6
Quirindi,Narrabri Surrounds,12
Quirindi,Gunnedah,38
Quirindi,Gunnedah Surrounds,35
Quirindi,Quirindi,2192
Quirindi,Tamworth - East,91
Quirindi,Tamworth - North,221
Quirindi,Tamworth - West,106
Quirindi,Tamworth Surrounds,25
Quirindi,Sydney (North) - Millers Point,4
Quirindi,Liverpool - East,3
Quirindi,Caringbah,3
Quirindi,POW No Fixed Address (NSW),143
Tamworth - East,Bathurst - South,4
Tamworth - East,Bathurst - West,4
Tamworth - East,Mudgee Surrounds - West,3
Tamworth - East,Coffs Harbour - South,5
Tamworth - East,Cobar,4
Tamworth - East,Dubbo - South,4
Tamworth - East,Rutherford (South) - Telarah,3
Tamworth - East,Muswellbrook,8
Tamworth - East,Scone,12
Tamworth - East,Scone Surrounds,6
Tamworth - East,Port Macquarie - West,5
Tamworth - East,Armidale,36
Tamworth - East,Armidale Surrounds - South,6
Tamworth - East,Walcha,6
Tamworth - East,Narrabri,6
Tamworth - East,Narrabri Surrounds,5
Tamworth - East,Gunnedah,93
Tamworth - East,Gunnedah Surrounds,49
Tamworth - East,Quirindi,100
Tamworth - East,Tamworth - East,2794
Tamworth - East,Tamworth - North,3766
Tamworth - East,Tamworth - West,2100
Tamworth - East,Tamworth Surrounds,296
Tamworth - East,Waratah - North Lambton,3
Tamworth - East,Ballina Surrounds,3
Tamworth - East,Marrickville - North,3
Tamworth - East,Sydney (North) - Millers Point,6
Tamworth - East,Sydney (South) - Haymarket,3
Tamworth - East,St Leonards - Naremburn,4
Tamworth - East,Erskine Park,4
Tamworth - East,Parramatta - North,6
Tamworth - East,Macquarie Park - Marsfield,3
Tamworth - East,POW No Fixed Address (NSW),345
Tamworth - North,Bathurst Surrounds,3
Tamworth - North,Orange,3
Tamworth - North,Grafton,4
Tamworth - North,Bellingen,4
Tamworth - North,Coffs Harbour - South,3
Tamworth - North,Raymond Terrace,3
Tamworth - North,Muswellbrook,6
Tamworth - North,Scone,3
Tamworth - North,Scone Surrounds,5
Tamworth - North,Armidale,36
Tamworth - North,Armidale Surrounds - South,5
Tamworth - North,Walcha,4
Tamworth - North,Glen Innes,5
Tamworth - North,Inverell,5
Tamworth - North,Narrabri,10
Tamworth - North,Narrabri Surrounds,4
Tamworth - North,Gunnedah,45
Tamworth - North,Gunnedah Surrounds,38
Tamworth - North,Quirindi,70
Tamworth - North,Tamworth - East,1072
Tamworth - North,Tamworth - North,4264
Tamworth - North,Tamworth - West,1359
Tamworth - North,Tamworth Surrounds,198
Tamworth - North,Charlestown - Dudley,4
Tamworth - North,Hamilton - Broadmeadow,5
Tamworth - North,Lambton - New Lambton,3
Tamworth - North,Shortland - Jesmond,6
Tamworth - North,Stockton - Fullerton Cove,3
Tamworth - North,Wallsend - Elermore Vale,3
Tamworth - North,Wickham - Carrington - Tighes Hill,3
Tamworth - North,Wagga Wagga Surrounds,3
Tamworth - North,Rooty Hill - Minchinbury,4
Tamworth - North,Pagewood - Hillsdale - Daceyville,3
Tamworth - North,Mascot,3
Tamworth - North,Erskineville - Alexandria,3
Tamworth - North,Surry Hills,6
Tamworth - North,Sydney (North) - Millers Point,13
Tamworth - North,St Leonards - Naremburn,3
Tamworth - North,North Sydney - Lavender Bay,4
Tamworth - North,POW No Fixed Address (NSW),223
Tamworth - West,Mudgee Surrounds - West,4
Tamworth - West,Muswellbrook,5
Tamworth - West,Armidale Surrounds - South,3
Tamworth - West,Walcha,7
Tamworth - West,Gunnedah,18
Tamworth - West,Gunnedah Surrounds,7
Tamworth - West,Quirindi,22
Tamworth - West,Tamworth - East,432
Tamworth - West,Tamworth - North,685
Tamworth - West,Tamworth - West,771
Tamworth - West,Tamworth Surrounds,52
Tamworth - West,Cootamundra,3
Tamworth - West,Sydney (North) - Millers Point,4
Tamworth - West,POW No Fixed Address (NSW),87
Tamworth Surrounds,Jindabyne - Berridale,5
Tamworth Surrounds,Tuggerah - Kangy Angy,4
Tamworth Surrounds,Orange,3
Tamworth Surrounds,Cobar,7
Tamworth Surrounds,Singleton,8
Tamworth Surrounds,Muswellbrook,13
Tamworth Surrounds,Muswellbrook Surrounds,3
Tamworth Surrounds,Scone,11
Tamworth Surrounds,Scone Surrounds,11
Tamworth Surrounds,South West Rocks,4
Tamworth Surrounds,Armidale,39
Tamworth Surrounds,Armidale Surrounds - North,4
Tamworth Surrounds,Armidale Surrounds - South,16
Tamworth Surrounds,Walcha,14
Tamworth Surrounds,Inverell,5
Tamworth Surrounds,Inverell Surrounds - West,22
Tamworth Surrounds,Narrabri,5
Tamworth Surrounds,Narrabri Surrounds,29
Tamworth Surrounds,Gunnedah,91
Tamworth Surrounds,Gunnedah Surrounds,120
Tamworth Surrounds,Quirindi,85
Tamworth Surrounds,Tamworth - East,888
Tamworth Surrounds,Tamworth - North,2824
Tamworth Surrounds,Tamworth - West,1299
Tamworth Surrounds,Tamworth Surrounds,2875
Tamworth Surrounds,Glendale - Cardiff - Hillsborough,5
Tamworth Surrounds,Adamstown - Kotara,3
Tamworth Surrounds,Newcastle - Cooks Hill,4
Tamworth Surrounds,Potts Point - Woolloomooloo,3
Tamworth Surrounds,Sydney (North) - Millers Point,10
Tamworth Surrounds,Ultimo,3
Tamworth Surrounds,North Sydney - Lavender Bay,4
Tamworth Surrounds,Penrith,4
Tamworth Surrounds,Erskine Park,4
Tamworth Surrounds,St Marys - North St Marys,5
Tamworth Surrounds,Parramatta - North,4
Tamworth Surrounds,Macquarie Park - Marsfield,5
Tamworth Surrounds,Caringbah,7
Tamworth Surrounds,Caringbah South,3
Tamworth Surrounds,Sutherland - Kirrawee,5
Tamworth Surrounds,POW No Fixed Address (NSW),451
Belmont - Bennetts Green,Calga - Kulnura,7
Belmont - Bennetts Green,Erina - Green Point,11
Belmont - Bennetts Green,Gosford - Springfield,25
Belmont - Bennetts Green,Niagara Park - Lisarow,4
Belmont - Bennetts Green,Woy Woy - Blackwall,5
Belmont - Bennetts Green,Budgewoi - Buff Point - Halekulani,10
Belmont - Bennetts Green,Chittaway Bay - Tumbi Umbi,15
Belmont - Bennetts Green,Gorokan - Kanwal - Charmhaven,7
Belmont - Bennetts Green,Jilliby - Yarramalong,5
Belmont - Bennetts Green,Lake Munmorah - Mannering Park,47
Belmont - Bennetts Green,Ourimbah - Fountaindale,5
Belmont - Bennetts Green,Summerland Point - Gwandalan,3
Belmont - Bennetts Green,The Entrance,4
Belmont - Bennetts Green,Toukley - Norah Head,5
Belmont - Bennetts Green,Tuggerah - Kangy Angy,17
Belmont - Bennetts Green,Warnervale - Wadalba,27
Belmont - Bennetts Green,Wyong,17
Belmont - Bennetts Green,Lithgow,4
Belmont - Bennetts Green,Mudgee,5
Belmont - Bennetts Green,Nyngan - Warren,3
Belmont - Bennetts Green,Branxton - Greta - Pokolbin,13
Belmont - Bennetts Green,Cessnock,16
Belmont - Bennetts Green,Cessnock Surrounds,20
Belmont - Bennetts Green,Kurri Kurri - Abermain,18
Belmont - Bennetts Green,Singleton,21
Belmont - Bennetts Green,Singleton Surrounds,44
Belmont - Bennetts Green,Maitland,40
Belmont - Bennetts Green,Maitland - North,4
Belmont - Bennetts Green,East Maitland - Metford,32
Belmont - Bennetts Green,Rutherford (South) - Telarah,33
Belmont - Bennetts Green,Thornton - Millers Forest,60
Belmont - Bennetts Green,Lemon Tree Passage - Tanilba Bay,3
Belmont - Bennetts Green,Raymond Terrace,170
Belmont - Bennetts Green,Williamtown - Medowie - Karuah,39
Belmont - Bennetts Green,Muswellbrook,10
Belmont - Bennetts Green,Muswellbrook Surrounds,4
Belmont - Bennetts Green,Port Kembla Industrial,3
Belmont - Bennetts Green,Old Bar - Manning Point - Red Head,7
Belmont - Bennetts Green,Belmont - Bennetts Green,1748
Belmont - Bennetts Green,Belmont South - Blacksmiths,74
Belmont - Bennetts Green,Charlestown - Dudley,687
Belmont - Bennetts Green,Glendale - Cardiff - Hillsborough,370
Belmont - Bennetts Green,Mount Hutton - Windale,158
Belmont - Bennetts Green,Redhead,153
Belmont - Bennetts Green,Swansea - Caves Beach,151
Belmont - Bennetts Green,Valentine - Eleebana,58
Belmont - Bennetts Green,Warners Bay - Boolaroo,355
Belmont - Bennetts Green,Bolton Point - Teralba,42
Belmont - Bennetts Green,Bonnells Bay - Silverwater,7
Belmont - Bennetts Green,Edgeworth - Cameron Park,77
Belmont - Bennetts Green,Morisset - Cooranbong,74
Belmont - Bennetts Green,Toronto - Awaba,116
Belmont - Bennetts Green,Wangi Wangi - Rathmines,30
Belmont - Bennetts Green,West Wallsend - Barnsley - Killingworth,19
Belmont - Bennetts Green,Adamstown - Kotara,198
Belmont - Bennetts Green,Beresfield - Hexham,148
Belmont - Bennetts Green,Hamilton - Broadmeadow,389
Belmont - Bennetts Green,Lambton - New Lambton,329
Belmont - Bennetts Green,Maryland - Fletcher - Minmi,20
Belmont - Bennetts Green,Mayfield - Warabrook,214
Belmont - Bennetts Green,Merewether - The Junction,84
Belmont - Bennetts Green,Newcastle - Cooks Hill,475
Belmont - Bennetts Green,Newcastle Port - Kooragang,64
Belmont - Bennetts Green,Shortland - Jesmond,132
Belmont - Bennetts Green,Stockton - Fullerton Cove,4
Belmont - Bennetts Green,Wallsend - Elermore Vale,117
Belmont - Bennetts Green,Waratah - North Lambton,169
Belmont - Bennetts Green,Wickham - Carrington - Tighes Hill,179
Belmont - Bennetts Green,Baulkham Hills (West) - Bella Vista,5
Belmont - Bennetts Green,Lalor Park - Kings Langley,4
Belmont - Bennetts Green,Rooty Hill - Minchinbury,4
Belmont - Bennetts Green,Sydney Airport,4
Belmont - Bennetts Green,Mascot,9
Belmont - Bennetts Green,Darlinghurst,3
Belmont - Bennetts Green,Pyrmont,5
Belmont - Bennetts Green,Sydney (North) - Millers Point,40
Belmont - Bennetts Green,Sydney (South) - Haymarket,7
Belmont - Bennetts Green,Greenacre - North,4
Belmont - Bennetts Green,Peakhurst - Lugarno,4
Belmont - Bennetts Green,St Leonards - Naremburn,9
Belmont - Bennetts Green,Greenwich - Riverview,3
Belmont - Bennetts Green,Asquith - Mount Colah,3
Belmont - Bennetts Green,Normanhurst - Thornleigh - Westleigh,4
Belmont - Bennetts Green,Hornsby - West,5
Belmont - Bennetts Green,Crows Nest - Waverton,4
Belmont - Bennetts Green,North Sydney - Lavender Bay,11
Belmont - Bennetts Green,Douglas Park - Appin,5
Belmont - Bennetts Green,Jamisontown - South Penrith,4
Belmont - Bennetts Green,Silverwater - Newington,3
Belmont - Bennetts Green,Northmead,3
Belmont - Bennetts Green,Parramatta - North,9
Belmont - Bennetts Green,Rosehill - Harris Park,3
Belmont - Bennetts Green,Pennant Hills - Cheltenham,3
Belmont - Bennetts Green,Macquarie Park - Marsfield,16
Belmont - Bennetts Green,North Ryde - East Ryde,3
Belmont - Bennetts Green,Wetherill Park Industrial,3
Belmont - Bennetts Green,POW No Fixed Address (NSW),451
Belmont South - Blacksmiths,Calga - Kulnura,5
Belmont South - Blacksmiths,Gosford - Springfield,5
Belmont South - Blacksmiths,Kariong,5
Belmont South - Blacksmiths,Niagara Park - Lisarow,3
Belmont South - Blacksmiths,Umina - Booker Bay - Patonga,3
Belmont South - Blacksmiths,Wyoming,4
Belmont South - Blacksmiths,Blue Haven - San Remo,3
Belmont South - Blacksmiths,Chittaway Bay - Tumbi Umbi,9
Belmont South - Blacksmiths,Gorokan - Kanwal - Charmhaven,7
Belmont South - Blacksmiths,Lake Munmorah - Mannering Park,11
Belmont South - Blacksmiths,Ourimbah - Fountaindale,4
Belmont South - Blacksmiths,Summerland Point - Gwandalan,9
Belmont South - Blacksmiths,The Entrance,4
Belmont South - Blacksmiths,Tuggerah - Kangy Angy,6
Belmont South - Blacksmiths,Warnervale - Wadalba,13
Belmont South - Blacksmiths,Wyong,8
Belmont South - Blacksmiths,Mudgee Surrounds - West,3
Belmont South - Blacksmiths,Nyngan - Warren,5
Belmont South - Blacksmiths,Cessnock,6
Belmont South - Blacksmiths,Cessnock Surrounds,4
Belmont South - Blacksmiths,Kurri Kurri - Abermain,4
Belmont South - Blacksmiths,Singleton,9
Belmont South - Blacksmiths,Singleton Surrounds,6
Belmont South - Blacksmiths,Maitland,14
Belmont South - Blacksmiths,East Maitland - Metford,6
Belmont South - Blacksmiths,Rutherford (South) - Telarah,9
Belmont South - Blacksmiths,Thornton - Millers Forest,16
Belmont South - Blacksmiths,Raymond Terrace,35
Belmont South - Blacksmiths,Williamtown - Medowie - Karuah,4
Belmont South - Blacksmiths,Belmont - Bennetts Green,305
Belmont South - Blacksmiths,Belmont South - Blacksmiths,311
Belmont South - Blacksmiths,Charlestown - Dudley,185
Belmont South - Blacksmiths,Glendale - Cardiff - Hillsborough,104
Belmont South - Blacksmiths,Mount Hutton - Windale,38
Belmont South - Blacksmiths,Redhead,31
Belmont South - Blacksmiths,Swansea - Caves Beach,143
Belmont South - Blacksmiths,Valentine - Eleebana,15
Belmont South - Blacksmiths,Warners Bay - Boolaroo,71
Belmont South - Blacksmiths,Bolton Point - Teralba,18
Belmont South - Blacksmiths,Edgeworth - Cameron Park,30
Belmont South - Blacksmiths,Morisset - Cooranbong,49
Belmont South - Blacksmiths,Toronto - Awaba,21
Belmont South - Blacksmiths,Wangi Wangi - Rathmines,7
Belmont South - Blacksmiths,West Wallsend - Barnsley - Killingworth,6
Belmont South - Blacksmiths,Adamstown - Kotara,41
Belmont South - Blacksmiths,Beresfield - Hexham,31
Belmont South - Blacksmiths,Hamilton - Broadmeadow,79
Belmont South - Blacksmiths,Lambton - New Lambton,71
Belmont South - Blacksmiths,Maryland - Fletcher - Minmi,7
Belmont South - Blacksmiths,Mayfield - Warabrook,52
Belmont South - Blacksmiths,Merewether - The Junction,18
Belmont South - Blacksmiths,Newcastle - Cooks Hill,120
Belmont South - Blacksmiths,Newcastle Port - Kooragang,36
Belmont South - Blacksmiths,Shortland - Jesmond,31
Belmont South - Blacksmiths,Wallsend - Elermore Vale,35
Belmont South - Blacksmiths,Waratah - North Lambton,39
Belmont South - Blacksmiths,Wickham - Carrington - Tighes Hill,32
Belmont South - Blacksmiths,Surry Hills,3
Belmont South - Blacksmiths,Sydney (North) - Millers Point,8
Belmont South - Blacksmiths,North Sydney - Lavender Bay,8
Belmont South - Blacksmiths,Chester Hill - Sefton,3
Belmont South - Blacksmiths,Parramatta - North,9
Belmont South - Blacksmiths,Macquarie Park - Marsfield,4
Belmont South - Blacksmiths,West Ryde - Meadowbank,6
Belmont South - Blacksmiths,POW No Fixed Address (NSW),147
Charlestown - Dudley,Queanbeyan Surrounds,4
Charlestown - Dudley,Calga - Kulnura,8
Charlestown - Dudley,Erina - Green Point,6
Charlestown - Dudley,Gosford - Springfield,20
Charlestown - Dudley,Niagara Park - Lisarow,3
Charlestown - Dudley,Wyoming,5
Charlestown - Dudley,Bateau Bay - Killarney Vale,6
Charlestown - Dudley,Blue Haven - San Remo,4
Charlestown - Dudley,Budgewoi - Buff Point - Halekulani,7
Charlestown - Dudley,Chittaway Bay - Tumbi Umbi,5
Charlestown - Dudley,Gorokan - Kanwal - Charmhaven,5
Charlestown - Dudley,Lake Munmorah - Mannering Park,24
Charlestown - Dudley,Ourimbah - Fountaindale,4
Charlestown - Dudley,The Entrance,3
Charlestown - Dudley,Toukley - Norah Head,11
Charlestown - Dudley,Tuggerah - Kangy Angy,17
Charlestown - Dudley,Warnervale - Wadalba,19
Charlestown - Dudley,Wyong,11
Charlestown - Dudley,Mudgee,4
Charlestown - Dudley,Nyngan - Warren,20
Charlestown - Dudley,Branxton - Greta - Pokolbin,22
Charlestown - Dudley,Cessnock,46
Charlestown - Dudley,Cessnock Surrounds,18
Charlestown - Dudley,Dungog,6
Charlestown - Dudley,Kurri Kurri - Abermain,47
Charlestown - Dudley,Singleton,27
Charlestown - Dudley,Singleton Surrounds,49
Charlestown - Dudley,Maitland,65
Charlestown - Dudley,Maitland - North,5
Charlestown - Dudley,East Maitland - Metford,71
Charlestown - Dudley,Rutherford (North) - Aberglasslyn,15
Charlestown - Dudley,Rutherford (South) - Telarah,66
Charlestown - Dudley,Tenambit - East Maitland,10
Charlestown - Dudley,Thornton - Millers Forest,95
Charlestown - Dudley,Anna Bay,6
Charlestown - Dudley,Nelson Bay Peninsula,15
Charlestown - Dudley,Raymond Terrace,231
Charlestown - Dudley,Seaham - Woodville,7
Charlestown - Dudley,Tea Gardens - Hawks Nest,3
Charlestown - Dudley,Williamtown - Medowie - Karuah,93
Charlestown - Dudley,Muswellbrook,23
Charlestown - Dudley,Scone Surrounds,3
Charlestown - Dudley,Forster,3
Charlestown - Dudley,Tuncurry,3
Charlestown - Dudley,Macksville - Scotts Head,3
Charlestown - Dudley,Port Macquarie - West,5
Charlestown - Dudley,Port Macquarie - East,3
Charlestown - Dudley,Taree,6
Charlestown - Dudley,Tamworth - North,3
Charlestown - Dudley,Tamworth - West,5
Charlestown - Dudley,Belmont - Bennetts Green,505
Charlestown - Dudley,Belmont South - Blacksmiths,32
Charlestown - Dudley,Charlestown - Dudley,2661
Charlestown - Dudley,Glendale - Cardiff - Hillsborough,477
Charlestown - Dudley,Mount Hutton - Windale,181
Charlestown - Dudley,Redhead,122
Charlestown - Dudley,Swansea - Caves Beach,72
Charlestown - Dudley,Valentine - Eleebana,39
Charlestown - Dudley,Warners Bay - Boolaroo,456
Charlestown - Dudley,Bolton Point - Teralba,71
Charlestown - Dudley,Edgeworth - Cameron Park,128
Charlestown - Dudley,Morisset - Cooranbong,83
Charlestown - Dudley,Toronto - Awaba,102
Charlestown - Dudley,Wangi Wangi - Rathmines,13
Charlestown - Dudley,West Wallsend - Barnsley - Killingworth,25
Charlestown - Dudley,Adamstown - Kotara,506
Charlestown - Dudley,Beresfield - Hexham,190
Charlestown - Dudley,Hamilton - Broadmeadow,789
Charlestown - Dudley,Lambton - New Lambton,703
Charlestown - Dudley,Maryland - Fletcher - Minmi,44
Charlestown - Dudley,Mayfield - Warabrook,407
Charlestown - Dudley,Merewether - The Junction,224
Charlestown - Dudley,Newcastle - Cooks Hill,1161
Charlestown - Dudley,Newcastle Port - Kooragang,135
Charlestown - Dudley,Shortland - Jesmond,315
