SA2 - Residence,Method of Travel to Work,Count
Dubbo Surrounds,Did not go to work,273
Dubbo Surrounds,Not stated,39
Dubbo Surrounds,Not applicable,2930
Gilgandra,Bus,16
Gilgandra,"Car, as driver",1028
Gilgandra,"Car as driver, car as passenger",3
Gilgandra,"Car, as passenger",71
Gilgandra,Truck,33
Gilgandra,Motorbike/scooter,14
Gilgandra,Bicycle,7
Gilgandra,Walked only,120
Gilgandra,Other,25
Gilgandra,Worked at home,329
Gilgandra,Did not go to work,168
Gilgandra,Not stated,24
Gilgandra,Not applicable,2557
Narromine,Bus,7
Narromine,"Car, as driver",1741
Narromine,"Car as driver, car as passenger",5
Narromine,"Car as driver, truck",4
Narromine,"Car as driver, motorbike/scooter",6
Narromine,"Car as driver, truck, motorbike/scooter",6
Narromine,"Car as driver, truck, other",4
Narromine,"Car, as passenger",111
Narromine,Truck,46
Narromine,Motorbike/scooter,11
Narromine,Bicycle,9
Narromine,Walked only,152
Narromine,Other,25
Narromine,Worked at home,357
Narromine,Did not go to work,172
Narromine,Not stated,35
Narromine,Not applicable,3756
Wellington,Bus,35
Wellington,"Tram/light rail, car as driver",3
Wellington,"Car, as driver",1926
Wellington,"Car as driver, car as passenger",8
Wellington,"Car as driver, truck",9
Wellington,"Car as driver, motorbike/scooter",3
Wellington,"Car, as passenger",186
Wellington,Truck,43
Wellington,"Truck, motorbike/scooter",4
Wellington,Motorbike/scooter,18
Wellington,Bicycle,5
Wellington,Walked only,157
Wellington,Other,14
Wellington,Worked at home,364
Wellington,Did not go to work,278
Wellington,Not stated,45
Wellington,Not applicable,5662
Branxton - Greta - Pokolbin,Bus,7
Branxton - Greta - Pokolbin,Ferry,7
Branxton - Greta - Pokolbin,"Ferry, car as driver",4
Branxton - Greta - Pokolbin,"Car, as driver",3901
Branxton - Greta - Pokolbin,"Car as driver, car as passenger",17
Branxton - Greta - Pokolbin,"Car as driver, truck",7
Branxton - Greta - Pokolbin,"Car, as passenger",198
Branxton - Greta - Pokolbin,Truck,74
Branxton - Greta - Pokolbin,Motorbike/scooter,16
Branxton - Greta - Pokolbin,Bicycle,5
Branxton - Greta - Pokolbin,Walked only,119
Branxton - Greta - Pokolbin,Other,21
Branxton - Greta - Pokolbin,Worked at home,1097
Branxton - Greta - Pokolbin,Did not go to work,1048
Branxton - Greta - Pokolbin,Not stated,25
Branxton - Greta - Pokolbin,Not applicable,6214
Cessnock,Train,7
Cessnock,"Train, bus",9
Cessnock,"Train, car as driver",3
Cessnock,Bus,18
Cessnock,Ferry,7
Cessnock,Taxi/ride-share service,8
Cessnock,"Taxi/ride-share service, car as driver",5
Cessnock,"Car, as driver",5357
Cessnock,"Car as driver, car as passenger",28
Cessnock,"Car as driver, truck",4
Cessnock,"Car as driver, other",9
Cessnock,"Car, as passenger",342
Cessnock,Truck,85
Cessnock,Motorbike/scooter,36
Cessnock,Bicycle,25
Cessnock,Walked only,147
Cessnock,Other,33
Cessnock,Worked at home,900
Cessnock,Did not go to work,1603
Cessnock,Not stated,42
Cessnock,Not applicable,14821
Cessnock Surrounds,Bus,9
Cessnock Surrounds,"Car, as driver",2337
Cessnock Surrounds,"Car as driver, car as passenger",11
Cessnock Surrounds,"Car as driver, truck",6
Cessnock Surrounds,"Car as driver, motorbike/scooter",8
Cessnock Surrounds,"Car, as passenger",123
Cessnock Surrounds,Truck,80
Cessnock Surrounds,Motorbike/scooter,7
Cessnock Surrounds,Walked only,63
Cessnock Surrounds,Other,24
Cessnock Surrounds,Worked at home,831
Cessnock Surrounds,Did not go to work,649
Cessnock Surrounds,Not stated,28
Cessnock Surrounds,Not applicable,4960
Dungog,Train,4
Dungog,"Car, as driver",2490
Dungog,"Car as driver, car as passenger",6
Dungog,"Car as driver, motorbike/scooter",4
Dungog,"Car, as passenger",118
Dungog,Truck,62
Dungog,Motorbike/scooter,22
Dungog,Bicycle,3
Dungog,Walked only,107
Dungog,Other,24
Dungog,Worked at home,897
Dungog,Did not go to work,620
Dungog,Not stated,34
Dungog,Not applicable,5133
Kurri Kurri - Abermain,Train,3
Kurri Kurri - Abermain,"Train, bus",3
Kurri Kurri - Abermain,"Train, car as driver",4
Kurri Kurri - Abermain,Bus,26
Kurri Kurri - Abermain,"Bus, car as passenger",9
Kurri Kurri - Abermain,Taxi/ride-share service,4
Kurri Kurri - Abermain,"Car, as driver",5862
Kurri Kurri - Abermain,"Car as driver, car as passenger",16
Kurri Kurri - Abermain,"Car as driver, truck",3
Kurri Kurri - Abermain,"Car as driver, motorbike/scooter",6
Kurri Kurri - Abermain,"Car as driver, other",3
Kurri Kurri - Abermain,"Car, as passenger",308
Kurri Kurri - Abermain,Truck,98
Kurri Kurri - Abermain,Motorbike/scooter,23
Kurri Kurri - Abermain,Bicycle,12
Kurri Kurri - Abermain,Walked only,93
Kurri Kurri - Abermain,Other,21
Kurri Kurri - Abermain,Worked at home,973
Kurri Kurri - Abermain,Did not go to work,1477
Kurri Kurri - Abermain,Not stated,39
Kurri Kurri - Abermain,Not applicable,11624
Singleton,Train,4
Singleton,Bus,20
Singleton,"Bus, car as passenger",5
Singleton,Taxi/ride-share service,10
Singleton,"Car, as driver",5140
Singleton,"Car as driver, car as passenger",23
Singleton,"Car as driver, motorbike/scooter",5
Singleton,"Car as driver, bicycle",4
Singleton,"Car as driver, other",3
Singleton,"Car, as passenger",329
Singleton,"Car as passenger, other",4
Singleton,Truck,67
Singleton,Motorbike/scooter,17
Singleton,Bicycle,11
Singleton,Walked only,427
Singleton,Other,63
Singleton,Worked at home,854
Singleton,Did not go to work,1307
Singleton,Not stated,32
Singleton,Not applicable,8680
Singleton Surrounds,Train,3
Singleton Surrounds,Bus,3
Singleton Surrounds,Ferry,5
Singleton Surrounds,"Car, as driver",1496
Singleton Surrounds,"Car, as passenger",63
Singleton Surrounds,Truck,42
Singleton Surrounds,Motorbike/scooter,15
Singleton Surrounds,Bicycle,4
Singleton Surrounds,Walked only,54
Singleton Surrounds,Other,14
Singleton Surrounds,Worked at home,427
Singleton Surrounds,Did not go to work,418
Singleton Surrounds,Not stated,21
Singleton Surrounds,Not applicable,2765
Maitland,Train,24
Maitland,"Train, Tram/light rail",4
Maitland,"Train, car as driver",4
Maitland,Bus,21
Maitland,"Car, as driver",2435
Maitland,"Car as driver, car as passenger",5
Maitland,"Car as driver, truck",3
Maitland,"Car, as passenger",127
Maitland,"Car as passenger, truck",5
Maitland,Truck,40
Maitland,Motorbike/scooter,12
Maitland,Bicycle,8
Maitland,Walked only,73
Maitland,Other,13
Maitland,Worked at home,704
Maitland,Did not go to work,687
Maitland,Not stated,14
Maitland,Not applicable,4418
Maitland - North,Train,3
Maitland - North,Bus,5
Maitland - North,"Bus, car as driver",3
Maitland - North,Taxi/ride-share service,3
Maitland - North,"Car, as driver",2456
Maitland - North,"Car as driver, car as passenger",5
Maitland - North,"Car as driver, truck",3
Maitland - North,"Car as driver, bicycle",3
Maitland - North,"Car as driver, other",5
Maitland - North,"Car, as passenger",138
Maitland - North,Truck,30
Maitland - North,Motorbike/scooter,14
Maitland - North,Bicycle,10
Maitland - North,Walked only,46
Maitland - North,Other,13
Maitland - North,Worked at home,958
Maitland - North,Did not go to work,728
Maitland - North,Not stated,7
Maitland - North,Not applicable,4288
East Maitland - Metford,Train,33
East Maitland - Metford,"Train, bus",7
East Maitland - Metford,"Train, Tram/light rail",5
East Maitland - Metford,"Train, car as driver",6
East Maitland - Metford,"Train, car as passenger",4
East Maitland - Metford,"Train, bicycle",9
East Maitland - Metford,"Train, other",3
East Maitland - Metford,Bus,21
East Maitland - Metford,"Bus, car as passenger",3
East Maitland - Metford,Taxi/ride-share service,3
East Maitland - Metford,"Car, as driver",4977
East Maitland - Metford,"Car as driver, car as passenger",12
East Maitland - Metford,"Car as driver, truck",5
East Maitland - Metford,"Car as driver, motorbike/scooter",4
East Maitland - Metford,"Car as driver, other",4
East Maitland - Metford,"Car, as passenger",321
East Maitland - Metford,"Car as passenger, other",5
East Maitland - Metford,Truck,51
East Maitland - Metford,Motorbike/scooter,17
East Maitland - Metford,Bicycle,17
East Maitland - Metford,Walked only,97
East Maitland - Metford,Other,34
East Maitland - Metford,Worked at home,1499
East Maitland - Metford,Did not go to work,1361
East Maitland - Metford,Not stated,23
East Maitland - Metford,Not applicable,9470
Rutherford (North) - Aberglasslyn,Train,13
Rutherford (North) - Aberglasslyn,"Train, bus",4
Rutherford (North) - Aberglasslyn,"Train, Tram/light rail",7
Rutherford (North) - Aberglasslyn,"Train, car as driver",5
Rutherford (North) - Aberglasslyn,"Train, car as passenger",3
Rutherford (North) - Aberglasslyn,Bus,14
Rutherford (North) - Aberglasslyn,"Tram/light rail, car as driver",3
Rutherford (North) - Aberglasslyn,Taxi/ride-share service,15
Rutherford (North) - Aberglasslyn,"Taxi/ride-share service, car as passenger",4
Rutherford (North) - Aberglasslyn,"Car, as driver",5059
Rutherford (North) - Aberglasslyn,"Car as driver, car as passenger",24
Rutherford (North) - Aberglasslyn,"Car as driver, truck",3
Rutherford (North) - Aberglasslyn,"Car as driver, motorbike/scooter",10
Rutherford (North) - Aberglasslyn,"Car, as passenger",318
Rutherford (North) - Aberglasslyn,Truck,56
Rutherford (North) - Aberglasslyn,Motorbike/scooter,24
Rutherford (North) - Aberglasslyn,Bicycle,4
Rutherford (North) - Aberglasslyn,Walked only,74
Rutherford (North) - Aberglasslyn,Other,25
Rutherford (North) - Aberglasslyn,Worked at home,1227
Rutherford (North) - Aberglasslyn,Did not go to work,1358
Rutherford (North) - Aberglasslyn,Not stated,34
Rutherford (North) - Aberglasslyn,Not applicable,9423
Rutherford (South) - Telarah,Train,19
Rutherford (South) - Telarah,"Train, Taxi/ride-share service",3
Rutherford (South) - Telarah,"Train, car as driver",7
Rutherford (South) - Telarah,"Train, bus, car as passenger",4
Rutherford (South) - Telarah,Bus,26
Rutherford (South) - Telarah,Taxi/ride-share service,4
Rutherford (South) - Telarah,"Car, as driver",2244
Rutherford (South) - Telarah,"Car as driver, car as passenger",10
Rutherford (South) - Telarah,"Car as driver, motorbike/scooter",7
Rutherford (South) - Telarah,"Car, as passenger",156
Rutherford (South) - Telarah,Truck,26
Rutherford (South) - Telarah,Motorbike/scooter,12
Rutherford (South) - Telarah,Bicycle,6
Rutherford (South) - Telarah,Walked only,52
Rutherford (South) - Telarah,Other,7
Rutherford (South) - Telarah,Worked at home,418
Rutherford (South) - Telarah,Did not go to work,567
Rutherford (South) - Telarah,Not stated,13
Rutherford (South) - Telarah,Not applicable,4392
Tenambit - East Maitland,Train,17
Tenambit - East Maitland,"Train, Tram/light rail",4
Tenambit - East Maitland,"Train, car as passenger",4
Tenambit - East Maitland,Bus,11
Tenambit - East Maitland,Taxi/ride-share service,6
Tenambit - East Maitland,"Car, as driver",2590
Tenambit - East Maitland,"Car as driver, car as passenger",11
Tenambit - East Maitland,"Car as driver, motorbike/scooter",3
Tenambit - East Maitland,"Car as driver, bicycle",3
Tenambit - East Maitland,"Car as driver, other",3
Tenambit - East Maitland,"Car, as passenger",137
Tenambit - East Maitland,Truck,27
Tenambit - East Maitland,Motorbike/scooter,13
Tenambit - East Maitland,Bicycle,10
Tenambit - East Maitland,Walked only,53
Tenambit - East Maitland,Other,17
Tenambit - East Maitland,Worked at home,858
Tenambit - East Maitland,Did not go to work,735
Tenambit - East Maitland,Not stated,10
Tenambit - East Maitland,Not applicable,5573
Thornton - Millers Forest,Train,27
Thornton - Millers Forest,"Train, bus",6
Thornton - Millers Forest,"Train, car as driver",8
Thornton - Millers Forest,"Train, Tram/light rail, car as driver",5
Thornton - Millers Forest,Bus,13
Thornton - Millers Forest,"Bus, car as passenger",3
Thornton - Millers Forest,Taxi/ride-share service,3
Thornton - Millers Forest,"Taxi/ride-share service, car as driver",5
Thornton - Millers Forest,"Car, as driver",4975
Thornton - Millers Forest,"Car as driver, car as passenger",18
Thornton - Millers Forest,"Car as driver, truck",3
Thornton - Millers Forest,"Car as driver, motorbike/scooter",9
Thornton - Millers Forest,"Car, as passenger",312
Thornton - Millers Forest,Truck,57
Thornton - Millers Forest,Motorbike/scooter,30
Thornton - Millers Forest,Bicycle,4
Thornton - Millers Forest,Walked only,59
Thornton - Millers Forest,Other,32
Thornton - Millers Forest,Worked at home,1590
Thornton - Millers Forest,Did not go to work,1287
Thornton - Millers Forest,Not stated,20
Thornton - Millers Forest,Not applicable,7403
Anna Bay,Bus,15
Anna Bay,"Ferry, car as driver",3
Anna Bay,"Car, as driver",1407
Anna Bay,"Car as driver, car as passenger",10
Anna Bay,"Car as driver, other",5
Anna Bay,"Car, as passenger",91
Anna Bay,Truck,40
Anna Bay,Motorbike/scooter,6
Anna Bay,Bicycle,7
Anna Bay,Walked only,48
Anna Bay,Other,8
Anna Bay,Worked at home,497
Anna Bay,Did not go to work,455
Anna Bay,Not stated,11
Anna Bay,Not applicable,3851
Lemon Tree Passage - Tanilba Bay,Bus,7
Lemon Tree Passage - Tanilba Bay,"Ferry, car as driver",4
Lemon Tree Passage - Tanilba Bay,"Car, as driver",1488
Lemon Tree Passage - Tanilba Bay,"Car, as passenger",97
Lemon Tree Passage - Tanilba Bay,Truck,19
Lemon Tree Passage - Tanilba Bay,Motorbike/scooter,6
Lemon Tree Passage - Tanilba Bay,Walked only,48
Lemon Tree Passage - Tanilba Bay,Worked at home,369
Lemon Tree Passage - Tanilba Bay,Did not go to work,407
Lemon Tree Passage - Tanilba Bay,Not stated,15
Lemon Tree Passage - Tanilba Bay,Not applicable,4404
Nelson Bay Peninsula,"Train, bus",3
Nelson Bay Peninsula,Bus,44
Nelson Bay Peninsula,"Bus, car as passenger",4
Nelson Bay Peninsula,Ferry,3
Nelson Bay Peninsula,"Ferry, car as driver",5
Nelson Bay Peninsula,"Car, as driver",4332
Nelson Bay Peninsula,"Car as driver, car as passenger",11
Nelson Bay Peninsula,"Car as driver, truck",3
Nelson Bay Peninsula,"Car as driver, motorbike/scooter",3
Nelson Bay Peninsula,"Car as driver, bicycle",5
Nelson Bay Peninsula,"Car as driver, other",8
Nelson Bay Peninsula,"Car, as passenger",311
Nelson Bay Peninsula,Truck,59
Nelson Bay Peninsula,Motorbike/scooter,20
Nelson Bay Peninsula,Bicycle,34
Nelson Bay Peninsula,Walked only,228
Nelson Bay Peninsula,Other,35
Nelson Bay Peninsula,Worked at home,1651
Nelson Bay Peninsula,Did not go to work,1550
Nelson Bay Peninsula,Not stated,57
Nelson Bay Peninsula,Not applicable,13574
Raymond Terrace,"Train, car as driver",3
Raymond Terrace,Bus,31
Raymond Terrace,"Bus, Tram/light rail",3
Raymond Terrace,"Bus, car as passenger",10
Raymond Terrace,"Ferry, car as driver",4
Raymond Terrace,Taxi/ride-share service,5
Raymond Terrace,"Car, as driver",3709
Raymond Terrace,"Car as driver, car as passenger",9
Raymond Terrace,"Car as driver, motorbike/scooter",3
Raymond Terrace,"Car as driver, other",8
Raymond Terrace,"Car, as passenger",265
Raymond Terrace,Truck,56
Raymond Terrace,Motorbike/scooter,24
Raymond Terrace,Bicycle,17
Raymond Terrace,Walked only,85
Raymond Terrace,Other,21
Raymond Terrace,Worked at home,710
Raymond Terrace,Did not go to work,902
Raymond Terrace,Not stated,48
Raymond Terrace,Not applicable,8659
Seaham - Woodville,Bus,3
Seaham - Woodville,"Car, as driver",1715
Seaham - Woodville,"Car as driver, car as passenger",4
Seaham - Woodville,"Car as driver, truck",7
Seaham - Woodville,"Car as driver, motorbike/scooter",5
Seaham - Woodville,"Car as driver, other",3
Seaham - Woodville,"Car, as passenger",72
Seaham - Woodville,Truck,50
Seaham - Woodville,Motorbike/scooter,7
Seaham - Woodville,Bicycle,4
Seaham - Woodville,Walked only,41
Seaham - Woodville,Other,8
Seaham - Woodville,Worked at home,595
Seaham - Woodville,Did not go to work,454
Seaham - Woodville,Not stated,25
Seaham - Woodville,Not applicable,2698
Tea Gardens - Hawks Nest,"Car, as driver",837
Tea Gardens - Hawks Nest,"Car, as passenger",67
Tea Gardens - Hawks Nest,Truck,19
Tea Gardens - Hawks Nest,Motorbike/scooter,6
Tea Gardens - Hawks Nest,Bicycle,15
Tea Gardens - Hawks Nest,Walked only,72
Tea Gardens - Hawks Nest,Other,13
Tea Gardens - Hawks Nest,Worked at home,322
Tea Gardens - Hawks Nest,Did not go to work,235
Tea Gardens - Hawks Nest,Not stated,16
Tea Gardens - Hawks Nest,Not applicable,4196
Williamtown - Medowie - Karuah,Bus,17
Williamtown - Medowie - Karuah,"Ferry, car as driver",17
Williamtown - Medowie - Karuah,"Tram/light rail, motorbike/scooter",3
Williamtown - Medowie - Karuah,Taxi/ride-share service,4
Williamtown - Medowie - Karuah,"Car, as driver",3840
Williamtown - Medowie - Karuah,"Car as driver, car as passenger",12
Williamtown - Medowie - Karuah,"Car as driver, truck",4
Williamtown - Medowie - Karuah,"Car as driver, motorbike/scooter",5
Williamtown - Medowie - Karuah,"Car as driver, other",5
Williamtown - Medowie - Karuah,"Car, as passenger",210
Williamtown - Medowie - Karuah,Truck,97
Williamtown - Medowie - Karuah,Motorbike/scooter,12
Williamtown - Medowie - Karuah,Bicycle,12
Williamtown - Medowie - Karuah,Walked only,91
Williamtown - Medowie - Karuah,Other,30
Williamtown - Medowie - Karuah,Worked at home,1360
Williamtown - Medowie - Karuah,Did not go to work,1118
Williamtown - Medowie - Karuah,Not stated,38
Williamtown - Medowie - Karuah,Not applicable,8126
Muswellbrook,Train,3
Muswellbrook,Bus,8
Muswellbrook,"Car, as driver",3594
Muswellbrook,"Car as driver, car as passenger",16
Muswellbrook,"Car as driver, motorbike/scooter",4
Muswellbrook,"Car, as passenger",266
Muswellbrook,Truck,22
Muswellbrook,Motorbike/scooter,23
Muswellbrook,Bicycle,11
Muswellbrook,Walked only,134
Muswellbrook,Other,27
Muswellbrook,Worked at home,410
Muswellbrook,Did not go to work,747
Muswellbrook,Not stated,32
Muswellbrook,Not applicable,6976
Muswellbrook Surrounds,Bus,5
Muswellbrook Surrounds,"Car, as driver",1292
Muswellbrook Surrounds,"Car as driver, car as passenger",3
Muswellbrook Surrounds,"Car as driver, motorbike/scooter",3
Muswellbrook Surrounds,"Car, as passenger",62
Muswellbrook Surrounds,Truck,19
Muswellbrook Surrounds,Motorbike/scooter,15
Muswellbrook Surrounds,Bicycle,10
Muswellbrook Surrounds,Walked only,82
Muswellbrook Surrounds,Other,22
Muswellbrook Surrounds,Worked at home,276
Muswellbrook Surrounds,Did not go to work,256
Muswellbrook Surrounds,Not stated,12
Muswellbrook Surrounds,Not applicable,2027
Scone,Taxi/ride-share service,4
Scone,"Car, as driver",1965
Scone,"Car as driver, car as passenger",4
Scone,"Car as driver, truck",3
Scone,"Car, as passenger",165
Scone,"Car as passenger, truck",3
Scone,"Car as passenger, bicycle",4
Scone,Truck,22
Scone,Motorbike/scooter,13
Scone,Bicycle,28
Scone,Walked only,95
Scone,Other,19
Scone,Worked at home,258
Scone,Did not go to work,318
Scone,Not stated,16
Scone,Not applicable,3119
Scone Surrounds,Bus,10
Scone Surrounds,"Car, as driver",2345
Scone Surrounds,"Car as driver, car as passenger",18
Scone Surrounds,"Car as driver, truck",3
Scone Surrounds,"Car as driver, motorbike/scooter",9
Scone Surrounds,"Car, as passenger",113
Scone Surrounds,Truck,47
Scone Surrounds,Motorbike/scooter,15
Scone Surrounds,Bicycle,4
Scone Surrounds,Walked only,212
Scone Surrounds,Other,58
Scone Surrounds,Worked at home,573
Scone Surrounds,Did not go to work,413
Scone Surrounds,Not stated,37
Scone Surrounds,Not applicable,4330
Dapto - Avondale,Train,52
Dapto - Avondale,"Train, bus",10
Dapto - Avondale,"Train, car as driver",24
Dapto - Avondale,"Train, car as passenger",3
Dapto - Avondale,"Train, bicycle",5
Dapto - Avondale,"Train, bus, car as passenger",3
Dapto - Avondale,Bus,55
Dapto - Avondale,"Bus, Taxi/ride-share service",3
Dapto - Avondale,"Bus, car as driver",6
Dapto - Avondale,"Bus, car as passenger",13
Dapto - Avondale,"Tram/light rail, car as driver",3
Dapto - Avondale,Taxi/ride-share service,5
Dapto - Avondale,"Car, as driver",6069
Dapto - Avondale,"Car as driver, car as passenger",7
Dapto - Avondale,"Car as driver, truck",6
Dapto - Avondale,"Car as driver, motorbike/scooter",4
Dapto - Avondale,"Car as driver, other",6
Dapto - Avondale,"Car, as passenger",373
Dapto - Avondale,Truck,83
Dapto - Avondale,Motorbike/scooter,32
Dapto - Avondale,Bicycle,24
Dapto - Avondale,Walked only,98
Dapto - Avondale,Other,32
Dapto - Avondale,Worked at home,1703
Dapto - Avondale,Did not go to work,1662
Dapto - Avondale,Not stated,42
Dapto - Avondale,Not applicable,13861
Horsley - Kembla Grange,Train,23
Horsley - Kembla Grange,"Train, bus",5
Horsley - Kembla Grange,"Train, car as driver",6
Horsley - Kembla Grange,Bus,15
Horsley - Kembla Grange,"Tram/light rail, car as driver",3
Horsley - Kembla Grange,Taxi/ride-share service,5
Horsley - Kembla Grange,"Car, as driver",3502
Horsley - Kembla Grange,"Car as driver, car as passenger",15
Horsley - Kembla Grange,"Car as driver, truck",4
Horsley - Kembla Grange,"Car as driver, other",4
Horsley - Kembla Grange,"Car, as passenger",179
Horsley - Kembla Grange,Truck,43
Horsley - Kembla Grange,Motorbike/scooter,15
Horsley - Kembla Grange,Bicycle,8
Horsley - Kembla Grange,Walked only,28
Horsley - Kembla Grange,Other,24
Horsley - Kembla Grange,Worked at home,1403
Horsley - Kembla Grange,Did not go to work,960
Horsley - Kembla Grange,Not stated,30
Horsley - Kembla Grange,Not applicable,5868
Port Kembla Industrial,Not applicable,3
Unanderra - Mount Kembla,Train,19
Unanderra - Mount Kembla,"Train, car as driver",7
Unanderra - Mount Kembla,"Train, car as passenger",4
Unanderra - Mount Kembla,"Train, bicycle",3
Unanderra - Mount Kembla,Bus,39
Unanderra - Mount Kembla,"Bus, car as passenger",6
Unanderra - Mount Kembla,Taxi/ride-share service,4
Unanderra - Mount Kembla,"Car, as driver",3629
Unanderra - Mount Kembla,"Car as driver, car as passenger",10
Unanderra - Mount Kembla,"Car as driver, truck",3
Unanderra - Mount Kembla,"Car as driver, other",3
Unanderra - Mount Kembla,"Car, as passenger",241
Unanderra - Mount Kembla,Truck,38
Unanderra - Mount Kembla,Motorbike/scooter,16
Unanderra - Mount Kembla,Bicycle,19
Unanderra - Mount Kembla,Walked only,58
Unanderra - Mount Kembla,Other,29
Unanderra - Mount Kembla,Worked at home,1839
Unanderra - Mount Kembla,Did not go to work,1005
Unanderra - Mount Kembla,Not stated,29
Unanderra - Mount Kembla,Not applicable,8281
Berkeley - Lake Heights - Cringila,Train,26
Berkeley - Lake Heights - Cringila,"Train, bus",4
Berkeley - Lake Heights - Cringila,"Train, car as driver",7
Berkeley - Lake Heights - Cringila,"Train, car as passenger",6
Berkeley - Lake Heights - Cringila,Bus,53
Berkeley - Lake Heights - Cringila,"Bus, Taxi/ride-share service",5
Berkeley - Lake Heights - Cringila,"Bus, car as driver",10
Berkeley - Lake Heights - Cringila,Ferry,4
Berkeley - Lake Heights - Cringila,Taxi/ride-share service,10
Berkeley - Lake Heights - Cringila,"Taxi/ride-share service, car as driver",3
Berkeley - Lake Heights - Cringila,"Car, as driver",3137
Berkeley - Lake Heights - Cringila,"Car as driver, car as passenger",15
Berkeley - Lake Heights - Cringila,"Car as driver, truck",3
Berkeley - Lake Heights - Cringila,"Car as driver, motorbike/scooter",3
Berkeley - Lake Heights - Cringila,"Car, as passenger",252
Berkeley - Lake Heights - Cringila,Truck,34
Berkeley - Lake Heights - Cringila,Motorbike/scooter,25
Berkeley - Lake Heights - Cringila,Bicycle,11
Berkeley - Lake Heights - Cringila,Walked only,43
Berkeley - Lake Heights - Cringila,Other,21
Berkeley - Lake Heights - Cringila,Worked at home,822
Berkeley - Lake Heights - Cringila,Did not go to work,738
Berkeley - Lake Heights - Cringila,Not stated,21
Berkeley - Lake Heights - Cringila,Not applicable,8929
Port Kembla - Warrawong,Train,17
Port Kembla - Warrawong,"Train, car as driver",7
Port Kembla - Warrawong,Bus,37
Port Kembla - Warrawong,"Bus, Taxi/ride-share service",4
Port Kembla - Warrawong,"Bus, car as passenger",5
Port Kembla - Warrawong,Taxi/ride-share service,13
Port Kembla - Warrawong,"Car, as driver",1882
Port Kembla - Warrawong,"Car as driver, car as passenger",3
Port Kembla - Warrawong,"Car as driver, truck",3
Port Kembla - Warrawong,"Car as driver, motorbike/scooter",5
Port Kembla - Warrawong,"Car as driver, other",3
Port Kembla - Warrawong,"Car, as passenger",123
Port Kembla - Warrawong,Truck,19
Port Kembla - Warrawong,Motorbike/scooter,16
Port Kembla - Warrawong,Bicycle,13
Port Kembla - Warrawong,Walked only,50
Port Kembla - Warrawong,Other,13
Port Kembla - Warrawong,Worked at home,581
Port Kembla - Warrawong,Did not go to work,545
Port Kembla - Warrawong,Not stated,12
Port Kembla - Warrawong,Not applicable,6381
Windang - Primbee,Train,3
Windang - Primbee,Bus,14
Windang - Primbee,"Car, as driver",886
Windang - Primbee,"Car, as passenger",44
Windang - Primbee,Truck,11
Windang - Primbee,Bicycle,5
Windang - Primbee,Walked only,10
Windang - Primbee,Other,11
Windang - Primbee,Worked at home,302
Windang - Primbee,Did not go to work,250
Windang - Primbee,Not stated,12
Windang - Primbee,Not applicable,2677
Albion Park - Macquarie Pass,Train,18
Albion Park - Macquarie Pass,"Train, bus",3
Albion Park - Macquarie Pass,"Train, car as driver",15
Albion Park - Macquarie Pass,"Train, car as passenger",5
Albion Park - Macquarie Pass,Bus,13
Albion Park - Macquarie Pass,"Bus, car as passenger",3
Albion Park - Macquarie Pass,Taxi/ride-share service,4
Albion Park - Macquarie Pass,"Car, as driver",5749
Albion Park - Macquarie Pass,"Car as driver, car as passenger",20
Albion Park - Macquarie Pass,"Car as driver, truck",7
Albion Park - Macquarie Pass,"Car as driver, motorbike/scooter",5
Albion Park - Macquarie Pass,"Car as driver, other",7
Albion Park - Macquarie Pass,"Car, as passenger",274
Albion Park - Macquarie Pass,Truck,75
Albion Park - Macquarie Pass,Motorbike/scooter,25
Albion Park - Macquarie Pass,Bicycle,10
Albion Park - Macquarie Pass,Walked only,63
Albion Park - Macquarie Pass,Other,46
Albion Park - Macquarie Pass,Worked at home,1817
Albion Park - Macquarie Pass,Did not go to work,1564
Albion Park - Macquarie Pass,Not stated,26
Albion Park - Macquarie Pass,Not applicable,9264
Albion Park Rail,Train,31
Albion Park Rail,"Train, bus",4
Albion Park Rail,Bus,14
Albion Park Rail,"Bus, car as passenger",5
Albion Park Rail,"Car, as driver",1805
Albion Park Rail,"Car as driver, car as passenger",7
Albion Park Rail,"Car as driver, truck",4
Albion Park Rail,"Car as driver, motorbike/scooter",5
Albion Park Rail,"Car, as passenger",85
Albion Park Rail,Truck,40
Albion Park Rail,Motorbike/scooter,14
Albion Park Rail,Bicycle,4
Albion Park Rail,Walked only,25
Albion Park Rail,Other,11
Albion Park Rail,Worked at home,379
Albion Park Rail,Did not go to work,483
Albion Park Rail,Not stated,15
Albion Park Rail,Not applicable,3984
Kiama,Train,16
Kiama,"Train, bus",5
Kiama,"Train, car as driver",6
Kiama,Bus,4
Kiama,"Bus, car as driver",5
Kiama,"Car, as driver",1788
Kiama,"Car as driver, car as passenger",7
Kiama,"Car as driver, motorbike/scooter",3
Kiama,"Car, as passenger",83
Kiama,Truck,30
Kiama,Motorbike/scooter,14
Kiama,Bicycle,15
Kiama,Walked only,119
Kiama,Other,10
Kiama,Worked at home,975
Kiama,Did not go to work,513
Kiama,Not stated,10
Kiama,Not applicable,5194
Kiama Downs - Minnamurra,Train,11
Kiama Downs - Minnamurra,"Train, car as driver",3
Kiama Downs - Minnamurra,"Car, as driver",1444
Kiama Downs - Minnamurra,"Car as driver, truck",4
