SA2 - Residence,Method of Travel to Work,Count
Windsor - Bligh Park,"Car as driver, other",7
Windsor - Bligh Park,"Car, as passenger",275
Windsor - Bligh Park,Truck,112
Windsor - Bligh Park,Motorbike/scooter,40
Windsor - Bligh Park,Bicycle,17
Windsor - Bligh Park,Walked only,100
Windsor - Bligh Park,Other,23
Windsor - Bligh Park,Worked at home,1620
Windsor - Bligh Park,Did not go to work,1031
Windsor - Bligh Park,Not stated,43
Windsor - Bligh Park,Not applicable,7856
Yarramundi - Londonderry,Train,14
Yarramundi - Londonderry,"Train, car as driver",7
Yarramundi - Londonderry,Bus,4
Yarramundi - Londonderry,"Car, as driver",1563
Yarramundi - Londonderry,"Car as driver, car as passenger",5
Yarramundi - Londonderry,"Car as driver, truck",3
Yarramundi - Londonderry,"Car as driver, other",3
Yarramundi - Londonderry,"Car, as passenger",92
Yarramundi - Londonderry,Truck,185
Yarramundi - Londonderry,Motorbike/scooter,8
Yarramundi - Londonderry,Bicycle,5
Yarramundi - Londonderry,Walked only,88
Yarramundi - Londonderry,Other,20
Yarramundi - Londonderry,Worked at home,722
Yarramundi - Londonderry,Did not go to work,436
Yarramundi - Londonderry,Not stated,5
Yarramundi - Londonderry,Not applicable,4332
Erskine Park,Train,18
Erskine Park,"Train, bus",9
Erskine Park,"Train, car as driver",9
Erskine Park,"Train, bus, Taxi/ride-share service",4
Erskine Park,Bus,13
Erskine Park,Taxi/ride-share service,4
Erskine Park,"Car, as driver",1705
Erskine Park,"Car as driver, car as passenger",6
Erskine Park,"Car as driver, truck",6
Erskine Park,"Car, as passenger",112
Erskine Park,Truck,43
Erskine Park,Motorbike/scooter,3
Erskine Park,Walked only,14
Erskine Park,Other,18
Erskine Park,Worked at home,878
Erskine Park,Did not go to work,527
Erskine Park,Not stated,14
Erskine Park,Not applicable,3080
St Clair,Train,70
St Clair,"Train, bus",52
St Clair,"Train, car as driver",26
St Clair,"Train, car as passenger",11
St Clair,"Train, bus, car as driver",4
St Clair,"Train, bus, car as passenger",9
St Clair,Bus,41
St Clair,"Bus, car as driver",6
St Clair,Taxi/ride-share service,8
St Clair,"Car, as driver",4745
St Clair,"Car as driver, car as passenger",9
St Clair,"Car as driver, truck",4
St Clair,"Car as driver, motorbike/scooter",8
St Clair,"Car as driver, other",6
St Clair,"Car, as passenger",338
St Clair,"Car as passenger, other",6
St Clair,Truck,116
St Clair,Motorbike/scooter,23
St Clair,Bicycle,4
St Clair,Walked only,48
St Clair,Other,44
St Clair,Worked at home,2300
St Clair,Did not go to work,1556
St Clair,Not stated,46
St Clair,Not applicable,10468
Colyton - Oxley Park,Train,37
Colyton - Oxley Park,"Train, bus",53
Colyton - Oxley Park,"Train, car as driver",20
Colyton - Oxley Park,"Train, car as passenger",4
Colyton - Oxley Park,"Train, bus, car as driver",6
Colyton - Oxley Park,Bus,31
Colyton - Oxley Park,"Bus, car as driver, car as passenger",3
Colyton - Oxley Park,Taxi/ride-share service,14
Colyton - Oxley Park,"Car, as driver",2664
Colyton - Oxley Park,"Car as driver, car as passenger",9
Colyton - Oxley Park,"Car as driver, truck",4
Colyton - Oxley Park,"Car as driver, motorbike/scooter",3
Colyton - Oxley Park,"Car as driver, bicycle",4
Colyton - Oxley Park,"Car as driver, other",5
Colyton - Oxley Park,"Car, as passenger",233
Colyton - Oxley Park,Truck,69
Colyton - Oxley Park,Motorbike/scooter,18
Colyton - Oxley Park,Bicycle,11
Colyton - Oxley Park,Walked only,25
Colyton - Oxley Park,Other,22
Colyton - Oxley Park,Worked at home,1084
Colyton - Oxley Park,Did not go to work,763
Colyton - Oxley Park,Not stated,36
Colyton - Oxley Park,Not applicable,7889
St Marys - North St Marys,Train,154
St Marys - North St Marys,"Train, bus",87
St Marys - North St Marys,"Train, Tram/light rail",3
St Marys - North St Marys,"Train, car as driver",25
St Marys - North St Marys,"Train, car as passenger",9
St Marys - North St Marys,"Train, other",4
St Marys - North St Marys,"Train, bus, Taxi/ride-share service",8
St Marys - North St Marys,"Train, bus, car as passenger",8
St Marys - North St Marys,"Train, bus, other",3
St Marys - North St Marys,Bus,38
St Marys - North St Marys,"Bus, Taxi/ride-share service",5
St Marys - North St Marys,"Bus, car as passenger",8
St Marys - North St Marys,Taxi/ride-share service,18
St Marys - North St Marys,"Taxi/ride-share service, car as passenger",4
St Marys - North St Marys,"Car, as driver",3303
St Marys - North St Marys,"Car as driver, car as passenger",8
St Marys - North St Marys,"Car as driver, truck",3
St Marys - North St Marys,"Car as driver, motorbike/scooter",3
St Marys - North St Marys,"Car as driver, other",9
St Marys - North St Marys,"Car, as passenger",320
St Marys - North St Marys,Truck,63
St Marys - North St Marys,Motorbike/scooter,33
St Marys - North St Marys,Bicycle,22
St Marys - North St Marys,Walked only,84
St Marys - North St Marys,Other,33
St Marys - North St Marys,Worked at home,1282
St Marys - North St Marys,Did not go to work,960
St Marys - North St Marys,Not stated,36
St Marys - North St Marys,Not applicable,10781
Rookwood Cemetery,Walked only,3
Auburn - Central,Train,923
Auburn - Central,"Train, bus",335
Auburn - Central,"Train, Tram/light rail",12
Auburn - Central,"Train, Taxi/ride-share service",3
Auburn - Central,"Train, car as driver",23
Auburn - Central,"Train, car as passenger",20
Auburn - Central,"Train, bicycle",3
Auburn - Central,"Train, other",3
Auburn - Central,"Train, bus, Tram/light rail",5
Auburn - Central,"Train, bus, Taxi/ride-share service",13
Auburn - Central,"Train, bus, car as driver",11
Auburn - Central,"Train, bus, car as passenger",14
Auburn - Central,"Train, bus, motorbike/scooter",6
Auburn - Central,"Train, car as driver, car as passenger",6
Auburn - Central,Bus,46
Auburn - Central,"Bus, car as passenger",4
Auburn - Central,"Bus, other",3
Auburn - Central,Taxi/ride-share service,25
Auburn - Central,"Car, as driver",2135
Auburn - Central,"Car as driver, car as passenger",15
Auburn - Central,"Car as driver, truck",4
Auburn - Central,"Car as driver, motorbike/scooter",4
Auburn - Central,"Car, as passenger",226
Auburn - Central,Truck,36
Auburn - Central,Motorbike/scooter,51
Auburn - Central,Bicycle,22
Auburn - Central,Walked only,194
Auburn - Central,Other,51
Auburn - Central,Worked at home,1096
Auburn - Central,Did not go to work,1011
Auburn - Central,Not stated,75
Auburn - Central,Not applicable,13100
Auburn - North,Train,823
Auburn - North,"Train, bus",318
Auburn - North,"Train, Tram/light rail",6
Auburn - North,"Train, Taxi/ride-share service",5
Auburn - North,"Train, car as driver",15
Auburn - North,"Train, car as passenger",23
Auburn - North,"Train, motorbike/scooter",8
Auburn - North,"Train, bus, ferry",7
Auburn - North,"Train, bus, Tram/light rail",7
Auburn - North,"Train, bus, Taxi/ride-share service",16
Auburn - North,"Train, bus, car as driver",8
Auburn - North,"Train, bus, car as passenger",25
Auburn - North,"Train, bus, other",6
Auburn - North,"Train, Tram/light rail, car as driver",3
Auburn - North,Bus,42
Auburn - North,Taxi/ride-share service,18
Auburn - North,"Taxi/ride-share service, other",4
Auburn - North,"Car, as driver",1271
Auburn - North,"Car as driver, car as passenger",10
Auburn - North,"Car as driver, other",5
Auburn - North,"Car, as passenger",171
Auburn - North,Truck,13
Auburn - North,Motorbike/scooter,35
Auburn - North,Bicycle,18
Auburn - North,Walked only,161
Auburn - North,Other,33
Auburn - North,Worked at home,498
Auburn - North,Did not go to work,616
Auburn - North,Not stated,35
Auburn - North,Not applicable,6389
Auburn - South,Train,73
Auburn - South,"Train, bus",19
Auburn - South,"Train, car as driver",16
Auburn - South,"Train, car as passenger",7
Auburn - South,"Train, bus, car as driver",7
Auburn - South,Bus,8
Auburn - South,Taxi/ride-share service,4
Auburn - South,"Car, as driver",1140
Auburn - South,"Car as driver, car as passenger",15
Auburn - South,"Car as driver, truck",4
Auburn - South,"Car as driver, other",4
Auburn - South,"Car, as passenger",101
Auburn - South,Truck,22
Auburn - South,Motorbike/scooter,8
Auburn - South,Bicycle,8
Auburn - South,Walked only,26
Auburn - South,Other,19
Auburn - South,Worked at home,638
Auburn - South,Did not go to work,450
Auburn - South,Not stated,25
Auburn - South,Not applicable,6260
Berala,Train,209
Berala,"Train, bus",44
Berala,"Train, Tram/light rail",4
Berala,"Train, car as driver",10
Berala,"Train, car as passenger",16
Berala,Bus,6
Berala,Taxi/ride-share service,7
Berala,"Car, as driver",1212
Berala,"Car as driver, car as passenger",9
Berala,"Car as driver, other",6
Berala,"Car, as passenger",150
Berala,Truck,21
Berala,Motorbike/scooter,6
Berala,Bicycle,10
Berala,Walked only,52
Berala,Other,15
Berala,Worked at home,823
Berala,Did not go to work,502
Berala,Not stated,27
Berala,Not applicable,5464
Lidcombe,Train,924
Lidcombe,"Train, bus",252
Lidcombe,"Train, Tram/light rail",11
Lidcombe,"Train, Taxi/ride-share service",7
Lidcombe,"Train, car as driver",33
Lidcombe,"Train, car as passenger",29
Lidcombe,"Train, bicycle",4
Lidcombe,"Train, other",3
Lidcombe,"Train, bus, ferry",4
Lidcombe,"Train, bus, Tram/light rail",8
Lidcombe,"Train, bus, Taxi/ride-share service",12
Lidcombe,"Train, bus, car as driver",8
Lidcombe,"Train, bus, car as passenger",21
Lidcombe,"Train, Tram/light rail, car as driver",4
Lidcombe,"Train, car as driver, car as passenger",5
Lidcombe,Bus,68
Lidcombe,"Bus, car as passenger",3
Lidcombe,Tram/light rail,5
Lidcombe,Taxi/ride-share service,19
Lidcombe,"Car, as driver",2976
Lidcombe,"Car as driver, car as passenger",14
Lidcombe,"Car as driver, motorbike/scooter",4
Lidcombe,"Car, as passenger",347
Lidcombe,"Car as passenger, other",9
Lidcombe,Truck,27
Lidcombe,Motorbike/scooter,35
Lidcombe,Bicycle,34
Lidcombe,Walked only,230
Lidcombe,Other,62
Lidcombe,Worked at home,2726
Lidcombe,Did not go to work,1416
Lidcombe,Not stated,59
Lidcombe,Not applicable,11814
Regents Park,Train,101
Regents Park,"Train, bus",18
Regents Park,"Train, Taxi/ride-share service",4
Regents Park,"Train, car as driver",7
Regents Park,"Train, car as passenger",5
Regents Park,Bus,5
Regents Park,Taxi/ride-share service,5
Regents Park,"Car, as driver",767
Regents Park,"Car, as passenger",67
Regents Park,Truck,4
Regents Park,Motorbike/scooter,4
Regents Park,Bicycle,8
Regents Park,Walked only,31
Regents Park,Other,18
Regents Park,Worked at home,438
Regents Park,Did not go to work,300
Regents Park,Not stated,13
Regents Park,Not applicable,3335
Silverwater - Newington,Train,28
Silverwater - Newington,"Train, bus",38
Silverwater - Newington,"Train, car as driver",10
Silverwater - Newington,"Train, bicycle",5
Silverwater - Newington,"Train, bus, ferry",5
Silverwater - Newington,Bus,35
Silverwater - Newington,"Bus, car as passenger",3
Silverwater - Newington,Taxi/ride-share service,7
Silverwater - Newington,"Car, as driver",1245
Silverwater - Newington,"Car as driver, car as passenger",3
Silverwater - Newington,"Car, as passenger",90
Silverwater - Newington,Truck,18
Silverwater - Newington,Motorbike/scooter,13
Silverwater - Newington,Bicycle,24
Silverwater - Newington,Walked only,92
Silverwater - Newington,Other,12
Silverwater - Newington,Worked at home,1709
Silverwater - Newington,Did not go to work,504
Silverwater - Newington,Not stated,18
Silverwater - Newington,Not applicable,5379
Wentworth Point - Sydney Olympic Park,Train,287
Wentworth Point - Sydney Olympic Park,"Train, bus",241
Wentworth Point - Sydney Olympic Park,"Train, ferry",6
Wentworth Point - Sydney Olympic Park,"Train, Tram/light rail",9
Wentworth Point - Sydney Olympic Park,"Train, car as driver",28
Wentworth Point - Sydney Olympic Park,"Train, car as passenger",13
Wentworth Point - Sydney Olympic Park,"Train, bicycle",5
Wentworth Point - Sydney Olympic Park,"Train, other",3
Wentworth Point - Sydney Olympic Park,"Train, bus, ferry",19
Wentworth Point - Sydney Olympic Park,"Train, bus, Tram/light rail",6
Wentworth Point - Sydney Olympic Park,"Train, bus, Taxi/ride-share service",3
Wentworth Point - Sydney Olympic Park,"Train, bus, car as driver",21
Wentworth Point - Sydney Olympic Park,"Train, bus, car as passenger",14
Wentworth Point - Sydney Olympic Park,"Train, bus, other",3
Wentworth Point - Sydney Olympic Park,Bus,93
Wentworth Point - Sydney Olympic Park,"Bus, ferry",5
Wentworth Point - Sydney Olympic Park,"Bus, car as driver",5
Wentworth Point - Sydney Olympic Park,"Bus, car as passenger",6
Wentworth Point - Sydney Olympic Park,"Bus, bicycle",3
Wentworth Point - Sydney Olympic Park,"Bus, other",5
Wentworth Point - Sydney Olympic Park,Ferry,23
Wentworth Point - Sydney Olympic Park,"Ferry, Tram/light rail",4
Wentworth Point - Sydney Olympic Park,Taxi/ride-share service,11
Wentworth Point - Sydney Olympic Park,"Car, as driver",3148
Wentworth Point - Sydney Olympic Park,"Car as driver, car as passenger",11
Wentworth Point - Sydney Olympic Park,"Car as driver, motorbike/scooter",10
Wentworth Point - Sydney Olympic Park,"Car as driver, bicycle",3
Wentworth Point - Sydney Olympic Park,"Car as driver, other",5
Wentworth Point - Sydney Olympic Park,"Car, as passenger",246
Wentworth Point - Sydney Olympic Park,Truck,18
Wentworth Point - Sydney Olympic Park,Motorbike/scooter,33
Wentworth Point - Sydney Olympic Park,Bicycle,29
Wentworth Point - Sydney Olympic Park,Walked only,241
Wentworth Point - Sydney Olympic Park,Other,53
Wentworth Point - Sydney Olympic Park,Worked at home,5740
Wentworth Point - Sydney Olympic Park,Did not go to work,1404
Wentworth Point - Sydney Olympic Park,Not stated,51
Wentworth Point - Sydney Olympic Park,Not applicable,8593
Ermington - Rydalmere,Train,78
Ermington - Rydalmere,"Train, bus",94
Ermington - Rydalmere,"Train, car as driver",33
Ermington - Rydalmere,"Train, car as passenger",6
Ermington - Rydalmere,"Train, other",3
Ermington - Rydalmere,"Train, bus, ferry",3
Ermington - Rydalmere,"Train, bus, Taxi/ride-share service",9
Ermington - Rydalmere,"Train, bus, car as driver",11
Ermington - Rydalmere,"Train, bus, car as passenger",6
Ermington - Rydalmere,"Train, bus, other",3
Ermington - Rydalmere,Bus,146
Ermington - Rydalmere,"Bus, car as driver",11
Ermington - Rydalmere,"Bus, car as passenger",16
Ermington - Rydalmere,"Bus, car as driver, car as passenger",4
Ermington - Rydalmere,"Ferry, car as driver",3
Ermington - Rydalmere,Taxi/ride-share service,8
Ermington - Rydalmere,"Car, as driver",4057
Ermington - Rydalmere,"Car as driver, car as passenger",22
Ermington - Rydalmere,"Car as driver, truck",3
Ermington - Rydalmere,"Car as driver, motorbike/scooter",7
Ermington - Rydalmere,"Car as driver, bicycle",5
Ermington - Rydalmere,"Car as driver, other",11
Ermington - Rydalmere,"Car, as passenger",298
Ermington - Rydalmere,Truck,37
Ermington - Rydalmere,Motorbike/scooter,54
Ermington - Rydalmere,Bicycle,39
Ermington - Rydalmere,Walked only,93
Ermington - Rydalmere,Other,58
Ermington - Rydalmere,Worked at home,4284
Ermington - Rydalmere,Did not go to work,1731
Ermington - Rydalmere,Not stated,42
Ermington - Rydalmere,Not applicable,13456
Oatlands - Dundas Valley,Train,60
Oatlands - Dundas Valley,"Train, bus",60
Oatlands - Dundas Valley,"Train, car as driver",17
Oatlands - Dundas Valley,"Train, car as passenger",3
Oatlands - Dundas Valley,"Train, bus, Taxi/ride-share service",5
Oatlands - Dundas Valley,"Train, bus, car as driver",15
Oatlands - Dundas Valley,"Train, bus, car as passenger",11
Oatlands - Dundas Valley,Bus,63
Oatlands - Dundas Valley,"Bus, car as driver",10
Oatlands - Dundas Valley,"Bus, car as passenger",10
Oatlands - Dundas Valley,Taxi/ride-share service,16
Oatlands - Dundas Valley,"Car, as driver",2911
Oatlands - Dundas Valley,"Car as driver, car as passenger",8
Oatlands - Dundas Valley,"Car as driver, motorbike/scooter",9
Oatlands - Dundas Valley,"Car as driver, other",4
Oatlands - Dundas Valley,"Car, as passenger",209
Oatlands - Dundas Valley,Truck,31
Oatlands - Dundas Valley,Motorbike/scooter,16
Oatlands - Dundas Valley,Bicycle,13
Oatlands - Dundas Valley,Walked only,50
Oatlands - Dundas Valley,Other,43
Oatlands - Dundas Valley,Worked at home,3191
Oatlands - Dundas Valley,Did not go to work,1209
Oatlands - Dundas Valley,Not stated,34
Oatlands - Dundas Valley,Not applicable,10501
Carlingford - East,Train,55
Carlingford - East,"Train, bus",57
Carlingford - East,"Train, car as driver",10
Carlingford - East,"Train, car as passenger",9
Carlingford - East,"Train, bus, car as driver",9
Carlingford - East,"Train, bus, car as passenger",7
Carlingford - East,Bus,22
Carlingford - East,"Bus, car as driver",5
Carlingford - East,"Car, as driver",1524
Carlingford - East,"Car as driver, car as passenger",5
Carlingford - East,"Car as driver, other",8
Carlingford - East,"Car, as passenger",123
Carlingford - East,Truck,12
Carlingford - East,Motorbike/scooter,10
Carlingford - East,Bicycle,5
Carlingford - East,Walked only,69
Carlingford - East,Other,29
Carlingford - East,Worked at home,2396
Carlingford - East,Did not go to work,752
Carlingford - East,Not stated,25
Carlingford - East,Not applicable,6485
Carlingford - West,Train,47
Carlingford - West,"Train, bus",88
Carlingford - West,"Train, car as driver",16
Carlingford - West,"Train, car as passenger",5
Carlingford - West,"Train, bus, car as driver",9
Carlingford - West,"Train, bus, car as passenger",8
Carlingford - West,Bus,147
Carlingford - West,"Bus, car as driver",17
Carlingford - West,"Bus, car as passenger",6
Carlingford - West,Taxi/ride-share service,6
Carlingford - West,"Car, as driver",2899
Carlingford - West,"Car as driver, car as passenger",9
Carlingford - West,"Car as driver, truck",4
Carlingford - West,"Car as driver, bicycle",3
Carlingford - West,"Car as driver, other",4
Carlingford - West,"Car, as passenger",186
Carlingford - West,Truck,33
Carlingford - West,Motorbike/scooter,19
Carlingford - West,Bicycle,5
Carlingford - West,Walked only,75
Carlingford - West,Other,33
Carlingford - West,Worked at home,3679
Carlingford - West,Did not go to work,1123
Carlingford - West,Not stated,41
Carlingford - West,Not applicable,10765
Chester Hill - Sefton,Train,162
Chester Hill - Sefton,"Train, bus",44
Chester Hill - Sefton,"Train, car as driver",19
Chester Hill - Sefton,"Train, car as passenger",16
Chester Hill - Sefton,"Train, other",3
Chester Hill - Sefton,"Train, bus, Taxi/ride-share service",3
Chester Hill - Sefton,"Train, bus, car as driver",7
Chester Hill - Sefton,"Train, bus, car as passenger",3
Chester Hill - Sefton,Bus,37
Chester Hill - Sefton,"Bus, car as driver",3
Chester Hill - Sefton,"Bus, car as passenger",3
Chester Hill - Sefton,Taxi/ride-share service,11
Chester Hill - Sefton,"Car, as driver",2613
Chester Hill - Sefton,"Car as driver, car as passenger",19
Chester Hill - Sefton,"Car as driver, motorbike/scooter",4
Chester Hill - Sefton,"Car as driver, other",4
Chester Hill - Sefton,"Car, as passenger",224
Chester Hill - Sefton,"Car as passenger, other",5
Chester Hill - Sefton,Truck,51
Chester Hill - Sefton,Motorbike/scooter,9
Chester Hill - Sefton,Bicycle,10
Chester Hill - Sefton,Walked only,93
Chester Hill - Sefton,Other,35
Chester Hill - Sefton,Worked at home,1616
Chester Hill - Sefton,Did not go to work,1051
Chester Hill - Sefton,Not stated,35
Chester Hill - Sefton,Not applicable,14765
Fairfield - East,Train,158
Fairfield - East,"Train, bus",32
Fairfield - East,"Train, car as driver",20
Fairfield - East,"Train, car as passenger",4
Fairfield - East,"Train, bus, Taxi/ride-share service",3
Fairfield - East,Bus,22
Fairfield - East,"Bus, Taxi/ride-share service",4
Fairfield - East,"Bus, car as driver",3
Fairfield - East,Taxi/ride-share service,8
Fairfield - East,"Car, as driver",1981
Fairfield - East,"Car as driver, car as passenger",15
Fairfield - East,"Car as driver, truck",5
Fairfield - East,"Car as driver, motorbike/scooter",3
Fairfield - East,"Car as driver, other",3
Fairfield - East,"Car, as passenger",174
Fairfield - East,"Car as passenger, other",7
Fairfield - East,Truck,45
Fairfield - East,Motorbike/scooter,11
Fairfield - East,Bicycle,16
Fairfield - East,Walked only,60
Fairfield - East,Other,19
Fairfield - East,Worked at home,951
Fairfield - East,Did not go to work,649
Fairfield - East,Not stated,40
Fairfield - East,Not applicable,11501
Granville - Clyde,Train,957
Granville - Clyde,"Train, bus",395
Granville - Clyde,"Train, Tram/light rail",15
Granville - Clyde,"Train, Taxi/ride-share service",6
Granville - Clyde,"Train, car as driver",35
Granville - Clyde,"Train, car as passenger",30
Granville - Clyde,"Train, other",4
Granville - Clyde,"Train, bus, ferry",5
Granville - Clyde,"Train, bus, Tram/light rail",7
Granville - Clyde,"Train, bus, Taxi/ride-share service",15
Granville - Clyde,"Train, bus, car as driver",17
Granville - Clyde,"Train, bus, car as passenger",23
Granville - Clyde,Bus,53
Granville - Clyde,"Bus, Taxi/ride-share service",5
Granville - Clyde,"Bus, car as driver",4
Granville - Clyde,"Bus, car as passenger",8
Granville - Clyde,"Bus, Taxi/ride-share service, car as passenger",5
Granville - Clyde,Taxi/ride-share service,23
Granville - Clyde,"Car, as driver",2870
Granville - Clyde,"Car as driver, car as passenger",20
Granville - Clyde,"Car as driver, truck",4
Granville - Clyde,"Car as driver, other",4
Granville - Clyde,"Car, as passenger",346
Granville - Clyde,"Car as passenger, other",3
Granville - Clyde,Truck,55
Granville - Clyde,Motorbike/scooter,39
Granville - Clyde,Bicycle,19
Granville - Clyde,Walked only,137
Granville - Clyde,Other,50
Granville - Clyde,Worked at home,1970
Granville - Clyde,Did not go to work,1293
Granville - Clyde,Not stated,67
Granville - Clyde,Not applicable,14769
Guildford - South Granville,Train,148
Guildford - South Granville,"Train, bus",78
Guildford - South Granville,"Train, car as driver",23
Guildford - South Granville,"Train, car as passenger",12
Guildford - South Granville,"Train, other",3
Guildford - South Granville,"Train, bus, Taxi/ride-share service",3
Guildford - South Granville,"Train, bus, car as driver",3
Guildford - South Granville,"Train, bus, car as passenger",6
Guildford - South Granville,"Train, car as driver, car as passenger",4
Guildford - South Granville,Bus,30
Guildford - South Granville,"Bus, car as driver",3
Guildford - South Granville,Taxi/ride-share service,11
Guildford - South Granville,"Car, as driver",2409
Guildford - South Granville,"Car as driver, car as passenger",12
Guildford - South Granville,"Car as driver, truck",3
Guildford - South Granville,"Car as driver, motorbike/scooter",4
Guildford - South Granville,"Car, as passenger",256
Guildford - South Granville,Truck,49
Guildford - South Granville,Motorbike/scooter,5
Guildford - South Granville,Bicycle,9
Guildford - South Granville,Walked only,74
Guildford - South Granville,Other,36
Guildford - South Granville,Worked at home,1356
Guildford - South Granville,Did not go to work,914
Guildford - South Granville,Not stated,61
Guildford - South Granville,Not applicable,16865
Guildford West - Merrylands West,Train,203
Guildford West - Merrylands West,"Train, bus",94
Guildford West - Merrylands West,"Train, Tram/light rail",6
Guildford West - Merrylands West,"Train, Taxi/ride-share service",5
Guildford West - Merrylands West,"Train, car as driver",18
Guildford West - Merrylands West,"Train, car as passenger",12
Guildford West - Merrylands West,"Train, bicycle",4
Guildford West - Merrylands West,"Train, other",5
Guildford West - Merrylands West,"Train, bus, Taxi/ride-share service",9
Guildford West - Merrylands West,"Train, bus, car as driver",5
Guildford West - Merrylands West,"Train, bus, car as passenger",12
Guildford West - Merrylands West,Bus,66
Guildford West - Merrylands West,"Bus, car as passenger",6
Guildford West - Merrylands West,Taxi/ride-share service,12
Guildford West - Merrylands West,"Car, as driver",3106
Guildford West - Merrylands West,"Car as driver, car as passenger",17
Guildford West - Merrylands West,"Car as driver, truck",8
Guildford West - Merrylands West,"Car as driver, other",5
Guildford West - Merrylands West,"Car, as passenger",287
Guildford West - Merrylands West,Truck,60
Guildford West - Merrylands West,Motorbike/scooter,13
Guildford West - Merrylands West,Bicycle,12
Guildford West - Merrylands West,Walked only,59
Guildford West - Merrylands West,Other,51
Guildford West - Merrylands West,Worked at home,1977
Guildford West - Merrylands West,Did not go to work,1223
Guildford West - Merrylands West,Not stated,60
Guildford West - Merrylands West,Not applicable,15591
Smithfield Industrial,Walked only,3
Smithfield Industrial,Not applicable,6
Yennora Industrial,"Car, as driver",6
Yennora Industrial,Not applicable,10
Greystanes - South,Train,43
Greystanes - South,"Train, bus",25
Greystanes - South,"Train, car as driver",8
Greystanes - South,"Train, car as passenger",5
Greystanes - South,"Train, bus, car as driver",4
Greystanes - South,"Train, bus, car as passenger",5
Greystanes - South,Bus,25
Greystanes - South,"Bus, car as driver",4
Greystanes - South,"Bus, car as passenger",5
Greystanes - South,Ferry,3
Greystanes - South,Taxi/ride-share service,4
Greystanes - South,"Car, as driver",2619
Greystanes - South,"Car as driver, car as passenger",14
Greystanes - South,"Car as driver, truck",4
Greystanes - South,"Car as driver, motorbike/scooter",4
Greystanes - South,"Car as driver, other",4
Greystanes - South,"Car, as passenger",207
Greystanes - South,Truck,57
Greystanes - South,Motorbike/scooter,14
Greystanes - South,Bicycle,17
Greystanes - South,Walked only,47
Greystanes - South,Other,35
Greystanes - South,Worked at home,2227
Greystanes - South,Did not go to work,1186
Greystanes - South,Not stated,33
Greystanes - South,Not applicable,10055
Merrylands - Holroyd,Train,370
Merrylands - Holroyd,"Train, bus",166
Merrylands - Holroyd,"Train, car as driver",28
Merrylands - Holroyd,"Train, car as passenger",18
Merrylands - Holroyd,"Train, bicycle",3
Merrylands - Holroyd,"Train, bus, Tram/light rail",5
Merrylands - Holroyd,"Train, bus, Taxi/ride-share service",3
Merrylands - Holroyd,"Train, bus, car as driver",11
Merrylands - Holroyd,"Train, bus, car as passenger",12
Merrylands - Holroyd,"Train, car as driver, car as passenger",3
Merrylands - Holroyd,Bus,77
Merrylands - Holroyd,"Bus, Taxi/ride-share service",3
Merrylands - Holroyd,"Bus, car as driver",4
Merrylands - Holroyd,"Bus, car as passenger",7
Merrylands - Holroyd,"Bus, car as driver, car as passenger",4
Merrylands - Holroyd,Ferry,4
Merrylands - Holroyd,"Tram/light rail, car as driver",5
Merrylands - Holroyd,Taxi/ride-share service,28
Merrylands - Holroyd,"Taxi/ride-share service, car as driver",6
Merrylands - Holroyd,"Car, as driver",3045
Merrylands - Holroyd,"Car as driver, car as passenger",18
Merrylands - Holroyd,"Car as driver, truck",9
Merrylands - Holroyd,"Car as driver, other",4
Merrylands - Holroyd,"Car, as passenger",295
Merrylands - Holroyd,Truck,50
Merrylands - Holroyd,Motorbike/scooter,16
Merrylands - Holroyd,Bicycle,15
Merrylands - Holroyd,Walked only,147
Merrylands - Holroyd,Other,56
Merrylands - Holroyd,Worked at home,2291
Merrylands - Holroyd,Did not go to work,1207
Merrylands - Holroyd,Not stated,66
Merrylands - Holroyd,Not applicable,15842
Pemulwuy - Greystanes (North),Train,40
Pemulwuy - Greystanes (North),"Train, bus",16
Pemulwuy - Greystanes (North),"Train, car as driver",8
Pemulwuy - Greystanes (North),"Train, bus, Taxi/ride-share service",3
Pemulwuy - Greystanes (North),Bus,17
Pemulwuy - Greystanes (North),"Bus, car as passenger",5
Pemulwuy - Greystanes (North),Taxi/ride-share service,12
Pemulwuy - Greystanes (North),"Car, as driver",1764
Pemulwuy - Greystanes (North),"Car as driver, car as passenger",4
Pemulwuy - Greystanes (North),"Car as driver, motorbike/scooter",3
Pemulwuy - Greystanes (North),"Car, as passenger",142
Pemulwuy - Greystanes (North),Truck,19
Pemulwuy - Greystanes (North),Motorbike/scooter,3
Pemulwuy - Greystanes (North),Walked only,37
Pemulwuy - Greystanes (North),Other,21
Pemulwuy - Greystanes (North),Worked at home,1961
Pemulwuy - Greystanes (North),Did not go to work,748
Pemulwuy - Greystanes (North),Not stated,14
Pemulwuy - Greystanes (North),Not applicable,6066
South Wentworthville,Train,26
South Wentworthville,"Train, bus",32
South Wentworthville,"Train, bus, car as driver",4
South Wentworthville,Bus,35
South Wentworthville,"Bus, car as passenger",6
South Wentworthville,Taxi/ride-share service,7
South Wentworthville,"Car, as driver",1089
South Wentworthville,"Car as driver, car as passenger",4
South Wentworthville,"Car as driver, other",3
South Wentworthville,"Car, as passenger",88
South Wentworthville,Truck,18
South Wentworthville,Motorbike/scooter,6
South Wentworthville,Walked only,16
South Wentworthville,Other,22
South Wentworthville,Worked at home,845
