"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","CBD_COMMUTERS","TOTAL_COMMUTERS_OD","CBD_DEPENDENCY_RATE"
2011,102021047,"Chittaway Bay - Tumbi Umbi",0,4815,0
2016,117011321,"Botany",1583,5276,0.3000379075056861258529188779378316906748
2016,114021286,"Mittagong",138,3594,0.0383973288814691151919866444073455759599
2016,111011208,"Charlestown - Dudley",63,10403,0.006055945400365279246371239065654138229357
2016,119011571,"Bankstown - North",954,5545,0.1720468890892696122633002705139765554554
2016,103031070,"Lithgow",16,4277,0.003740939911152677110123918634556932429273
2016,127021516,"Fairfield - West",592,5969,0.0991790919752052270061986932484503266879
2021,103021063,"Cowra",13,3480,0.003735632183908045977011494252873563218391
2021,106031119,"Anna Bay",20,2373,0.008428150021070375052675937631689844079225
2021,108041162,"Laurieton - Bonny Hills",33,5857,0.005634283763018610210005122076148198736555
2021,110011188,"Armidale Surrounds - South",9,2580,0.003488372093023255813953488372093023255814
2021,118011346,"Rose Bay - Vaucluse - Watsons Bay",1949,5173,0.3767639667504349507055867001739802822347
2021,116021628,"Kellyville Ridge - The Ponds",1594,10198,0.1563051578740929594038046675818787997647
2021,115011621,"Kellyville - East",1184,8789,0.1347138468540220730458527705085902833087
2011,101041025,"Merimbula - Tura Beach",0,3367,0
2016,111021220,"Wangi Wangi - Rathmines",40,3478,0.0115008625646923519263944795859689476711
2016,126011495,"Epping - North Epping",2826,12525,0.2256287425149700598802395209580838323353
2016,106011107,"Branxton - Greta - Pokolbin",22,4501,0.004887802710508775827593868029326816263053
2016,104021085,"Coffs Harbour - South",10,3778,0.002646903123345685547908946532556908417152
2021,101041018,"Batemans Bay - South",18,2909,0.006187693365417669302165692677896184255758
2021,110041203,"Tamworth - North",22,7218,0.003047935716264893322249930728733721252424
2021,114011273,"Callala Bay - Currarong",33,1240,0.0266129032258064516129032258064516129032
2021,116031316,"Lethbridge Park - Tregear",439,6713,0.0653955012661999106211827796812155519142
2021,127021518,"Horsley Park - Kemps Creek",63,1645,0.0382978723404255319148936170212765957447
2016,121041415,"Mosman",5360,13521,0.396420383107758301900746986169662007248
2016,119041379,"Kogarah Bay - Carlton - Allawah",2132,7580,0.2812664907651715039577836411609498680739
2016,105011093,"Cobar",0,1921,0
2021,105021097,"Broken Hill",0,6869,0
2021,108041619,"Port Macquarie - East",45,5184,0.008680555555555555555555555555555555555556
2021,111031229,"Newcastle - Cooks Hill",138,7244,0.0190502484815019326339039204859193815572
2021,116011561,"Blacktown - West",692,6967,0.0993253911296110233960097602985503085977
2021,122021690,"Mona Vale - Warriewood (North)",708,6518,0.10862227677201595581466707579011966861
2021,119031374,"South Hurstville - Blakehurst",2599,11294,0.2301221887727997166637152470338232689924
2011,101021011,"Queanbeyan Region",0,2304,0
2016,102021047,"Chittaway Bay - Tumbi Umbi",226,6642,0.0340258958145137006925624811803673592291
2016,123021441,"Leumeah - Minto Heights",740,7150,0.1034965034965034965034965034965034965035
2016,111031233,"Wallsend - Elermore Vale",34,7759,0.004382007990720453666709627529320788761438
2016,127011597,"West Hoxton - Middleton Grange",608,6687,0.0909226858082847315687154179751757140721
2021,110031197,"Narrabri",4,3071,0.001302507326603712145880820579615760338652
2021,112031253,"Pottsville",30,4620,0.006493506493506493506493506493506493506494
2021,123011433,"Camden - Ellis Lane",293,5782,0.0506745070909719820131442407471463161536
2016,102021048,"Gorokan - Kanwal - Charmhaven",201,7562,0.0265802697699021422903993652472890769638
2016,103011059,"Bathurst - East",14,4711,0.002971768202080237741456166419019316493314
2016,124041467,"Windsor - Bligh Park",284,7155,0.0396925227113906359189378057302585604472
2016,127021518,"Horsley Park - Kemps Creek",96,1828,0.0525164113785557986870897155361050328228
2021,103011613,"Bathurst - West",46,6684,0.006882106523040095751047277079593058049072
2021,104021083,"Bellingen",21,2302,0.009122502172024326672458731537793223284101
2021,111011206,"Belmont - Bennetts Green",55,7584,0.007252109704641350210970464135021097046414
2021,125021711,"Carlingford - East",888,4852,0.1830173124484748557295960428689200329761
2011,102011040,"Umina - Booker Bay - Patonga",0,4841,0
2016,104021083,"Bellingen",12,2046,0.005865102639296187683284457478005865102639
2016,103021066,"Grenfell",5,1339,0.003734129947722180731889469753547423450336
2016,124011449,"Blackheath - Megalong Valley",104,2088,0.0498084291187739463601532567049808429119
2016,102011030,"Calga - Kulnura",96,1992,0.0481927710843373493975903614457831325301
2016,120031395,"Haberfield - Summer Hill",2685,6843,0.3923717667689609820254274441034633932486
2021,103011612,"Bathurst - South",23,4435,0.00518602029312288613303269447576099210823
2021,107041147,"Helensburgh",664,4450,0.1492134831460674157303370786516853932584
2021,112021244,"Casino",10,4263,0.00234576589256392212057236687778559699742
2016,124051581,"St Marys - North St Marys",436,6037,0.0722213019711777372867318204406162000994
2021,102021055,"Tuggerah - Kangy Angy",121,2374,0.0509688289806234203875315922493681550126
2021,117011634,"Eastlakes",1111,3650,0.3043835616438356164383561643835616438356
2021,125031481,"Granville - Clyde",1269,8128,0.1561269685039370078740157480314960629921
2021,125011587,"Regents Park",228,1701,0.134038800705467372134038800705467372134
2016,101031015,"Cooma Region",0,1247,0
2016,127021509,"Bonnyrigg Heights - Bonnyrigg",580,5808,0.0998622589531680440771349862258953168044
2016,108021160,"South West Rocks",0,1433,0
2016,112031551,"Terranora - North Tumblegum",0,952,0
2021,107031143,"Warilla",91,7079,0.0128549230117248198898149456137872580873
2021,119041670,"Bexley - South",1872,6918,0.2705984388551604509973980919340849956635
2011,101041026,"Moruya - Tuross Head",0,2335,0
2016,109011173,"Albury - North",0,3127,0
2016,128011605,"Lilli Pilli - Port Hacking - Dolans Bay",254,1566,0.1621966794380587484035759897828863346105
2016,127021512,"Cabramatta West - Mount Pritchard",475,5855,0.0811272416737830913748932536293766011956
2016,121021578,"Hornsby - West",950,4833,0.196565280364163045727291537347403269191
2016,124011452,"Katoomba - Leura",318,5195,0.0612127045235803657362848893166506256015
2016,103031073,"Mudgee Region - East",0,1024,0
2016,120031576,"Strathfield South",387,1628,0.2377149877149877149877149877149877149877
2016,127021521,"Wetherill Park Industrial",0,12,0
2021,115011294,"Glenhaven",328,2789,0.1176048762997490139835066332018644675511
2021,117031336,"Surry Hills",6584,9631,0.6836257917142560481777593188661613539612
2021,122031429,"Freshwater - Brookvale",2863,11668,0.2453719574905725059993143640726774082962
2021,127021519,"Smithfield - Wetherill Park",467,5562,0.0839626033800791082344480402732829917296
2011,102021049,"Jilliby - Yarramalong",0,1000,0
2016,101041024,"Eurobodalla Hinterland",4,1228,0.003257328990228013029315960912052117263844
2016,101061544,"Young Region",8,2781,0.002876663070837828119381517439769866954333
2016,102021057,"Wyong",142,3027,0.046911133135117277832837793194582094483
2016,110021194,"Tenterfield",0,1986,0
2016,118021568,"Maroubra - West",1572,4404,0.3569482288828337874659400544959128065395
2016,103041077,"Orange",18,7319,0.00245935237054242382839185681103975952999
2016,112011241,"Evans Head",4,1787,0.002238388360380526021264689423614997202015
2016,119031370,"Narwee - Beverly Hills",1462,5658,0.2583951926475786496995404736656062212796
2021,106021614,"East Maitland - Metford",55,8105,0.006785934608266502159161011721159777914867
2021,109031181,"Corowa Surrounds",3,2029,0.001478560867422375554460325283390832922622
2021,116021630,"Riverstone",645,6264,0.1029693486590038314176245210727969348659
2021,122011418,"Balgowlah - Clontarf - Seaforth",2928,9795,0.2989280245022970903522205206738131699847
2016,106041129,"Scone Region",7,3453,0.002027222704894294816101940341731827396467
2016,112031250,"Kingscliff - Fingal Head",15,3549,0.004226542688081149619611158072696534234996
2016,122021420,"Avalon - Palm Beach",666,5661,0.1176470588235294117647058823529411764706
2016,112031251,"Murwillumbah",7,2679,0.002612915266890630832400149309443822321762
2016,118011347,"Woollahra",1954,3790,0.5155672823218997361477572559366754617414
2021,118011650,"Double Bay - Darling Point",2574,5111,0.503619643905302289180199569555859909998
2021,123011699,"Elderslie - Narellan",401,6499,0.0617018002769656870287736574857670410832
2021,123011702,"Spring Farm",325,4766,0.0681913554343264792278640369282417121276
2021,127011595,"Hinchinbrook",434,4888,0.088788870703764320785597381342062193126
2016,108011151,"Bulahdelah - Stroud",7,1680,0.004166666666666666666666666666666666666667
2016,106021118,"Thornton - Millers Forest",9,4888,0.001841243862520458265139116202945990180033
2021,105031105,"Narromine",0,2550,0
2021,119011358,"Padstow",1424,7157,0.1989660472264915467374598295375157188766
2021,121011401,"St Leonards - Naremburn",2804,7069,0.3966614797000990239072004526807186306408
2021,127031731,"Liverpool - East",711,6087,0.1168063085263676688023656973878758008871
2021,127031730,"Edmondson Park",979,5358,0.1827174318775662560656961552818215752146
2016,101041026,"Moruya - Tuross Head",3,2573,0.001165954139137193937038476486591527399922
2016,117031335,"Redfern - Chippendale",7327,11318,0.647375861459621841314719915179360311009
2016,102021055,"Tuggerah - Kangy Angy",113,2200,0.0513636363636363636363636363636363636364
2016,115041302,"Rouse Hill - Beaumont Hills",1145,11318,0.1011662837957236260823467043647287506627
2016,114011273,"Callala Bay - Currarong",12,1102,0.0108892921960072595281306715063520871143
2016,126021590,"Putney",447,1966,0.2273652085452695829094608341810783316378
2021,109011173,"Albury - North",4,3380,0.001183431952662721893491124260355029585799
2021,112031551,"Terranora - North Tumbulgum",0,1103,0
2021,115011290,"Baulkham Hills - East",2178,11315,0.1924878479893946089262041537781705700398
2021,120031576,"Strathfield South",414,1663,0.2489476849067949488875526157546602525556
2016,124031461,"Jamisontown - South Penrith",442,7665,0.0576647097195042400521852576647097195042
2016,105021097,"Broken Hill",0,6612,0
2021,104021085,"Coffs Harbour - South",18,4248,0.004237288135593220338983050847457627118644
2021,105011095,"Nyngan - Warren",0,1997,0
2021,125011582,"Auburn - Central",893,6092,0.146585686145764937623112278397898883782
2016,103041076,"Blayney",5,3053,0.001637733377006223386832623648869963969866
2016,103041079,"Orange Region",14,5212,0.00268610897927858787413660782808902532617
2016,110041202,"Tamworth - East",11,8750,0.001257142857142857142857142857142857142857
2021,101021012,"Queanbeyan West - Jerrabomberra",25,1897,0.0131787032156035846072746441750131787032
2021,104021087,"Dorrigo",0,1113,0
2021,104021090,"Urunga",3,1701,0.001763668430335097001763668430335097001764
2021,106031120,"Lemon Tree Passage - Tanilba Bay",16,2260,0.007079646017699115044247787610619469026549
2021,109021178,"Wentworth - Buronga",0,1165,0
2011,102021050,"Lake Munmorah - Mannering Park",0,2021,0
2016,114021289,"Southern Highlands",78,2566,0.0303975058456742010911925175370226032736
2016,119011357,"Greenacre - Mount Lewis",1022,8065,0.1267203967761934283942963422194668319901
2021,102011038,"Saratoga - Davistown",125,3005,0.0415973377703826955074875207986688851913
2021,105011092,"Bourke - Brewarrina",0,1304,0
2021,111031235,"Wickham - Carrington - Tighes Hill",84,5089,0.0165061898211829436038514442916093535076
2021,113031271,"Wagga Wagga Surrounds",19,8474,0.002242152466367713004484304932735426008969
2021,119021574,"Wiley Park",554,2939,0.1884994896223205171827152092548485879551
2021,121041413,"Cremorne - Cammeray",3924,10144,0.3868296529968454258675078864353312302839
2021,120031678,"Burwood (NSW)",2215,7117,0.3112266404383869607980890824785724322046
2021,125021478,"Oatlands - Dundas Valley",1053,7672,0.137252346193952033368091762252346193952
2021,124051580,"Colyton - Oxley Park",286,4848,0.058993399339933993399339933993399339934
2011,101021012,"Queanbeyan West - Jerrabomberra",0,1515,0
2011,102011028,"Avoca Beach - Copacabana",0,2330,0
2016,122031426,"Dee Why - North Curl Curl",2212,13308,0.1662158100390742410580102194168920949805
2016,125011582,"Auburn - Central",938,5949,0.1576735585812741637249957976130442091108
2016,109031180,"Corowa",0,1661,0
2016,125011585,"Berala",607,3416,0.1776932084309133489461358313817330210773
2021,108051171,"Wingham",0,1833,0
2021,112011240,"Byron Bay",96,4887,0.0196439533456108041743400859422958870473
2021,117031639,"Chippendale",2769,4120,0.6720873786407766990291262135922330097087
2021,124011453,"Lawson - Hazelbrook - Linden",332,5169,0.0642290578448442638808280131553491971368
2011,101011004,"Yass Region",0,2041,0
2016,105011096,"Walgett - Lightning Ridge",0,2053,0
2016,107011545,"Berkeley - Lake Heights - Cringila",128,4687,0.0273095796885001066780456582035417111159
2016,110031198,"Narrabri Region",0,1955,0
2016,119021367,"Roselands",1037,5294,0.1958821307140158670192670948243294295429
2016,124051469,"Erskine Park",231,3389,0.0681616996164060194747713189731484213632
2021,103021068,"Parkes Surrounds",4,1282,0.003120124804992199687987519500780031201248
2021,105021098,"Far West",0,786,0
2021,106021617,"Tenambit - East Maitland",37,4273,0.008659021764568219049847882050081909665341
2021,110031195,"Moree",5,3065,0.001631321370309951060358890701468189233279
2021,112031251,"Murwillumbah",8,3102,0.00257898130238555770470664087685364281109
2021,113021262,"Tumut Surrounds",6,2030,0.002955665024630541871921182266009852216749
2021,127011593,"Cecil Hills",254,2901,0.0875560151671837297483626335746294381248
2016,117031331,"Glebe - Forest Lodge",6772,10223,0.6624278587498777266947080113469627310965
2016,115011290,"Baulkham Hills (East)",1701,10826,0.1571217439497506004064289673009421762424
2016,115021298,"Galston - Laughtondale",194,2345,0.0827292110874200426439232409381663113006
2016,127021511,"Cabramatta - Lansvale",764,8244,0.0926734594856865599223677826297913634158
2016,117021328,"Sydenham - Tempe - St Peters",1947,4289,0.4539519701562135695966425740265796222896
2021,101021611,"Queanbeyan Surrounds",34,2949,0.0115293319769413360461173279077653441845
2021,105031100,"Dubbo - East",0,4857,0
2021,116031313,"Bidwill - Hebersham - Emerton",251,5013,0.0500698184719728705366048274486335527628
2021,123021706,"Macquarie Fields",566,4723,0.1198390853271225915731526572094008045734
2011,102021052,"Summerland Point - Gwandalan",0,954,0
2016,113031265,"Junee",3,2154,0.001392757660167130919220055710306406685237
2016,107041146,"Figtree - Keiraville",344,8803,0.0390775871861865273202317391798250596388
2016,123021440,"Ingleburn - Denham Court",1265,8585,0.1473500291205591147350029120559114735003
2016,123021443,"Minto - St Andrews",1008,8457,0.1191912025540971975877970911670805250089
2016,116031318,"Prospect Reservoir",0,12,0
2021,106011107,"Branxton - Greta - Pokolbin",57,6172,0.009235255994815294880103694102397926117952
2021,106011112,"Singleton",19,7986,0.002379163536188329576759328825444527923867
2021,123021703,"Denham Court - Bardia",1022,6411,0.1594135080330681640929652160349399469662
2021,125031713,"Greystanes - South",555,6236,0.0889993585631815266196279666452854393842
2021,128011529,"Gymea - Grays Point",1681,8906,0.1887491578710981360880305412081742645408
2021,128011605,"Lilli Pilli - Port Hacking - Dolans Bay",268,1618,0.1656365883807169344870210135970333745365
2016,122011418,"Balgowlah - Clontarf - Seaforth",2958,9566,0.3092201547146142588333681789671754129208
2016,128011603,"Caringbah South",972,5635,0.1724933451641526175687666370896184560781
2021,101021007,"Braidwood",22,1413,0.0155697098372257607926397735314932767162
2021,116021633,"Stanhope Gardens - Parklea",929,5598,0.1659521257591997141836370132190067881386
2021,124011450,"Blaxland - Warrimoo - Lapstone",890,8872,0.1003155996393146979260595130748422001803
2021,125031479,"Chester Hill - Sefton",718,5759,0.1246744226428199340163222781732939746484
2011,101041020,"Bega-Eden Hinterland",0,3217,0
2016,101031013,"Bombala",0,957,0
2016,124031462,"Kingswood - Werrington",643,8481,0.0758165310694493573871005777620563612782
2016,111031228,"Merewether - The Junction",51,6805,0.007494489346069066862601028655400440852314
2016,116031313,"Bidwill - Hebersham - Emerton",310,5452,0.0568598679383712399119589141599413059428
2016,119011359,"Panania - Milperra - Picnic Point",2012,11559,0.1740635003027943593736482394670819275024
2016,126021499,"Hunters Hill - Woolwich",1271,4254,0.2987776210625293841090738128819934179596
2021,102011036,"Niagara Park - Lisarow",206,3695,0.0557510148849797023004059539918809201624
2021,102021046,"Budgewoi - Buff Point - Halekulani",59,3426,0.0172212492702860478692352597781669585522
2021,108011153,"Forster-Tuncurry Surrounds",31,2104,0.0147338403041825095057034220532319391635
2021,111031222,"Adamstown - Kotara",82,8236,0.009956289460903351141330743079164643030597
2021,116011306,"Doonside - Woodcroft",1136,9761,0.1163815182870607519721340026636615100912
2021,120031676,"Ashfield - North",2203,5988,0.3679024716098864395457581830327321309285
2011,103011058,"Bathurst",0,8273,0
2011,102011043,"Wyoming",0,2843,0
2016,123021444,"Rosemeadow - Glen Alpine",807,8708,0.0926734037666513550757923748277446026642
2016,113031264,"Gundagai",0,1484,0
2016,122031425,"Cromer",438,3372,0.1298932384341637010676156583629893238434
2016,110031195,"Moree",9,3129,0.002876318312559923298178331735378715244487
2016,197979799,"Migratory - Offshore - Shipping (NSW)",8,49,0.1632653061224489795918367346938775510204
2021,103021069,"West Wyalong",5,2359,0.002119542178889359898261975413310724883425
2021,105011096,"Walgett - Lightning Ridge",0,1702,0
2021,119011657,"Panania (North) - Milperra",830,4800,0.1729166666666666666666666666666666666667
2021,115011558,"Cherrybrook",2017,8882,0.2270884935825264580049538392253996847557
2011,101041024,"Eurobodalla Hinterland",0,1075,0
2011,101041022,"Deua - Wadbilliga",0,20,0
2016,102011041,"Wamberal - Forresters Beach",199,4302,0.0462575546257554625755462575546257554626
2016,112031253,"Pottsville",7,4080,0.001715686274509803921568627450980392156863
2016,124011454,"Springwood - Winmalee",622,9925,0.0626700251889168765743073047858942065491
2016,109011172,"Albury - East",7,5374,0.001302567919612951246743580200967621883141
2016,122031428,"Frenchs Forest - Belrose",2058,11510,0.1788010425716768027801911381407471763684
2016,125031480,"Fairfield - East",464,4533,0.1023604676814471652327377013015662916391
2016,109031182,"Deniliquin",0,2902,0
2021,121031407,"Gordon - Killara",2955,10168,0.2906176239181746656176239181746656176239
2021,124041467,"Windsor - Bligh Park",234,6941,0.0337127215098688949719060654084425875234
2021,124031464,"Penrith",753,7817,0.0963285147754893181527440194447997953179
2016,120021389,"Lilyfield - Rozelle",3408,7410,0.4599190283400809716599190283400809716599
2021,106011108,"Cessnock",40,8172,0.00489476260401370533529123837493881546745
2021,109031184,"Moama",0,1000,0
2011,101021007,"Braidwood",0,1031,0
2016,108041163,"Port Macquarie - East",39,10764,0.003623188405797101449275362318840579710145
2016,102011043,"Wyoming",290,4336,0.0668819188191881918819188191881918819188
2016,125041491,"Northmead",1786,9453,0.1889347297154342536760816671955992806516
2021,110021191,"Inverell",6,4550,0.001318681318681318681318681318681318681319
2021,118021565,"Kingsford",2141,6310,0.3393026941362916006339144215530903328051
2021,122031430,"Manly Vale - Allambie Heights",1957,8457,0.2314059359110795790469433605297386780182
2021,126021500,"Macquarie Park - Marsfield",2656,11744,0.2261580381471389645776566757493188010899
2016,101021009,"Queanbeyan",6,1755,0.003418803418803418803418803418803418803419
2016,127031599,"Lurnea - Cartwright",261,3180,0.0820754716981132075471698113207547169811
2016,125041588,"Pendle Hill - Girraween",812,5106,0.1590285938112025068546807677242459851156
2021,110031198,"Narrabri Surrounds",3,1942,0.001544799176107106076210092687950566426365
2021,110041200,"Gunnedah Surrounds",0,1974,0
2021,120011673,"Rhodes",2366,6317,0.3745448788982111761912300142472692733893
2021,126011720,"Epping (East) - North Epping",1789,6935,0.257966834895457822638788752703677000721
2021,128011530,"Miranda - Yowie Bay",1776,9503,0.1868883510470377775439334946858886667368
2011,103011061,"Oberon",0,1656,0
2016,106031119,"Anna Bay",0,2130,0
2016,122031429,"Freshwater - Brookvale",2635,11084,0.2377300613496932515337423312883435582822
2021,105031102,"Dubbo - West",4,4420,0.000904977375565610859728506787330316742081
2021,123021441,"Leumeah - Minto Heights",590,6557,0.0899801738599969498246149153576330639012
2021,121021578,"Hornsby - West",994,4853,0.2048217597362456212651967854935091695858
2021,127021521,"Wetherill Park Industrial",0,12,0
2021,125041588,"Pendle Hill - Girraween",1039,5662,0.1835040621688449311197456729070999646768
2016,107041144,"Balgownie - Fairy Meadow",373,8543,0.0436614772328221936088025283858129462718
2016,123031445,"Bargo",68,2470,0.0275303643724696356275303643724696356275
2016,128011531,"Sylvania - Taren Point",1153,6667,0.172941352932353382330883455827208639568
2021,101061542,"Yass Surrounds",33,2780,0.011870503597122302158273381294964028777
2021,102011035,"Narara",210,3298,0.0636749545178896300788356579745300181928
2021,102021050,"Lake Munmorah - Mannering Park",57,3629,0.0157068062827225130890052356020942408377
2021,106031125,"Williamtown - Medowie - Karuah",23,6406,0.003590384014985950671245707149547299406806
2021,107041145,"Corrimal - Tarrawanna - Bellambi",302,6601,0.0457506438418421451295258294197848810786
2021,121011682,"Artarmon",1629,4691,0.3472607120017053933063312726497548497122
2021,124031707,"Cranebrook - Castlereagh",459,7881,0.0582413399314807765511990864103540159878
2021,125031487,"Yennora Industrial",0,3,0
2016,112011237,"Ballina Region",16,6752,0.002369668246445497630331753554502369668246
2016,114021285,"Hill Top - Colo Vale",66,2605,0.025335892514395393474088291746641074856
2016,114021288,"Robertson - Fitzroy Falls",73,1452,0.0502754820936639118457300275482093663912
2016,103031071,"Lithgow Region",28,3055,0.009165302782324058919803600654664484451718
2021,101061543,"Young",11,4193,0.002623419985690436441688528499880753637014
2021,102011037,"Point Clare - Koolewong",297,2730,0.1087912087912087912087912087912087912088
2021,106021616,"Rutherford (South) - Telarah",9,3388,0.002656434474616292798110979929161747343566
2021,116031317,"Mount Druitt - Whalan",616,7281,0.0846037632193380030215629721192143936272
2021,124011449,"Blackheath - Megalong Valley",174,2187,0.0795610425240054869684499314128943758573
2021,127011504,"Ashcroft - Busby - Miller",207,3917,0.052846566249680878223129946387541485831
2016,120031393,"Croydon Park - Enfield",1935,7837,0.2469057037131555442133469439836672195993
2016,104021090,"Urunga",9,1639,0.005491153142159853569249542403904820012203
2016,118011339,"Bondi - Tamarama - Bronte",4545,9933,0.4575656901238296587133796436122017517366
2021,102011033,"Kariong",195,3129,0.0623202301054650047938638542665388302972
2021,108051170,"Taree Surrounds",17,4171,0.004075761208343322944138096379765044353872
2021,119011572,"Bankstown - South",865,5759,0.1501996874457371071366556693870463622157
2021,119031666,"Mortdale - Oatley",1880,6930,0.2712842712842712842712842712842712842713
2021,120031395,"Haberfield - Summer Hill",2735,7064,0.3871744054360135900339750849377123442809
2021,125011583,"Auburn - North",601,4000,0.15025
2021,125011709,"Silverwater - Newington",701,3641,0.1925295248558088437242515792364734962922
2016,115021297,"Dural - Kenthurst - Wisemans Ferry",778,9905,0.0785461887935386168601716304896516910651
2016,121011399,"Chatswood (West) - Lane Cove North",3378,10940,0.3087751371115173674588665447897623400366
2016,119031368,"Hurstville",2972,10082,0.2947827811942074985121999603253322753422
2016,106011108,"Cessnock",9,7360,0.001222826086956521739130434782608695652174
2016,118021565,"Kingsford",2151,6046,0.3557724115117433013562686073436983129342
2021,111011207,"Belmont South - Blacksmiths",11,2187,0.005029721079103795153177869227251943301326
2021,118011649,"Bellevue Hill",2996,7125,0.4204912280701754385964912280701754385965
2021,118021651,"Coogee - Clovelly",4765,11215,0.4248773963441818992420864913062862238074
2021,123031445,"Bargo",59,2575,0.0229126213592233009708737864077669902913
2021,125011585,"Berala",497,2973,0.167171207534476959300369996636394214598
2016,116031316,"Lethbridge Park - Tregear",524,6668,0.0785842831433713257348530293941211757648
2016,119031373,"Riverwood",1073,4093,0.2621548986073784510139262154898607378451
2016,108011154,"Tuncurry",3,1480,0.002027027027027027027027027027027027027027
2016,118021350,"Malabar - La Perouse - Chifley",2526,9668,0.261274306992139015308233347124534546959
2021,106031121,"Nelson Bay Peninsula",86,7768,0.0110710607621009268795056642636457260556
2021,106041126,"Muswellbrook",16,5099,0.003137870170621690527554422435771719945087
2021,112031254,"Tweed Heads",27,4725,0.005714285714285714285714285714285714285714
2021,113011257,"Griffith Surrounds",6,6157,0.000974500568458664934221211629040116940068
2021,116021563,"Quakers Hill",1635,11888,0.1375336473755047106325706594885598923284
2021,127011727,"Gledswood Hills - Gregory Hills",820,6951,0.1179686376060998417493885771831391166739
2016,125031479,"Chester Hill - Sefton",745,6010,0.1239600665557404326123128119800332778702
2016,113011258,"Leeton",5,4099,0.001219809709685289094901195413515491583313
2016,106031124,"Tea Gardens - Hawks Nest",5,1255,0.003984063745019920318725099601593625498008
2016,120021387,"Balmain",3792,8031,0.4721703399327605528576765035487485991782
2016,127021517,"Greenfield Park - Prairiewood",281,2989,0.0940113750418200066912010705921712947474
2021,108051169,"Taree",23,6788,0.003388332351208014142604596346493812610489
2021,118011344,"Dover Heights",1826,5279,0.3458988444781208562227694639136200037886
2021,117031641,"Pyrmont",4810,6881,0.6990263043162331056532480744077895654701
2021,119011360,"Revesby",1440,7087,0.2031889374911810356991674897700014110343
2021,120021387,"Balmain",3694,8014,0.460943349139006738208135762415772398303
2021,128011603,"Caringbah South",1045,6053,0.1726416652899388732859738972410375020651
2011,101031015,"Cooma Region",0,1122,0
2011,101041027,"Narooma - Bermagui",0,2397,0
2016,106031122,"Raymond Terrace",5,4919,0.001016466761536897743443789388087009554788
2016,113031268,"Wagga Wagga - North",0,2078,0
2016,119041376,"Bexley",3056,11545,0.2647033347769597228237332178432221741013
2016,125011584,"Auburn - South",380,2703,0.1405845357010728819829818719940806511284
2021,110021194,"Tenterfield",0,1990,0
2021,111011208,"Charlestown - Dudley",95,11735,0.008095440988495952279505752023860247123988
2021,117031643,"Rosebery - Beaconsfield",4128,7141,0.57807029827755216356252625682677496149
2021,116011304,"Blacktown (North) - Marayong",926,8264,0.1120522749273959341723136495643756050339
2021,125011710,"Wentworth Point - Sydney Olympic Park",3208,11362,0.2823446576306988206301707445872205597606
2021,124051469,"Erskine Park",208,3156,0.0659062103929024081115335868187579214195
2016,102011033,"Kariong",173,2942,0.0588035350101971447994561522773623385452
2016,102011038,"Saratoga - Davistown",125,2878,0.0434329395413481584433634468380820013899
2021,106021114,"Maitland",18,3913,0.004600051111679018655762841809353437260414
2021,106031122,"Raymond Terrace",17,5505,0.003088101725703905540417801998183469573115
2021,107041148,"Thirroul - Austinmer - Coalcliff",676,5468,0.1236283833211411850768105340160936356986
2021,113021260,"Tumbarumba",4,1354,0.002954209748892171344165435745937961595273
2021,117031329,"Darlinghurst",4781,6645,0.7194883370955605718585402558314522197141
2016,103041078,"Orange - North",23,8929,0.002575876357934819128681823272482920819801
2016,115011559,"Kellyville",1335,11582,0.1152650664824728026247625625971334829908
2016,119021366,"Punchbowl",1088,6746,0.161280758968277497776460124518233026979
2021,101041027,"Narooma - Bermagui",9,2975,0.003025210084033613445378151260504201680672
2021,102011028,"Avoca Beach - Copacabana",250,3431,0.0728650539201399009035266686097347712037
2021,120011385,"Drummoyne - Rodd Point",3108,9203,0.3377159621862436162121047484515918722156
2021,119041379,"Kogarah Bay - Carlton - Allawah",1862,7293,0.2553133141368435486082544906074317839024
2021,125041719,"Rosehill - Harris Park",765,4218,0.1813655761024182076813655761024182076814
2021,124041466,"Richmond - Clarendon",242,6456,0.0374845105328376703841387856257744733581
2016,102021054,"Toukley - Norah Head",78,3081,0.025316455696202531645569620253164556962
2016,125021476,"Carlingford",2044,11978,0.1706461846718984805476707296710636166305
2016,120031391,"Burwood - Croydon",3524,10875,0.3240459770114942528735632183908045977011
2016,106021114,"Maitland",4,2731,0.001464664957890882460637129256682533870377
2016,110021192,"Inverell Region - East",3,1707,0.001757469244288224956063268892794376098418
2021,110011187,"Armidale Surrounds - North",5,1904,0.002626050420168067226890756302521008403361
2021,111011211,"Redhead",10,1522,0.006570302233902759526938239159001314060447
2021,119031370,"Narwee - Beverly Hills",1392,5389,0.2583039524958248283540545555761736871405
2021,127031599,"Lurnea - Cartwright",210,2828,0.0742574257425742574257425742574257425743
2021,127021512,"Cabramatta West - Mount Pritchard",478,5531,0.0864219851744711625384198155848851925511
2016,116021563,"Quakers Hill",1313,11355,0.115631880228974020255394099515631880229
2016,108041164,"Port Macquarie - West",8,5762,0.001388406803193335647344671988892745574453
2016,108021156,"Kempsey Region",5,3123,0.001601024655779699007364713416586615433878
2021,104011082,"Maclean - Yamba - Iluka",20,5528,0.003617945007235890014471780028943560057887
