"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","TOTAL_COMMUTERS_OD","INTERNAL_COMMUTERS","OUTFLOW_COMMUTERS","SELF_CONTAINMENT_RATE"
2021,122031694,"Dee Why (South) - North Curl Curl",4729,794,3935,0.1679001903150771833368576866145062381053
2021,122031695,"Dee Why - North",10033,1506,8527,0.1501046546396890262134954649656134755307
2021,119041382,"Sans Souci - Ramsgate",7118,1149,5969,0.161421747681933127282944647372857544254
2021,120031396,"Homebush",10607,1082,9525,0.102008107853304421608371829923635335156
2021,125041718,"Parramatta - South",4646,342,4304,0.0736117089969866551872578562204046491606
2021,127031523,"Chipping Norton - Moorebank",8471,1660,6811,0.1959626962578208003777594144729075669933
2021,126021499,"Hunters Hill - Woolwich",4087,848,3239,0.2074871543919745534621972106679716173232
2021,127021515,"Fairfield",4151,537,3614,0.1293664177306673090821488797880028908697
2021,124051470,"St Clair",8945,1082,7863,0.1209614309670206819452207937395192845165
2021,125041489,"North Parramatta",10774,1282,9492,0.1189901614999071839613885279376276220531
2021,124051581,"St Marys - North St Marys",6177,963,5214,0.1559009227780475959203496843127731908694
2021,124031463,"Mulgoa - Luddenham - Orchard Hills",5881,1155,4726,0.1963951708893045400442101683387179051182
2021,128021609,"Woronora Heights",1870,208,1662,0.1112299465240641711229946524064171122995
2021,128021533,"Heathcote - Waterfall",3065,482,2583,0.1572593800978792822185970636215334420881
2021,128021534,"Illawong - Alfords Point",4999,836,4163,0.1672334466893378675735147029405881176235
2011,101031016,"Jindabyne - Berridale",2781,2530,251,0.9097446961524631427544048903272204243078
2011,101041025,"Merimbula - Tura Beach",3367,2558,809,0.7597267597267597267597267597267597267597
2011,102021048,"Gorokan - Kanwal - Charmhaven",5086,1330,3756,0.2615021627998427054659850570192685804168
2011,102011036,"Niagara Park - Lisarow",2571,515,2056,0.2003111629716063788409179307662388175807
2011,102021047,"Chittaway Bay - Tumbi Umbi",4815,1145,3670,0.2377985462097611630321910695742471443406
2016,106021117,"Maitland - West",9275,2574,6701,0.2775202156334231805929919137466307277628
2016,108041162,"Laurieton - Bonny Hills",4976,2313,2663,0.4648311897106109324758842443729903536977
2016,111021220,"Wangi Wangi - Rathmines",3478,648,2830,0.1863139735480161012075905692926969522714
2016,111031229,"Newcastle - Cooks Hill",5729,1794,3935,0.3131436550881480188514574969453656833653
2016,115011558,"Cherrybrook",8965,1119,7846,0.1248187395426659230340211935303959843837
2016,115031300,"Kurrajong Heights - Ebenezer",10578,2415,8163,0.2283040272263187748156551332955190017016
2016,117011321,"Botany",5276,665,4611,0.1260424564063684609552691432903714935557
2016,119031374,"South Hurstville - Blakehurst",10757,1108,9649,0.103002695918936506460909175420656316817
2016,122011419,"Manly - Fairlight",11832,2586,9246,0.2185598377281947261663286004056795131846
2016,126011495,"Epping - North Epping",12525,1526,10999,0.1218363273453093812375249500998003992016
2016,128011606,"Woolaware - Burraneer",3820,564,3256,0.1476439790575916230366492146596858638743
2016,113031267,"Wagga Wagga - East",7552,2338,5214,0.3095868644067796610169491525423728813559
2016,114021286,"Mittagong",3594,1456,2138,0.405119643850862548692264885920979410128
2016,117031333,"Potts Point - Woolloomooloo",11752,2200,9552,0.1872021783526208304969366916269571136828
2016,123021437,"Campbelltown - Woodbine",7492,1744,5748,0.2327816337426588360918312867058195408436
2016,103021069,"West Wyalong",2403,2233,170,0.9292550977944236371202663337494798168955
2016,102011029,"Box Head - MacMasters Beach",4348,886,3462,0.2037718491260349586016559337626494940202
2016,102011036,"Niagara Park - Lisarow",3652,546,3106,0.1495071193866374589266155531215772179628
2016,128021535,"Menai - Lucas Heights - Woronora",11082,1946,9136,0.1756000721891355351019671539433315286049
2016,111011207,"Belmont South - Blacksmiths",2025,245,1780,0.120987654320987654320987654320987654321
2016,111011208,"Charlestown - Dudley",10403,2466,7937,0.2370470056714409305008170719984619821205
2016,119011571,"Bankstown - North",5545,754,4791,0.1359783588818755635707844905320108205591
2016,119041378,"Kogarah",5507,881,4626,0.1599782095514799346286544398038859633194
2016,115011553,"Castle Hill - Central",3625,539,3086,0.1486896551724137931034482758620689655172
2016,121041413,"Cremorne - Cammeray",10498,1235,9263,0.117641455515336254524671365974471327872
2016,124051580,"Colyton - Oxley Park",4696,314,4382,0.066865417376490630323679727427597955707
2016,106011107,"Branxton - Greta - Pokolbin",4501,1251,3250,0.2779382359475672072872694956676294156854
2016,103031070,"Lithgow",4277,2964,1313,0.6930091185410334346504559270516717325228
2016,104021085,"Coffs Harbour - South",3778,2234,1544,0.5913181577554261514028586553732133403917
2016,112021248,"Lismore",5703,3959,1744,0.6941960371734174995616342275995090303349
2016,108021155,"Kempsey",4193,3598,595,0.8580968280467445742904841402337228714524
2016,127021516,"Fairfield - West",5969,541,5428,0.0906349472273412631931646842017088289496
2021,101031013,"Bombala",987,915,72,0.9270516717325227963525835866261398176292
2021,101031015,"Cooma Surrounds",1369,543,826,0.3966398831263696128560993425858290723156
2021,101041018,"Batemans Bay - South",2909,807,2102,0.2774149192162255070470952217256789274665
2021,101061541,"Yass",1879,1647,232,0.8765300691857370941990420436402341671102
2021,103021063,"Cowra",3480,3020,460,0.8678160919540229885057471264367816091954
2021,103031070,"Lithgow",4337,2969,1368,0.6845745907309199907770348166935669817846
2021,104021089,"Sawtell - Boambee",8177,2776,5401,0.339488810077045371163018221841751253516
2021,105031104,"Gilgandra",1697,1396,301,0.8226281673541543901001767825574543311727
2021,106031119,"Anna Bay",2373,543,1830,0.2288242730720606826801517067003792667509
2021,106031124,"Tea Gardens - Hawks Nest",1412,872,540,0.6175637393767705382436260623229461756374
2021,108011151,"Bulahdelah - Stroud",1905,1001,904,0.5254593175853018372703412073490813648294
2021,108041162,"Laurieton - Bonny Hills",5857,2646,3211,0.4517671162711285641113197882875192077856
2021,110011188,"Armidale Surrounds - South",2580,1002,1578,0.388372093023255813953488372093023255814
2021,110011189,"Walcha",1317,1178,139,0.8944570994684889901290812452543659832954
2021,110021193,"Inverell Surrounds - West",2130,1562,568,0.7333333333333333333333333333333333333333
2021,110041202,"Tamworth - East",9350,2794,6556,0.2988235294117647058823529411764705882353
2021,110041203,"Tamworth - North",7218,4264,2954,0.5907453588251593239124411194236630645608
2021,108051168,"Old Bar - Manning Point - Red Head",4297,1202,3095,0.279730044216895508494298347684430998371
2021,111021218,"Morisset - Cooranbong",6663,2490,4173,0.373705538045925258892390814948221521837
2021,112011239,"Brunswick Heads - Ocean Shores",3544,1350,2194,0.3809255079006772009029345372460496613995
2021,113011258,"Leeton",4455,3652,803,0.8197530864197530864197530864197530864198
2021,111031232,"Stockton - Fullerton Cove",3268,608,2660,0.1860465116279069767441860465116279069767
2021,112011238,"Bangalow",2858,1360,1498,0.4758572428271518544436668999300209937019
2021,114021284,"Bowral",4909,2705,2204,0.551028722754125076390303524139335913628
2021,114011273,"Callala Bay - Currarong",1240,317,923,0.2556451612903225806451612903225806451613
2021,117031333,"Potts Point - Woolloomooloo",10627,2019,8608,0.189987767008563094005834195916062858756
2021,118011346,"Rose Bay - Vaucluse - Watsons Bay",5173,1410,3763,0.2725691088343321090276435337328436110574
2021,119011656,"Greenacre - South",3625,622,3003,0.1715862068965517241379310344827586206897
2021,116021628,"Kellyville Ridge - The Ponds",10198,1171,9027,0.1148264365561874877426946460090213767405
2021,115011556,"Castle Hill - South",4813,658,4155,0.1367130687720756285061292333264076459589
2021,115011621,"Kellyville - East",8789,1342,7447,0.1526908635794743429286608260325406758448
2021,116031316,"Lethbridge Park - Tregear",6713,497,6216,0.0740354535974973931178310740354535974974
2021,123021705,"Ingleburn",6829,1296,5533,0.1897788841704495533753111729389368868063
2021,121011684,"Chatswood - East",8770,2225,6545,0.2537058152793614595210946408209806157355
2021,121021404,"Berowra - Brooklyn - Cowan",5762,1123,4639,0.1948976049982644914960083304408191600139
2021,121021406,"Normanhurst - Thornleigh - Westleigh",9051,1689,7362,0.1866092144514418296320848525024859131588
2021,127011728,"Leppington - Catherine Field",5348,843,4505,0.1576290201944652206432311144353029169783
2021,127021518,"Horsley Park - Kemps Creek",1645,531,1114,0.3227963525835866261398176291793313069909
2021,126021724,"Ryde - North",9451,1327,8124,0.140408422389165167707120939583112898106
2021,127031732,"Liverpool - West",3589,362,3227,0.1008637503482864307606575647812761214823
2021,126011721,"Epping (NSW) - West",8589,1051,7538,0.1223658167423448597042729072068925369659
2021,126021503,"West Ryde - Meadowbank",10091,1281,8810,0.1269448022990783866812010702606282826281
2021,124011454,"Springwood - Winmalee",9985,2775,7210,0.2779168753129694541812719078617926890336
2021,125011475,"Rookwood Cemetery",3,3,0,1
2021,124031465,"Warragamba - Silverdale",2868,585,2283,0.2039748953974895397489539748953974895397
2021,125031484,"Guildford West - Merrylands West",6933,901,6032,0.1299581710659166306072407327275349776432
2021,128021607,"Engadine",8152,1521,6631,0.1865799803729146221786064769381746810599
2011,101021011,"Queanbeyan Region",2304,1363,941,0.5915798611111111111111111111111111111111
2011,101041026,"Moruya - Tuross Head",2335,1782,553,0.7631691648822269807280513918629550321199
2011,102011040,"Umina - Booker Bay - Patonga",4841,1690,3151,0.3491014253253460028919644701507952902293
2011,102021049,"Jilliby - Yarramalong",1000,274,726,0.274
2016,101041024,"Eurobodalla Hinterland",1228,376,852,0.3061889250814332247557003257328990228013
2016,101031015,"Cooma Region",1247,524,723,0.420208500400962309542902967121090617482
2016,109011173,"Albury - North",3127,552,2575,0.1765270227054685001598976654940837863767
2016,102021048,"Gorokan - Kanwal - Charmhaven",7562,1453,6109,0.1921449352023274266067177995239354668077
2016,102021047,"Chittaway Bay - Tumbi Umbi",6642,1224,5418,0.1842818428184281842818428184281842818428
2016,104021083,"Bellingen",2046,1179,867,0.5762463343108504398826979472140762463343
2016,121041415,"Mosman",13521,2888,10633,0.2135936691073145477405517343391760964426
2016,128011605,"Lilli Pilli - Port Hacking - Dolans Bay",1566,214,1352,0.1366538952745849297573435504469987228608
2016,123021441,"Leumeah - Minto Heights",7150,553,6597,0.0773426573426573426573426573426573426573
2016,127021512,"Cabramatta West - Mount Pritchard",5855,514,5341,0.0877882152006831767719897523484201537148
2016,101061544,"Young Region",2781,1854,927,0.6666666666666666666666666666666666666667
2016,103021066,"Grenfell",1339,1085,254,0.8103061986557132188200149365197908887229
2016,124011449,"Blackheath - Megalong Valley",2088,770,1318,0.368773946360153256704980842911877394636
2016,102021057,"Wyong",3027,602,2425,0.1988767756854971919392137429798480343574
2016,119041379,"Kogarah Bay - Carlton - Allawah",7580,585,6995,0.077176781002638522427440633245382585752
2016,102011030,"Calga - Kulnura",1992,935,1057,0.4693775100401606425702811244979919678715
2016,103011059,"Bathurst - East",4711,1422,3289,0.3018467416684355763107620462746762895351
2016,111031233,"Wallsend - Elermore Vale",7759,1045,6714,0.1346823044206727671091635520041242428148
2016,121021578,"Hornsby - West",4833,589,4244,0.1218704738257810883509207531553900268984
2016,124041467,"Windsor - Bligh Park",7155,1620,5535,0.2264150943396226415094339622641509433962
2016,127021518,"Horsley Park - Kemps Creek",1828,508,1320,0.2778993435448577680525164113785557986871
2016,110021194,"Tenterfield",1986,1817,169,0.9149043303121852970795568982880161127895
2016,124011452,"Katoomba - Leura",5195,3049,2146,0.5869104908565928777670837343599615014437
2016,105011093,"Cobar",1921,1856,65,0.9661634565330557001561686621551275377408
2016,103031073,"Mudgee Region - East",1024,723,301,0.7060546875
2016,124051581,"St Marys - North St Marys",6037,896,5141,0.1484180884545303958919993374192479708464
2016,127021509,"Bonnyrigg Heights - Bonnyrigg",5808,501,5307,0.0862603305785123966942148760330578512397
2016,108021160,"South West Rocks",1433,813,620,0.567341242149337055129099790648988136776
2016,127011597,"West Hoxton - Middleton Grange",6687,571,6116,0.0853895618363989831015403020786600867355
2016,120031395,"Haberfield - Summer Hill",6843,784,6059,0.1145696332018120707292123337717375420137
2016,112031551,"Terranora - North Tumblegum",952,228,724,0.2394957983193277310924369747899159663866
2016,120031576,"Strathfield South",1628,121,1507,0.0743243243243243243243243243243243243243
2016,118021568,"Maroubra - West",4404,439,3965,0.0996821071752951861943687556766575840145
2016,127021521,"Wetherill Park Industrial",12,12,0,1
2021,103011612,"Bathurst - South",4435,2792,1643,0.6295377677564825253664036076662908680947
2021,103011613,"Bathurst - West",6684,1385,5299,0.2072112507480550568521843207660083782166
2021,102021055,"Tuggerah - Kangy Angy",2374,653,1721,0.2750631844987363100252737994945240101095
2021,104021083,"Bellingen",2302,1333,969,0.5790616854908774978279756733275412684622
2021,105021097,"Broken Hill",6869,6739,130,0.9810743921968263211530062600087348959092
2021,107031143,"Warilla",7079,1250,5829,0.1765786127984178556293261760135612374629
2021,107041147,"Helensburgh",4450,1128,3322,0.253483146067415730337078651685393258427
2021,110031197,"Narrabri",3071,2416,655,0.7867144252686421361120156300879192445458
2021,111011206,"Belmont - Bennetts Green",7584,1748,5836,0.2304852320675105485232067510548523206751
2021,108041619,"Port Macquarie - East",5184,1841,3343,0.3551311728395061728395061728395061728395
2021,111031229,"Newcastle - Cooks Hill",7244,2383,4861,0.3289618995030369961347321921590281612369
2021,112021244,"Casino",4263,2749,1514,0.6448510438658221909453436547032606145907
2021,112031253,"Pottsville",4620,1897,2723,0.4106060606060606060606060606060606060606
2021,115011294,"Glenhaven",2789,471,2318,0.1688777339548225170311939763356041591968
2021,117031336,"Surry Hills",9631,1723,7908,0.1789014640224275776139549371820164053577
2021,117011634,"Eastlakes",3650,415,3235,0.1136986301369863013698630136986301369863
2021,116011561,"Blacktown - West",6967,598,6369,0.0858332137218314913162049662695564805512
2021,123011433,"Camden - Ellis Lane",5782,1325,4457,0.2291594603943272224143894846074022829471
2021,122021690,"Mona Vale - Warriewood (North)",6518,2258,4260,0.3464252838293955200981896287204664007364
2021,122031429,"Freshwater - Brookvale",11668,3225,8443,0.2763969832019197805965032567706547823106
2021,119031374,"South Hurstville - Blakehurst",11294,1434,9860,0.1269700726049229679475827873207012573048
2021,119041670,"Bexley - South",6918,625,6293,0.0903440300664932061289389997108991037872
2021,127021519,"Smithfield - Wetherill Park",5562,672,4890,0.120819848975188781014023732470334412082
2021,125021711,"Carlingford - East",4852,768,4084,0.1582852431986809563066776586974443528442
2021,125031481,"Granville - Clyde",8128,883,7245,0.1086368110236220472440944881889763779528
2021,125011587,"Regents Park",1701,185,1516,0.1087595532039976484420928865373309817754
2011,101021012,"Queanbeyan West - Jerrabomberra",1515,629,886,0.4151815181518151815181518151815181518152
2011,102011028,"Avoca Beach - Copacabana",2330,567,1763,0.2433476394849785407725321888412017167382
2011,102021050,"Lake Munmorah - Mannering Park",2021,488,1533,0.2414646214745175655616031667491340920336
2016,106041129,"Scone Region",3453,1680,1773,0.486533449174630755864465682015638575152
2016,108011151,"Bulahdelah - Stroud",1680,928,752,0.5523809523809523809523809523809523809524
2016,101041026,"Moruya - Tuross Head",2573,1895,678,0.7364943645549941702293043140303148076176
2016,112031250,"Kingscliff - Fingal Head",3549,1872,1677,0.5274725274725274725274725274725274725275
2016,114021289,"Southern Highlands",2566,1042,1524,0.4060795011691348402182385035074045206547
2016,122021420,"Avalon - Palm Beach",5661,2097,3564,0.3704292527821939586645468998410174880763
2016,122031426,"Dee Why - North Curl Curl",13308,2021,11287,0.1518635407273820258491133152990682296363
2016,124031461,"Jamisontown - South Penrith",7665,1015,6650,0.1324200913242009132420091324200913242009
2016,105021097,"Broken Hill",6612,6490,122,0.9815486993345432546884452510586811857229
2016,117031335,"Redfern - Chippendale",11318,1113,10205,0.098338929139423926488778936207810567238
2016,102021055,"Tuggerah - Kangy Angy",2200,612,1588,0.2781818181818181818181818181818181818182
2016,106021118,"Thornton - Millers Forest",4888,739,4149,0.1511865793780687397708674304418985270049
2016,115041302,"Rouse Hill - Beaumont Hills",11318,1713,9605,0.1513518289450432938681745891500265064499
2016,125011582,"Auburn - Central",5949,798,5151,0.1341401916288451840645486636409480584972
2016,103041077,"Orange",7319,5559,1760,0.7595299904358518923350184451427790681787
2016,103041076,"Blayney",3053,1693,1360,0.5545365214543072387815263675073698001965
2016,103041079,"Orange Region",5212,2203,3009,0.4226784343821949347659247889485801995395
2016,114011273,"Callala Bay - Currarong",1102,255,847,0.2313974591651542649727767695099818511797
2016,110041202,"Tamworth - East",8750,2933,5817,0.3352
2016,109031180,"Corowa",1661,1346,315,0.8103552077062010836845273931366646598435
2016,112011241,"Evans Head",1787,879,908,0.4918858421936205931729155008393956351427
2016,112031251,"Murwillumbah",2679,1767,912,0.6595744680851063829787234042553191489362
2016,126021590,"Putney",1966,234,1732,0.1190233977619532044760935910478128179044
2016,119011357,"Greenacre - Mount Lewis",8065,1500,6565,0.185988840669559826410415375077495350279
2016,119031370,"Narwee - Beverly Hills",5658,496,5162,0.0876634853305054789678331565924354895723
2016,118011347,"Woollahra",3790,614,3176,0.1620052770448548812664907651715039577836
2016,125011585,"Berala",3416,252,3164,0.0737704918032786885245901639344262295082
2021,101021012,"Queanbeyan West - Jerrabomberra",1897,772,1125,0.4069583552978386926726410121244069583553
2021,102011038,"Saratoga - Davistown",3005,583,2422,0.1940099833610648918469217970049916805324
2021,104021085,"Coffs Harbour - South",4248,2590,1658,0.6096986817325800376647834274952919020716
2021,104021087,"Dorrigo",1113,825,288,0.7412398921832884097035040431266846361186
2021,104021090,"Urunga",1701,608,1093,0.3574368018812463256907701352145796590241
2021,105011092,"Bourke - Brewarrina",1304,1258,46,0.9647239263803680981595092024539877300613
2021,105011095,"Nyngan - Warren",1997,1828,169,0.915373059589384076114171256885327991988
2021,105031105,"Narromine",2550,1791,759,0.7023529411764705882352941176470588235294
2021,106031120,"Lemon Tree Passage - Tanilba Bay",2260,597,1663,0.2641592920353982300884955752212389380531
2021,106021614,"East Maitland - Metford",8105,1809,6296,0.2231955582973473164713140037014188772363
2021,109031181,"Corowa Surrounds",2029,1390,639,0.6850665352390340068999507146377525874815
2021,108051171,"Wingham",1833,638,1195,0.3480632842334969994544462629569012547736
2021,109011173,"Albury - North",3380,565,2815,0.1671597633136094674556213017751479289941
2021,109021178,"Wentworth - Buronga",1165,1059,106,0.9090128755364806866952789699570815450644
2021,112011240,"Byron Bay",4887,3542,1345,0.7247800286474319623490894209126253325148
2021,112031551,"Terranora - North Tumbulgum",1103,297,806,0.269265639165911151405258386219401631913
2021,111031235,"Wickham - Carrington - Tighes Hill",5089,788,4301,0.1548437807034780899980349774022401257614
2021,113031271,"Wagga Wagga Surrounds",8474,3528,4946,0.4163323105971206042010856738258201557706
2021,115011290,"Baulkham Hills - East",11315,1523,9792,0.1346000883782589482987185152452496685815
2021,117031639,"Chippendale",4120,460,3660,0.111650485436893203883495145631067961165
2021,119011358,"Padstow",7157,1035,6122,0.1446136649434120441525778957663825625262
2021,118011650,"Double Bay - Darling Point",5111,1119,3992,0.2189395421639600860888280180003913128546
2021,119021574,"Wiley Park",2939,310,2629,0.1054780537597822388567539979584892820687
2021,116021630,"Riverstone",6264,945,5319,0.1508620689655172413793103448275862068966
2021,123011699,"Elderslie - Narellan",6499,1234,5265,0.1898753654408370518541314048315125403908
2021,123011702,"Spring Farm",4766,447,4319,0.0937893411665967268149391523289970625262
2021,121041413,"Cremorne - Cammeray",10144,1603,8541,0.1580244479495268138801261829652996845426
2021,124011453,"Lawson - Hazelbrook - Linden",5169,1121,4048,0.2168698007351518668988198877926097891275
2021,122011418,"Balgowlah - Clontarf - Seaforth",9795,2251,7544,0.2298111281265952016334864726901480347116
2021,121011401,"St Leonards - Naremburn",7069,1318,5751,0.1864478709859951902673645494412222379403
2021,120031576,"Strathfield South",1663,206,1457,0.1238725195429945880938063740228502705953
2021,120031678,"Burwood (NSW)",7117,1019,6098,0.1431783054657861458479696501334832092174
2021,127031731,"Liverpool - East",6087,908,5179,0.149170363068835222605552817479875143749
2021,127011595,"Hinchinbrook",4888,515,4373,0.1053600654664484451718494271685761047463
2021,127031730,"Edmondson Park",5358,461,4897,0.0860395670026129152668906308324001493094
2021,125021478,"Oatlands - Dundas Valley",7672,1123,6549,0.1463764337851929092805005213764337851929
2021,124051580,"Colyton - Oxley Park",4848,380,4468,0.0783828382838283828382838283828382838284
2021,125011582,"Auburn - Central",6092,744,5348,0.1221273801707156927117531188443860801051
2011,101011004,"Yass Region",2041,1387,654,0.6795688388045075943165115139637432631063
2011,101041020,"Bega-Eden Hinterland",3217,1085,2132,0.3372707491451663040099471557351569785514
2011,103011058,"Bathurst",8273,6550,1723,0.7917321406986582859905717393932068173577
2011,101041024,"Eurobodalla Hinterland",1075,363,712,0.3376744186046511627906976744186046511628
2011,102011043,"Wyoming",2843,569,2274,0.200140696447414702778754836440379880408
2011,101041022,"Deua - Wadbilliga",20,12,8,0.6
2011,102021052,"Summerland Point - Gwandalan",954,250,704,0.2620545073375262054507337526205450733753
2016,101031013,"Bombala",957,879,78,0.9184952978056426332288401253918495297806
2016,113031265,"Junee",2154,1379,775,0.6402042711234911792014856081708449396472
2016,102011041,"Wamberal - Forresters Beach",4302,692,3610,0.1608554160855416085541608554160855416086
2016,107041146,"Figtree - Keiraville",8803,1607,7196,0.1825514029308190389639895490173804384869
2016,112031253,"Pottsville",4080,1612,2468,0.3950980392156862745098039215686274509804
2016,117031331,"Glebe - Forest Lodge",10223,1198,9025,0.1171867357918419250709185170693534187616
2016,123021440,"Ingleburn - Denham Court",8585,1391,7194,0.1620267909143855562026790914385556202679
2016,124011454,"Springwood - Winmalee",9925,2664,7261,0.2684130982367758186397984886649874055416
2016,124031462,"Kingswood - Werrington",8481,1095,7386,0.129112133003183586841174389812522108242
2016,123021444,"Rosemeadow - Glen Alpine",8708,788,7920,0.0904915020670647680293982544786403307304
2016,113031264,"Gundagai",1484,1207,277,0.8133423180592991913746630727762803234501
2016,120021389,"Lilyfield - Rozelle",7410,997,6413,0.1345479082321187584345479082321187584345
2016,109011172,"Albury - East",5374,1765,3609,0.3284331968738369929289170078154075176777
2016,115011290,"Baulkham Hills (East)",10826,1207,9619,0.111490855348235728801034546462220580085
2016,115021298,"Galston - Laughtondale",2345,725,1620,0.3091684434968017057569296375266524520256
2016,127021511,"Cabramatta - Lansvale",8244,1340,6904,0.1625424551188743328481319747695293546822
2016,111031228,"Merewether - The Junction",6805,1095,5710,0.1609110947832476120499632623071271124173
2016,122031425,"Cromer",3372,495,2877,0.1467971530249110320284697508896797153025
2016,122011418,"Balgowlah - Clontarf - Seaforth",9566,1842,7724,0.1925569726113318001254442818314865147397
2016,122031428,"Frenchs Forest - Belrose",11510,2877,8633,0.2499565595134665508253692441355343179844
2016,105011096,"Walgett - Lightning Ridge",2053,1929,124,0.9396005845104724792985874330248416950804
2016,110031195,"Moree",3129,2849,280,0.9105145413870246085011185682326621923937
2016,123021443,"Minto - St Andrews",8457,1179,7278,0.1394111387016672578928698119900673997872
2016,197979799,"Migratory - Offshore - Shipping (NSW)",49,0,49,0
2016,107011545,"Berkeley - Lake Heights - Cringila",4687,440,4247,0.0938766801792191167057819500746746319607
2016,110031198,"Narrabri Region",1955,1380,575,0.7058823529411764705882352941176470588235
2016,116031313,"Bidwill - Hebersham - Emerton",5452,383,5069,0.0702494497432134996331621423330887747616
2016,119011359,"Panania - Milperra - Picnic Point",11559,1341,10218,0.116013495977160654035816247080197248897
2016,119021367,"Roselands",5294,579,4715,0.1093690970910464676992822062712504722327
2016,128011603,"Caringbah South",5635,595,5040,0.1055900621118012422360248447204968944099
2016,125031480,"Fairfield - East",4533,546,3987,0.1204500330906684315023163467902051621443
2016,109031182,"Deniliquin",2902,2682,220,0.9241902136457615437629221226740179186768
2016,124051469,"Erskine Park",3389,330,3059,0.0973738565948657421068161699616406019475
2016,126021499,"Hunters Hill - Woolwich",4254,739,3515,0.1737188528443817583450869769628584861307
2016,117021328,"Sydenham - Tempe - St Peters",4289,437,3852,0.1018885521100489624621123805082769876428
2016,116031318,"Prospect Reservoir",12,12,0,1
2021,101021007,"Braidwood",1413,1114,299,0.7883934890304317055909412597310686482661
2021,101021611,"Queanbeyan Surrounds",2949,1715,1234,0.5815530688368938623262122753475754493048
2021,102011036,"Niagara Park - Lisarow",3695,678,3017,0.1834912043301759133964817320703653585927
2021,102021046,"Budgewoi - Buff Point - Halekulani",3426,560,2866,0.1634559252772913018096906012842965557501
2021,103021068,"Parkes Surrounds",1282,776,506,0.6053042121684867394695787831513260530421
2021,103021069,"West Wyalong",2359,2196,163,0.9309029249682068673166596015260703688003
2021,106011107,"Branxton - Greta - Pokolbin",6172,1746,4426,0.2828904731043421905379131561892417368762
2021,106011108,"Cessnock",8172,3238,4934,0.3962310327949094468918257464512971120901
2021,106011112,"Singleton",7986,4409,3577,0.5520911595291760581016779363886801903331
2021,105011096,"Walgett - Lightning Ridge",1702,1590,112,0.9341950646298472385428907168037602820212
2021,105021098,"Far West",786,695,91,0.8842239185750636132315521628498727735369
2021,105031100,"Dubbo - East",4857,1916,2941,0.3944821906526662548898497014618077002265
2021,106021617,"Tenambit - East Maitland",4273,540,3733,0.1263749122396442780248069272174116545752
2021,108011153,"Forster-Tuncurry Surrounds",2104,894,1210,0.4249049429657794676806083650190114068441
2021,109031184,"Moama",1000,895,105,0.895
2021,110031195,"Moree",3065,2734,331,0.8920065252854812398042414355628058727569
2021,111031222,"Adamstown - Kotara",8236,1454,6782,0.1765420106847984458474987858183584264206
2021,112031251,"Murwillumbah",3102,2017,1085,0.650225660863958736299161831076724693746
2021,113021262,"Tumut Surrounds",2030,938,1092,0.4620689655172413793103448275862068965517
2021,119011657,"Panania (North) - Milperra",4800,571,4229,0.1189583333333333333333333333333333333333
2021,115011558,"Cherrybrook",8882,1353,7529,0.1523305561810403062373339337986939878406
2021,116011306,"Doonside - Woodcroft",9761,843,8918,0.086364102038725540415940989652699518492
2021,116021633,"Stanhope Gardens - Parklea",5598,635,4963,0.1134333690603787066809574848160057163273
2021,116031313,"Bidwill - Hebersham - Emerton",5013,450,4563,0.0897666068222621184919210053859964093357
2021,121031407,"Gordon - Killara",10168,1840,8328,0.1809598741148701809598741148701809598741
2021,123021703,"Denham Court - Bardia",6411,602,5809,0.0939011074715333021369521135548276399938
2021,123021706,"Macquarie Fields",4723,532,4191,0.1126402710141858987931399534194367986449
2021,124011450,"Blaxland - Warrimoo - Lapstone",8872,1769,7103,0.1993913435527502254283137962128043282236
2021,120031676,"Ashfield - North",5988,530,5458,0.0885103540414161656646626586506346025384
2021,127011593,"Cecil Hills",2901,346,2555,0.1192692175112030334367459496725267149259
2021,125031713,"Greystanes - South",6236,985,5251,0.1579538165490699166132135984605516356639
2021,124041467,"Windsor - Bligh Park",6941,1730,5211,0.2492436248379196081256303126350669932286
2021,125031479,"Chester Hill - Sefton",5759,869,4890,0.1508942524743879145685014759506858829658
2021,124031464,"Penrith",7817,1743,6074,0.2229755660739414097479851605475246258155
2021,128011529,"Gymea - Grays Point",8906,1409,7497,0.1582079496968335953289916909948349427352
2021,128011605,"Lilli Pilli - Port Hacking - Dolans Bay",1618,284,1334,0.1755253399258343634116192830655129789864
2011,101021007,"Braidwood",1031,843,188,0.8176527643064985451018428709990300678952
2011,103011061,"Oberon",1656,1466,190,0.8852657004830917874396135265700483091787
2016,101021009,"Queanbeyan",1755,1062,693,0.6051282051282051282051282051282051282051
2016,106031119,"Anna Bay",2130,458,1672,0.2150234741784037558685446009389671361502
2016,108041163,"Port Macquarie - East",10764,4880,5884,0.4533630620587142326272761055369751021925
2016,112011237,"Ballina Region",6752,2357,4395,0.3490817535545023696682464454976303317536
2016,115021297,"Dural - Kenthurst - Wisemans Ferry",9905,3238,6667,0.3269056032306915699141847551741544674407
2016,121011399,"Chatswood (West) - Lane Cove North",10940,950,9990,0.0868372943327239488117001828153564899452
2016,122031429,"Freshwater - Brookvale",11084,2686,8398,0.2423312883435582822085889570552147239264
